name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key
Lighters Up,Lil' Kim,4eihdGG3Tga3oFq4yqCDeL,0.624,0.7659999999999999,-6.31,1,0.396,0.00494,0.0,0.107,0.7140000000000001,91.727,262640,4,12,1.0,24.09.2005,49,30.08.2005,1,70,1008329,1,['5tth2a3v0sWwV1C7bApBdX'],9
We Be Burnin',Sean Paul,4kOTDj4SiZPkW1p96WMDNv,0.95,0.8029999999999999,-4.195,1,0.151,0.145,0.0,0.0748,0.86,117.0,213066,4,9,1.0,17.09.2005,57,26.09.2005,85,83,3189679,1,['3Isy6kedDrgPYoTS1dazA9'],1
Outta Control - Remix,50 Cent,7BKi4ZcyMBXeAvJ1OPxhdV,0.77,0.5870000000000001,-5.99,0,0.265,0.0268,0.0,0.0621,0.574,92.009,247973,4,13,1.0,17.09.2005,52,01.01.2005,138,87,7602335,2,"['3q7HBObVc0L8jNeTe5Gofh', '6O2zJ0tId7g07yzHtX0yap']",8
More Than Words,Frankie J,4RQFyVdJpn87nbz4pUGCRX,0.733,0.405,-8.74,1,0.0278,0.29100000000000004,0.0,0.365,0.467,100.02,242186,4,12,1.0,17.09.2005,34,2003,17,64,378926,1,['3sMYEBy0CZFxedcnm9i9hf'],7
Photograph,Nickelback,3hb2ScEVkGchcAQqrPLP0R,0.513,0.877,-3.7560000000000002,1,0.0292,0.000932,0.000163,0.136,0.389,145.91899999999998,258920,4,11,1.0,10.09.2005,68,26.09.2005,100,80,4689829,1,['6deZN1bslXzeGvOLaLMOIF'],8
Do You Want To,Franz Ferdinand,0vek0LcCbvcMtj0GkXMMJy,0.413,0.9420000000000001,-2.8710000000000004,1,0.0453,0.0783,0.000412,0.6890000000000001,0.759,123.085,215000,4,7,1.0,10.09.2005,57,03.10.2005,20,70,1902912,1,['0XNa1vTidXlvJ2gHSsRi4A'],0
Footprints,T.O.K,2Bc4XnUlkgPvwvfwsCbgcD,0.7,0.618,-5.903,0,0.106,0.361,0.0,0.10099999999999999,0.5660000000000001,83.963,211960,4,8,1.0,10.09.2005,45,2005,1,46,48843,1,['06JH3wcXkJg7eoxZVMO1UX'],4
Better Life,Keith Urban,29Qqb1qYSjC1pSK8QPDnkp,0.618,0.8320000000000001,-3.535,1,0.0374,0.0402,1.58e-05,0.033,0.8,104.94200000000001,283160,4,8,1.0,10.09.2005,48,01.01.2004,120,78,3931239,1,['0u2FHSq3ln94y5Q57xazwf'],2
Wake Up,Hilary Duff,7qhUtJDCu1tYrdkIMPVYRc,0.63,0.825,-4.683,1,0.0447,0.0622,1.58e-06,0.215,0.285,120.829,217666,4,8,1.0,03.09.2005,46,01.01.2005,34,61,1687908,1,['2S9W9aSAd7e5mp8WqWxN2h'],4
Just Want You to Know,Backstreet Boys,17lJlBTeJZEC5r4m8kqrE4,0.7090000000000001,0.555,-3.5060000000000002,1,0.0348,0.000269,0.0,0.0804,0.638,106.0,231186,4,10,1.0,03.09.2005,53,14.06.2005,20,80,3482979,1,['5rSXSAkZ67PYJSvpUpkOr7'],2
Probably Wouldn't Be This Way,LeAnn Rimes,1rXn9CgyDaiZ9rCqwxLYim,0.613,0.426,-6.417999999999999,1,0.0289,0.516,0.0,0.131,0.129,129.644,217946,4,10,1.0,03.09.2005,44,25.01.2005,20,66,808552,1,['2d3VHzlOEwXvmBdS4pzOPL'],2
Best I Ever Had,Gary Allan,120w1eBYfiYrSXtegu6uEb,0.273,0.59,-4.997,1,0.0295,0.0025399999999999997,1.07e-06,0.10800000000000001,0.214,174.863,251480,4,13,1.0,03.09.2005,52,01.01.2005,86,62,741106,1,['37W8SKV5Vc8lcGtdyWCA5m'],6
Because of You,Kelly Clarkson,3f3omU8n47Mqyab5nCaGyT,0.583,0.584,-5.362,0,0.0314,0.254,0.0,0.12300000000000001,0.136,140.039,219493,4,9,1.0,03.09.2005,71,17.01.2004,154,80,6964940,1,['3BmGtnKgCSGYIUhmivXKWX'],5
Naked,Marques Houston,6STVLD6miqAFuvzf3Iugdd,0.75,0.511,-6.73,1,0.209,0.0863,6.76e-06,0.0938,0.395,60.00899999999999,266560,4,10,1.0,27.08.2005,50,01.01.2009,8,55,564804,1,['1goOx6gnQdUllLfSMsL4Rt'],9
Nada Es Para Siempre,Luis Fonsi,5ToI5oXnUmX5Nsmg8enL1N,0.521,0.512,-8.391,0,0.0394,0.21,0.0,0.128,0.499,155.89600000000002,239826,4,11,1.0,27.08.2005,52,01.01.2005,1,81,8907461,1,['4V8Sr092TqfHkfAA5fXXqG'],4
Run It! (feat. Juelz Santana),Chris Brown,7xYnUQigPoIDAMPVK79NEq,0.846,0.48200000000000004,-6.721,0,0.129,0.0246,0.0,0.39299999999999996,0.212,100.969,229866,4,9,1.0,27.08.2005,71,2005,1,92,12977521,2,"['7bXgB6jMjp9ATFy66eO08Z', '6Uh8uJyN9g7oFjDK16nJgb']",1
All These Things That I've Done,The Killers,0kYUrLVQOfx21xuXu7OGrT,0.557,0.728,-6.181,1,0.0405,0.00156,5.13e-06,0.11800000000000001,0.21600000000000003,118.241,301573,4,14,1.0,27.08.2005,64,15.06.2004,49,82,5626352,1,['0C0XlULifJtAgn6ZNCW2eu'],6
Seasons of Love - From the Motion Picture RENT,Cast Of Rent,3SnXIPWciHwAS04oKdPC0l,0.44,0.573,-5.42,1,0.0365,0.581,0.0,0.0777,0.442,178.192,183546,4,10,1.0,20.08.2005,56,02.08.2005,1,44,6592,1,['0ZAibQ1lZh5UbUaQybsn62'],10
Axel F,Crazy Frog,2Ea1iuiNtpR9BcFlQYRE5d,0.8640000000000001,0.903,-3.258,1,0.0414,0.27,0.638,0.0791,0.741,138.043,172695,4,9,1.0,20.08.2005,56,04.08.2005,1,60,202223,1,['4J3wzDMI97AlGimdiVcaLb'],2
My Humps (Black Eyed Peas Karaoke Tribute),The Karaoke Machine,7oauV1H73eZB92Yqg2gRKI,0.745,0.0017699999999999999,-11.352,0,0.076,0.0195,0.934,0.0846,0.619,100.985,241407,4,9,1.0,20.08.2005,1,16.07.2012,1,10,316,1,['1SpCo1CAtNQODuohiHGICI'],5
All Jacked Up,Gretchen Wilson,1B9FG4cLQujWD1NVMVbJwY,0.392,0.9279999999999999,-3.702,1,0.153,0.18899999999999997,0.0,0.183,0.765,188.72,212520,3,9,1.0,20.08.2005,44,01.09.2005,62,59,576508,1,['0IdYRFTswLdsGwSnzOaGNF'],0
Girl,Beck,3DgNj1aYbSRVoVO8yX7DRt,0.685,0.677,-6.5520000000000005,1,0.11,0.0549,0.00332,0.285,0.855,149.421,209893,4,11,1.0,20.08.2005,51,01.01.2005,11,72,1155014,1,['3vbKDsSS70ZX9D2OcvbZmS'],3
Bananza (Belly Dancer),Akon,4vYGubD2JGIRTAu4bEvlgC,0.878,0.6990000000000001,-5.897,0,0.132,0.0345,3.37e-06,0.755,0.6659999999999999,104.838,238493,4,12,1.0,13.08.2005,40,01.01.2004,26,83,2494253,1,['0z4gvV4rjIZ9wHck67ucSV'],10
Stay With Me (Brass Bed) - Single Remix Version,Josh Gracin,1DJgRkwljWXGb1sFxfSlOE,0.434,0.5670000000000001,-7.278,1,0.0309,0.396,0.0,0.132,0.271,175.845,251133,3,11,1.0,13.08.2005,17,01.01.2005,35,50,175114,1,['1456WwI15Lm9CktCzkLZvm'],1
Hicktown,Jason Aldean,0WYbR2GSfl4ehvmLmcpAqi,0.6970000000000001,0.877,-3.885,1,0.0348,0.00913,6.93e-06,0.0726,0.768,121.53399999999999,306026,4,7,1.0,13.08.2005,58,26.07.2005,1,80,4171056,1,['3FfvYsEGaIb52QPXhg4DcH'],6
Dirty Little Secret,The All-American Rejects,5lDriBxJd22IhOH9zTcFrV,0.465,0.9540000000000001,-4.251,1,0.044000000000000004,0.000346,5.38e-06,0.573,0.45799999999999996,143.85,193653,4,9,1.0,06.08.2005,70,01.01.2005,12,72,1942016,1,['3vAaWhdBR38Q02ohXqaNHT'],10
Your Body,Pretty Ricky,5y4TDQdYzlT4eoQIPOgNDz,0.838,0.594,-5.695,0,0.113,0.17600000000000002,0.0,0.0867,0.507,90.038,240040,4,10,1.0,06.08.2005,60,17.05.2005,17,62,1058200,1,['6XwcepfAsPhrvwziGxhwju'],4
"Charlie, Last Name Wilson",Charlie Wilson,6UZqMYYQQThvV55IQPvscO,0.653,0.529,-6.481,1,0.201,0.439,0.0,0.19399999999999998,0.609,67.03,215866,4,8,1.0,06.08.2005,47,13.09.2005,1,66,694227,1,['6CxZzQFUTM6AzgluGwtq5w'],7
Something to Be Proud Of,Montgomery Gentry,4D8uIY6Wzj7dJDaw0dW0UF,0.645,0.693,-6.481,1,0.0344,0.0811,1.22e-05,0.175,0.5529999999999999,97.555,256600,4,11,1.0,06.08.2005,63,18.05.2004,101,63,975726,1,['3bGXaFVQLASmDMdjjeJr8a'],0
Georgia Rain,Trisha Yearwood,6qdKKHh8r7N8nRYih2g7Pm,0.518,0.43799999999999994,-5.716,1,0.0234,0.605,7.77e-05,0.19,0.14400000000000002,99.176,311360,4,16,1.0,06.08.2005,40,01.01.2005,1,62,755499,1,['3XlIhgydjvC4EniPFZT20j'],10
Wake Me up When September Ends,Green Day,3ZffCQKLFLUvYM59XKLbVm,0.546,0.8140000000000001,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,285653,4,9,1.0,06.08.2005,77,21.09.2004,73,84,11274683,1,['7oPftvlwr6VrsViSDV7fJY'],7
Redneck Yacht Club,Craig Morgan,4etE2X6t7GmyiuYLIdI8H5,0.49,0.8170000000000001,-5.405,1,0.0355,0.455,0.0,0.0885,0.8079999999999999,168.115,230373,4,8,1.0,06.08.2005,66,08.03.2005,35,64,695241,1,['6ktyNEnEukKzskQEiXgCFD'],8
Shake It Off,Mariah Carey,4VKnkoNNM6yTb4cXXX3wqD,0.777,0.493,-6.516,1,0.126,0.18100000000000002,0.0,0.10800000000000001,0.82,134.086,232840,4,11,1.0,30.07.2005,61,01.01.2005,45,83,6004746,1,['4iHNK0tOyZPYnBU7nGAgpQ'],2
Just the Girl,The Click Five,1JURww012QnWAw0zZXi6Aa,0.5710000000000001,0.89,-1.6,1,0.0395,0.00509,0.0,0.0769,0.7509999999999999,110.958,234146,4,9,1.0,30.07.2005,61,08.08.2005,1,55,167606,1,['01lz5VBfkMFDteSA9pKJuP'],9
Be My Escape,Relient K,3Vi93V7o1tT28Cut4gSWi3,0.5539999999999999,0.8640000000000001,-5.062,1,0.0394,0.00605,0.0,0.132,0.299,112.523,240453,4,8,1.0,30.07.2005,64,02.11.2004,1,61,295771,1,['3nJWBJvK7uGvfp4iZh9CkN'],9
Welcome To Jamrock,Damian Marley,22AbXxQbMdVqEz7xJjhccG,0.836,0.6609999999999999,-6.502000000000001,0,0.33799999999999997,0.0208,0.0,0.449,0.753,76.71,213200,4,8,1.0,30.07.2005,67,01.01.2005,1,71,1129897,1,['3QJzdZJYIAcoET1GcfpNGi'],7
Somebody's Hero,Jamie O'Neal,2iVkOIwx8qzVGlju9Hy4yY,0.493,0.735,-6.0120000000000005,1,0.0432,0.0771,0.0,0.107,0.626,164.05900000000003,221425,4,7,1.0,30.07.2005,40,01.01.2005,5,46,83021,1,['6sQVeggRv1AhrMzuCjhCZe'],1
Remedy,Seether,5ynxx6zC4dgzsMHLYQ04Dc,0.55,0.9520000000000001,-4.664,1,0.0924,0.000193,0.000666,0.0614,0.391,127.804,207213,4,8,1.0,30.07.2005,69,01.01.2005,21,74,2198201,1,['6B5c4sch27tWHAGdarpPaW'],8
Play,David Banner,5CWyE2OcZI1HVnHBh4RrKF,0.8370000000000001,0.6579999999999999,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,230133,4,10,1.0,23.07.2005,53,01.01.2005,1,57,493499,1,['7jFaoqWPhYLrKzjzlpXmUO'],1
These Boots Are Made for Walkin',Jessica Simpson,073XJnVOC3V2S8WPe3m0hn,0.779,0.818,-7.7,1,0.14300000000000002,0.0101,0.000381,0.0993,0.75,91.99700000000001,238773,4,12,1.0,16.07.2005,34,1999,40,57,840086,1,['2tFN9ubMXEhdAQvdQxcsma'],11
Tell Me,Bobby V.,6kLZ1DzSxBkNVvdQm6CX0N,0.652,0.7979999999999999,-5.303,0,0.0512,0.44,0.00233,0.298,0.531,95.038,260066,4,12,1.0,16.07.2005,53,01.01.2005,1,63,609718,1,['4HgF4KnohByNElYid7iCNb'],4
Cool,Gwen Stefani,469RmLzEsicj8VSn9aIuKV,0.7090000000000001,0.721,-3.52,1,0.0281,0.0322,0.000309,0.355,0.8009999999999999,112.01899999999999,189333,4,9,1.0,16.07.2005,55,23.11.2004,36,77,4226184,1,['4yiQZ8tQPux8cPriYMWUFP'],2
Do You Want Fries With That,Tim McGraw,0njxz22rezgDmDxD6ER6JF,0.604,0.802,-3.995,1,0.0317,0.214,0.0,0.111,0.6709999999999999,135.999,239760,4,10,1.0,16.07.2005,34,07.10.2008,131,77,3345088,1,['6roFdX1y5BYSbp60OTJWMd'],7
Help Somebody,Van Zant,4Bt4QcQ5BxzzspvFLKvbB9,0.499,0.659,-5.727,1,0.0323,0.00117,7.35e-06,0.128,0.41100000000000003,158.112,253453,4,10,1.0,16.07.2005,37,09.05.2005,1,35,29820,1,['6ZRkCThyw6syuSOAGT7lY1'],7
Wordplay,Jason Mraz,3qBaCCsAJGkSJc8XBui6Mp,0.46399999999999997,0.877,-3.793,1,0.0499,0.192,0.0,0.1,0.512,176.662,186506,4,9,1.0,16.07.2005,48,26.07.2005,29,80,5637805,1,['4phGZZrJZRo4ElhRtViYdl'],7
This Is How a Heart Breaks,Rob Thomas,3Voz5vnFfMu8nrVP6hIYte,0.605,0.9129999999999999,-4.345,1,0.0376,0.00159,0.0,0.0813,0.665,139.941,230960,4,8,1.0,16.07.2005,49,05.04.2005,22,67,598372,1,['3aBkeBhwadnWMWoVJ2CxJC'],0
Gotta Getcha - Double Face 2006,Jermaine Dupri,5gOYXiA88QUy9DdWR4oNni,0.762,0.324,-7.447,0,0.32899999999999996,0.0663,2.33e-06,0.095,0.48200000000000004,209.81900000000002,170933,4,7,1.0,16.07.2005,35,01.01.2005,1,63,254949,1,['6nfYGe7IIuuP5bMY1jkJP6'],4
Inside Your Heaven,Bo Bice,6SZBK8Z2Tdv7vgO3ZJnHTN,0.513,0.606,-5.8660000000000005,1,0.0274,0.34700000000000003,1.33e-06,0.0879,0.201,134.955,252760,4,9,1.0,09.07.2005,16,31.05.2005,1,27,13838,1,['2Q1FIPavG8WZF33kqIP3sy'],1
GO!,Common,4JNTpbntShpUpACDUzwHV5,0.838,0.763,-11.132,0,0.22699999999999998,0.0915,1.37e-05,0.12300000000000001,0.544,104.958,224160,4,11,1.0,09.07.2005,55,01.01.2005,1,68,659828,1,['2GHclqNVjqGuiE5mA7BEoc'],10
My Sister,Reba McEntire,21gIIm2pGR0VK36gLVvY26,0.56,0.614,-8.538,1,0.0418,0.0598,5.25e-06,0.11199999999999999,0.526,187.954,239640,4,10,1.0,09.07.2005,34,01.01.2003,30,68,1242906,1,['02rd0anEWfMtF7iMku9uor'],2
An Honest Mistake,The Bravery,7DoMGZLVzga3vhyZlb0hBX,0.465,0.883,-4.2589999999999995,0,0.0297,3.29e-06,0.506,0.10099999999999999,0.644,140.047,219706,4,10,1.0,09.07.2005,51,01.01.2005,1,55,183530,1,['2bcrMsFlF632EQ6VZERWFu'],2
A Real Fine Place to Start,Sara Evans,6O2lo7245XfRbIfpL5yRLJ,0.585,0.789,-2.8339999999999996,1,0.040999999999999995,0.00143,0.00087,0.141,0.20800000000000002,120.95299999999999,238733,4,10,1.0,09.07.2005,39,03.10.2005,59,59,801078,1,['7qvsLYsYP0MHD7jkdv6DAG'],8
The Talkin' Song Repair Blues,Alan Jackson,2NKXcEKxgJFLW79EpjofqI,0.469,0.607,-12.6,1,0.257,0.325,0.0,0.295,0.59,202.03799999999998,180373,4,11,1.0,09.07.2005,31,24.08.2004,75,76,1367331,1,['4mxWe1mtYIYfP040G38yvS'],2
Inside Your Heaven,Carrie Underwood,25ry9EyyRsp1dDctlAclin,0.38,0.596,-3.469,1,0.0315,0.12300000000000001,1.46e-06,0.132,0.16,134.44299999999998,243266,4,7,1.0,02.07.2005,41,09.12.2014,1,75,4209673,1,['4xFUf1FHVy696Q1JQZMTRj'],7
Alcohol,Brad Paisley,5wKaxpvqXq95IaoAVPLgoi,0.552,0.754,-5.888,1,0.0302,0.373,3.02e-05,0.20800000000000002,0.595,141.671,290933,3,17,1.0,02.07.2005,52,16.08.2005,71,71,1885103,1,['13YmWQJFwgZrd4bf5IjMY4'],11
Play Something Country,Brooks & Dunn,7MevrbPAGEaw1IgkaBmv82,0.684,0.909,-3.7969999999999997,1,0.0321,0.0782,1.22e-06,0.373,0.8640000000000001,115.03399999999999,195586,4,12,1.0,02.07.2005,58,08.09.2009,105,75,1628510,1,['0XKOBt59crntr7HQXXO8Yz'],0
"Sugar, We're Goin Down",Fall Out Boy,2TfSHkHiFO4gRztVIkggkE,0.494,0.8420000000000001,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,4,11,1.0,02.07.2005,78,03.05.2005,1,84,8290401,1,['4UXqAaa6dQYAk18Lv7PEgX'],7
These Words,Natasha Bedingfield,6QLU1GKy2Zh2mOh2uoJ0TV,0.7340000000000001,0.635,-7.03,1,0.0816,0.0322,0.0,0.0808,0.9309999999999999,96.99,216360,4,9,1.0,02.07.2005,64,30.08.2004,1,70,1106467,1,['7o95ZoZt5ZYn31e9z1Hc0a'],5
Right Here,Staind,6S7mmHgyWOG6pIYuL4YrfQ,0.49200000000000005,0.6459999999999999,-5.334,0,0.0303,0.0013599999999999999,2.21e-05,0.121,0.214,112.228,253933,4,9,1.0,25.06.2005,60,08.08.2005,43,69,1642866,1,['5KDIH2gF0VpelTqyQS7udb'],10
Summer Nights,Lil Rob,6fVCBBlHif6zfqXAEHKJy8,0.47200000000000003,0.672,-4.997,0,0.212,0.358,0.0,0.10800000000000001,0.392,81.813,269160,4,12,1.0,25.06.2005,60,26.07.2005,1,60,267907,1,['7B7TGqQe7QTVm2U6q8jzk1'],10
Pump It - Originally Performed By Black Eyed Peas,B the Star,0BzG2mOMi5PpgybYhSewJs,0.63,0.67,-9.192,0,0.0815,0.00031800000000000003,0.0146,0.441,0.785,153.471,214805,4,10,1.0,25.06.2005,0,10.05.2011,1,32,4007,1,['1UNVJFSDvwWjoRoQGDgorD'],11
Dem Boyz,Boyz N Da Hood,59xyRqG06dGbTmmJFVFbyQ,0.782,0.63,-5.683,1,0.162,0.00161,0.0,0.151,0.295,78.516,256800,4,10,1.0,25.06.2005,52,21.06.2005,1,44,342771,1,['030sRm1rnXI9MeQ23pdax8'],1
Touch,Omarion,29VphGf9Vgmvj9OBFOHZWh,0.828,0.7490000000000001,-7.553999999999999,1,0.0556,0.0942,0.000171,0.114,0.953,115.053,201733,4,10,1.0,25.06.2005,47,22.02.2005,21,68,1861510,1,['0f5nVCcR06GX8Qikz0COtT'],9
Ass Like That,Eminem,4gXdMZkBN1neE9nX6yRALa,0.6459999999999999,0.7959999999999999,-6.152,1,0.366,0.409,0.0,0.107,0.6759999999999999,83.09299999999999,265480,4,14,1.0,18.06.2005,66,12.11.2004,141,94,38899488,1,['7dGJo4pcD2V6oG8kP0tJRR'],2
ASAP,T.I.,172Ck9s5X4oHmGAbjdoRmf,0.79,0.645,-5.426,1,0.317,0.335,0.0,0.405,0.583,158.13,284413,4,14,1.0,18.06.2005,49,28.11.2004,80,81,3485971,1,['4OBJLual30L7gRl5UkeRcT'],9
Like You,Daddy Yankee,3S2wsVP6VihPaMdxrRELmA,0.809,0.691,-6.5729999999999995,0,0.079,0.10300000000000001,0.0,0.284,0.758,95.008,202933,4,11,1.0,18.06.2005,49,13.07.2004,21,93,20538327,1,['4VMYDCV2IEDYJArk749S6m'],5
Mississippi Girl,Faith Hill,79YeQbd1p7MsuT7wHQLRYY,0.499,0.765,-4.148,1,0.0521,0.113,0.0,0.0509,0.665,83.916,232706,4,11,1.0,11.06.2005,49,02.08.2005,27,69,1201316,1,['25NQNriVT2YbSW80ILRWJa'],9
Goodbye Time,Blake Shelton,1M9qgq0SaZ5OuAeU0GKXif,0.51,0.348,-7.849,1,0.0261,0.295,2.47e-05,0.242,0.159,77.041,201733,4,10,1.0,11.06.2005,40,26.10.2004,41,78,5367026,1,['1UTPBmNbXNTittyMJrNkvw'],2
Pon de Replay,Rihanna,4TsmezEQVSZNNPv5RJ65Ov,0.779,0.64,-8.415,1,0.159,0.000155,0.00077,0.10099999999999999,0.498,99.01899999999999,246960,4,13,1.0,11.06.2005,78,29.08.2005,1,92,39637812,1,['5pKCCKE2ajJHZ9KAiaK11H'],7
As Good As I Once Was,Toby Keith,7G6l2FtQyRhQgYgut2I6i8,0.68,0.87,-4.461,1,0.0393,0.266,0.0,0.109,0.6459999999999999,119.075,227840,4,10,1.0,04.06.2005,68,01.01.2005,132,73,1365583,1,['2bA6fzP0lMAQ4kz6CF61w8'],5
Back Then,Mike Jones,5krOROgmf8adn3SJzeKLZy,0.7759999999999999,0.736,-6.308,1,0.255,0.0101,0.0,0.18,0.536,159.838,244186,4,13,1.0,04.06.2005,59,19.04.2005,1,61,330343,1,['07VmOvmuBp9G0gb8BTrpn0'],9
Keg in the Closet,Kenny Chesney,3ggmtswnS5czhEAGDsm6D8,0.654,0.9009999999999999,-6.401,1,0.0477,0.00446,4.68e-06,0.057,0.73,138.879,212426,4,11,1.0,04.06.2005,44,02.02.2004,145,77,3185713,1,['3grHWM9bx2E9vwJCdlRv9O'],1
Dreams,The Game,5F7caGhe84C6ONva5S8yXF,0.63,0.78,-5.353,1,0.221,0.00499,0.0,0.20600000000000002,0.281,155.779,286453,4,22,1.0,04.06.2005,58,2005,1,77,2818636,1,['0NbfKEOTQCcwd6o7wSDOHI'],6
Make Her Feel Good,Teairra Marí,03B0yrE4zrioHjmY05l9xz,0.8079999999999999,0.665,-9.376,1,0.17800000000000002,0.0228,0.000481,0.192,0.5489999999999999,90.51799999999999,226013,4,9,1.0,04.06.2005,38,01.01.2005,1,32,185319,1,['6Mox9P9U7HpuAd9ULwvP7N'],2
Pickin' Wildflowers,Keith Anderson,2GgIDaPLsowybB3WgxLWUj,0.561,0.716,-3.341,1,0.0291,0.0353,0.0,0.122,0.667,152.089,185920,4,9,1.0,04.06.2005,62,2005,1,53,275262,1,['4AgQTHagFdBq8VL791lSXz'],8
Feel Good Inc.,Gorillaz,0d28khcov6AiegSCpG5TuT,0.818,0.705,-6.678999999999999,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4,9,1.0,28.05.2005,81,23.05.2005,1,84,6076871,1,['3AA28KZvwAUcZuOKwyblJQ'],6
How To Deal,Frankie J,05wbsMDvcaD56O4SnESOaJ,0.7490000000000001,0.495,-8.456,1,0.0332,0.0584,0.0,0.201,0.645,126.12,230506,4,10,1.0,28.05.2005,48,2003,1,64,378926,1,['3sMYEBy0CZFxedcnm9i9hf'],2
Must Be Nice,Lyfe Jennings,2mp3sLUNQaJ025Lx5f4AAJ,0.446,0.401,-11.232000000000001,1,0.382,0.657,0.0,0.127,0.647,82.94200000000001,233440,4,12,1.0,28.05.2005,57,17.08.2004,1,53,771343,1,['33C3ByGk9NCrjTIXr6npqf'],1
If Something Should Happen,Darryl Worley,28ZUoSyOdNswEdokyJs07B,0.557,0.608,-8.702,1,0.0377,0.276,1.75e-06,0.0718,0.282,159.06799999999998,279560,4,11,1.0,28.05.2005,41,01.01.2004,60,48,162266,1,['4zIBkSJcqRp4ADuFI94WvO'],4
She's No You,Jesse McCartney,3bcVpuuWgAUQZri3FgpfNX,0.5539999999999999,0.88,-4.25,0,0.0428,0.0805,0.0313,0.295,0.313,89.868,213960,4,7,1.0,21.05.2005,46,01.01.2004,21,68,729130,1,['2Hjj68yyUPiC0HKEOigcEp'],4
Diamonds From Sierra Leone - Remix,Kanye West,34KUIBsIUiPV7oCIzSdDAU,0.672,0.8140000000000001,-3.7680000000000002,1,0.27,0.258,0.0,0.16399999999999998,0.379,97.04299999999999,233400,4,9,1.0,21.05.2005,56,30.08.2005,47,92,18348346,2,"['5K4W6rqBFWDnAN6FQUkS6x', '3nFkdlSjzX9mRTtwJOzDYB']",7
I Can't Stop Loving You,Kem,6iWs0J0CnadMMbxLQtZrCG,0.7040000000000001,0.29600000000000004,-9.76,0,0.0445,0.723,3.07e-06,0.124,0.12300000000000001,141.203,323920,4,15,1.0,21.05.2005,54,01.01.2004,1,58,530754,1,['1f2e3RQf7LHOum8NU61q0R'],3
Home,Michael Bublé,4wLZ4zPM9c4oe1VV8ejdWV,0.608,0.37,-9.207,1,0.0306,0.8440000000000001,1.87e-05,0.11199999999999999,0.349,127.631,225906,4,9,1.0,21.05.2005,63,07.02.2005,1,81,4142210,1,['1GxkXlMwML1oSg5eLPiAz3'],7
Something More,Sugarland,3C3oknuBLo3jxhmRk67glu,0.613,0.857,-4.46,1,0.0545,0.29,0.0,0.113,0.349,102.26100000000001,216733,4,10,1.0,21.05.2005,52,01.01.2004,21,63,1309474,1,['0hYxQe3AK5jBPCr5MumLHD'],4
American Baby,Dave Matthews Band,5RgzfIJ4t4g5VEQwm3JlSq,0.6920000000000001,0.8220000000000001,-4.315,1,0.0349,0.0019199999999999998,0.00206,0.0819,0.856,120.741,275053,4,11,1.0,14.05.2005,47,10.05.2005,20,71,1402716,1,['2TI7qyDE0QfyOlnbtfDo7L'],7
Best of You,Foo Fighters,5FZxsHWIvUsmSK1IAvm2pp,0.366,0.94,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.19799999999998,255626,4,10,1.0,14.05.2005,75,14.06.2005,40,81,8063455,1,['7jy3rLJdDQY21OgRLCZ9sD'],1
Speed of Sound,Coldplay,7clUVcSOtkNWa58Gw5RfD4,0.514,0.898,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.06700000000001,287906,4,9,1.0,07.05.2005,69,07.06.2005,23,90,27599554,1,['4gzpq5DPGxSnKTe4SA8HAU'],11
When You Tell Me That You Love Me,American Idol Finalists - Season 4,56aPHHyolL6Q6uvl6S4Vrj,0.377,0.513,-7.138999999999999,0,0.0308,0.42100000000000004,0.0,0.168,0.122,75.955,224733,4,6,1.0,07.05.2005,8,30.03.2005,1,5,987,1,['7xI9l2heJcFDlfzwUATUFr'],8
Blue Orchid,The White Stripes,2b0AarwIy6Dr0oJeAhc80s,0.48200000000000004,0.644,-8.535,0,0.319,0.0863,7.57e-06,0.31,0.611,151.329,157560,4,10,1.0,07.05.2005,51,07.06.2005,21,75,2259583,1,['4F84IBURUo98rz4r61KF70'],10
Fast Cars And Freedom,Rascal Flatts,0CKba2KBPP9TFbh5Nf8i4P,0.616,0.8240000000000001,-4.842,0,0.03,0.0135,2.13e-05,0.10800000000000001,0.623,117.954,262186,4,13,1.0,07.05.2005,58,01.01.2004,114,75,2536886,1,['0a1gHP0HAqALbEyxaD5Ngn'],3
La Tortura (feat. Alejandro Sanz),Shakira,5BSclXJTa9B0iURhUjZo50,0.74,0.7829999999999999,-5.367000000000001,1,0.0427,0.0297,0.000308,0.12300000000000001,0.812,100.01100000000001,212893,4,13,1.0,07.05.2005,72,03.06.2005,16,86,24556294,2,"['0EmeFodog0BfCgMzAIvKQp', '5sUrlPAHlS9NEirDB8SEbF']",0
