name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key
Lights And Sounds,Yellowcard,4XOZaPYeMn9hcbpyS90NnD,0.344,0.972,-3.675,0,0.11599999999999999,8.48e-05,0.0,0.293,0.387,167.81900000000002,208186,4,8,1.0,04.02.2006,59,01.01.2006,21,67,1103150,1,['3zxKH0qp3nBCuPZCZT5Vaf'],11
Love,Keyshia Cole,0W4NhJhcqKCqEP2GIpDCDq,0.688,0.519,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,255333,4,12,1.0,04.02.2006,74,01.01.2005,18,71,2221696,1,['1vfezMIyCr4XUdYRaKIKi3'],5
Beep (As Made Famous By The Pussycat Dolls featuring Will.I.Am),The Karaoke Crew,4o8EPKaCQ9BvdoEGyQ0lsF,0.912,0.49200000000000005,-7.439,0,0.0538,0.0027199999999999998,0.000168,0.10800000000000001,0.59,103.611,250586,4,9,1.0,04.02.2006,0,29.03.2011,1,31,10680,1,['0GRelLAVHzwasg0Ja7gJUy'],7
King Without a Crown,Matisyahu,3NkIfsiFHnljGrlXSD2AJ3,0.6970000000000001,0.8590000000000001,-5.306,0,0.19,0.0349,0.0,0.0931,0.696,93.78,222386,4,11,1.0,04.02.2006,54,07.03.2006,1,63,573432,1,['5eyMzR1hYiEZtN2c9ly2kw'],5
We Belong Together,Gavin DeGraw,6CWKr7YOv8OLO3b5wB00fZ,0.547,0.645,-5.857,1,0.027000000000000003,0.00264,0.0,0.14,0.305,80.083,328480,4,13,1.0,28.01.2006,40,06.05.2008,49,69,1059724,1,['5DYAABs8rkY9VhwtENoQCz'],7
Upside Down,Jack Johnson,6shRGWCtBUOPFLFTTqXZIC,0.787,0.655,-8.339,0,0.0431,0.23800000000000002,0.000171,0.138,0.65,102.485,208653,4,7,1.0,28.01.2006,70,2006,37,82,2973992,1,['3GBPw9NK25X1Wt2OUvOwY3'],6
Cheatin',Sara Evans,230QoWFdxdHUTNzsXiyhj0,0.41600000000000004,0.615,-4.984,1,0.039,0.0174,6.92e-05,0.233,0.266,157.671,206386,4,11,1.0,28.01.2006,30,17.08.2007,79,59,801078,1,['7qvsLYsYP0MHD7jkdv6DAG'],9
Living in Fast Forward,Kenny Chesney,0cE0J96KeivafL6goJwpmq,0.6890000000000001,0.907,-5.587000000000001,1,0.037000000000000005,0.0254,0.000732,0.138,0.912,116.96799999999999,211893,4,10,1.0,28.01.2006,45,07.11.2005,175,77,3185713,1,['3grHWM9bx2E9vwJCdlRv9O'],9
Who Says You Can't Go Home,Bon Jovi,5439qJTu5mVH9aeriwp03u,0.537,0.885,-3.641,1,0.0343,0.0437,0.0,0.27399999999999997,0.802,131.69799999999998,230280,4,8,1.0,28.01.2006,55,01.01.2005,14,82,8655391,2,"['58lV9VcRSjABbAbfWS6skp', '2WV4xLQooFalR2cit0XSKp']",7
Nobody but Me,Blake Shelton,5zni15XyrdqAGExRcMSJi2,0.637,0.682,-4.632,1,0.0291,0.376,0.0,0.17,0.541,81.016,158706,4,6,1.0,28.01.2006,46,26.10.2004,50,78,5367026,1,['1UTPBmNbXNTittyMJrNkvw'],2
Temperature,Sean Paul,0k2GOhqsrxDTAbFFSdNJjT,0.951,0.6,-4.675,0,0.0685,0.106,0.0,0.0712,0.8220000000000001,125.04,218573,4,11,1.0,21.01.2006,77,26.09.2005,103,83,3189679,1,['3Isy6kedDrgPYoTS1dazA9'],0
Ever the Same,Rob Thomas,02acUMylPHMjJ9miDc9b38,0.435,0.7290000000000001,-4.8180000000000005,0,0.0307,0.0152,2.63e-05,0.11,0.524,188.017,256600,4,10,1.0,21.01.2006,61,05.04.2005,55,67,598372,1,['3aBkeBhwadnWMWoVJ2CxJC'],1
Get Drunk And Be Somebody,Toby Keith,408wKFP7qp6ALbjcex2t9k,0.628,0.8959999999999999,-4.132,1,0.0557,0.22899999999999998,0.0,0.365,0.6659999999999999,128.06,178840,4,7,1.0,21.01.2006,43,01.01.2006,162,73,1365583,1,['2bA6fzP0lMAQ4kz6CF61w8'],2
Walk Away,Kelly Clarkson,25sA1vM4BFkTb5cJGWftFo,0.75,0.888,-4.524,1,0.0426,0.0147,1.11e-06,0.0759,0.935,115.973,189306,4,8,1.0,21.01.2006,49,17.01.2004,197,80,6964940,1,['3BmGtnKgCSGYIUhmivXKWX'],0
The Ghost of You,My Chemical Romance,1yKAqZoi8xWGLCf5vajroL,0.20199999999999999,0.8859999999999999,-3.805,0,0.0816,0.0286,0.0,0.643,0.192,145.781,194253,4,8,1.0,14.01.2006,67,08.06.2004,1,81,5342120,1,['7FBcuc1gsnv6Y1nwFtNRCb'],11
Who I Am Hates Who I've Been,Relient K,23zxVVtHjo2mbtAoAg5XB4,0.39799999999999996,0.902,-3.5180000000000002,1,0.0861,0.0028899999999999998,0.0,0.066,0.491,166.82299999999998,232266,4,10,1.0,07.01.2006,54,02.11.2004,5,61,295771,1,['3nJWBJvK7uGvfp4iZh9CkN'],3
Tonight I Wanna Cry,Keith Urban,61hmCqoIlTJjcVMMLhcH5n,0.579,0.385,-7.885,1,0.0256,0.88,2.17e-06,0.16399999999999998,0.145,103.779,259506,4,12,1.0,31.12.2005,55,01.01.2004,136,78,3931239,1,['0u2FHSq3ln94y5Q57xazwf'],7
Yo (Excuse Me Miss),Chris Brown,7DFnq8FYhHMCylykf6ZCxA,0.536,0.612,-5.847,1,0.272,0.11900000000000001,0.0,0.209,0.57,86.76799999999999,229040,4,11,1.0,31.12.2005,73,2005,19,92,12475372,1,['7bXgB6jMjp9ATFy66eO08Z'],4
She Don't Tell Me To,Montgomery Gentry,4SO0nnqRKg2sNfvEaEBs4w,0.45899999999999996,0.703,-5.294,1,0.0338,0.0606,0.0,0.0889,0.39,159.856,187213,4,12,1.0,31.12.2005,32,1999,121,63,975726,1,['3bGXaFVQLASmDMdjjeJr8a'],5
Amor Eterno,Cristian Castro,1vS2gWMJU5gLm9z0x8DpNG,0.5529999999999999,0.789,-4.355,1,0.0256,0.0122,5.68e-06,0.0918,0.491,104.979,193240,4,10,1.0,24.12.2005,25,01.01.2005,1,73,1596393,1,['2AZOALDIBORfbzKTuliwdJ'],0
Touch It,Busta Rhymes,3HVJbdz0V402U5YggQK4Ao,0.6579999999999999,0.551,-6.62,1,0.37,0.0043,0.000108,0.19699999999999998,0.442,138.335,214960,5,15,1.0,24.12.2005,54,01.01.2006,11,79,1614566,1,['1YfEcTuGvBQ8xSD1f53UnK'],1
Perfect Situation,Weezer,1D7UBHqaPWDbBHs2S5YXge,0.47,0.8059999999999999,-4.1,1,0.0328,0.0271,0.000142,0.2,0.40299999999999997,93.853,254333,4,9,1.0,24.12.2005,54,10.05.2005,37,76,2124601,1,['3jOstUTkEu2JkjvRdBA5Gu'],6
Your Man,Josh Turner,1WzAeadSKJhqykZFbJNmQv,0.7440000000000001,0.637,-4.4830000000000005,1,0.0241,0.337,0.000222,0.0696,0.785,100.51100000000001,211893,4,12,1.0,24.12.2005,71,2006,19,69,1873082,1,['7vCtweS8UVAXTyau2j0rDT'],6
Believe - with Kane Brown,Brooks & Dunn,5qOCmP9qU3AmeCIZ4hjimg,0.583,0.39399999999999996,-7.73,1,0.0307,0.281,9.86e-06,0.0781,0.184,120.04899999999999,311200,4,16,1.0,24.12.2005,54,05.04.2019,122,83,4521171,2,"['0XKOBt59crntr7HQXXO8Yz', '3oSJ7TBVCWMDMiYjXNiCKE']",9
Everytime We Touch,Cascada,1eOHw1k2AoluG4VyjBHLzX,0.635,0.9740000000000001,-5.372999999999999,1,0.052000000000000005,0.00474,1.56e-05,0.41,0.495,142.049,196466,4,11,1.0,17.12.2005,66,21.02.2006,1,70,364518,1,['0N0d3kjwdY2h7UVuTdJGfp'],8
Ella Y Yo - Featuring Don Omar,Aventura,6G4U9avyBNEfP0fAIduev3,0.732,0.708,-7.905,0,0.262,0.534,0.0,0.237,0.7170000000000001,175.924,267786,4,12,1.0,17.12.2005,75,26.04.2005,1,84,8706934,2,"['1qto4hHid1P71emI6Fd8xi', '33ScadVnbm2X8kkUqOkC6Z']",9
Kerosene,Miranda Lambert,2yhhcHTfvLC0HzSajGYL0h,0.628,0.92,-3.252,1,0.0287,0.00687,5.34e-05,0.337,0.8079999999999999,126.99799999999999,185800,4,6,1.0,17.12.2005,59,2005,1,73,2485997,1,['66lH4jAE7pqPlOlzUKbwA0'],7
Welcome to Detroit (feat. Eminem),Trick Trick,0ElQWopuhQ10wgGouWSVlR,0.588,0.8690000000000001,-1.9980000000000002,1,0.322,0.22,0.0,0.585,0.529,91.12799999999999,286903,4,12,1.0,17.12.2005,45,21.05.2013,1,94,39022405,2,"['7tT5h21rKj9yFfQuqBYLqT', '7dGJo4pcD2V6oG8kP0tJRR']",6
Unwritten,Natasha Bedingfield,1D1nixOVWOxvNfWi0UD7VX,0.706,0.8009999999999999,-6.332999999999999,1,0.0399,0.00577,0.0,0.0822,0.63,100.01299999999999,259333,4,11,1.0,10.12.2005,76,30.08.2004,20,70,1106467,1,['7o95ZoZt5ZYn31e9z1Hc0a'],5
So Sick,Ne-Yo,6brl7bwOHmGFkNw3MBqssT,0.452,0.574,-8.336,1,0.31,0.24600000000000002,0.0,0.18899999999999997,0.58,92.791,207186,4,11,1.0,10.12.2005,77,01.01.2006,1,82,5594102,1,['21E3waRsmPlU7jZsS13rcj'],6
Looking for You,Kirk Franklin,7lXbmBVZsyhxsxBzodG1w3,0.81,0.72,-4.793,1,0.0503,0.0138,0.0,0.221,0.805,121.984,246560,4,11,1.0,10.12.2005,48,03.10.2005,1,68,885225,1,['4akybxRTGHJZ1DXjLhJ1qu'],1
Rodeo,Juvenile,6TQi1WGLxAyy1itA3CqSlD,0.7,0.547,-7.907,1,0.156,0.0532,0.0,0.068,0.67,157.137,237946,3,10,1.0,10.12.2005,46,27.02.2006,1,64,649364,1,['0rG0AZBscc8S8q1ahIsasI'],1
Comin' to Your City,Big & Rich,56EYmR9IrFKKYdygcKXrvH,0.5589999999999999,0.9440000000000001,-1.422,0,0.085,0.258,0.0,0.165,0.66,99.027,207133,4,8,1.0,03.12.2005,47,15.11.2005,26,62,839923,1,['0oBEeN6BCxEgMogzThqrPf'],9
Just Might (Make Me Believe),Sugarland,4MSnF5Ajr8P0LqC4Zd66DH,0.48700000000000004,0.504,-5.207000000000001,1,0.0261,0.12300000000000001,0.0,0.109,0.331,139.717,247800,4,12,1.0,03.12.2005,41,01.01.2004,41,63,1309474,1,['0hYxQe3AK5jBPCr5MumLHD'],1
Gotta Go,Trey Songz,5Q4lFAfvLhGB7DNcg2DwgA,0.675,0.635,-5.356,0,0.0632,0.161,0.0,0.48,0.562,82.21,247053,4,11,1.0,03.12.2005,43,26.07.2005,1,80,5385660,1,['2iojnBLj0qIMiKPvVhLnsH'],5
My Old Friend,Tim McGraw,2AbgjLSmW8l5XaaR4nQE3w,0.46299999999999997,0.8190000000000001,-7.662000000000001,1,0.0357,0.212,0.000268,0.0599,0.591,183.998,217066,4,8,1.0,03.12.2005,42,16.06.2015,142,77,3345088,1,['6roFdX1y5BYSbp60OTJWMd'],4
(I Never Promised You A) Rose Garden,Martina McBride,6goA1BGYQSSricr7oV8r8m,0.5770000000000001,0.728,-6.944,1,0.0478,0.503,0.0,0.133,0.78,131.908,195573,4,9,1.0,03.12.2005,27,23.10.2012,88,63,870512,1,['3P33qFNGBVXl86yQYWspFj'],2
Confessions Of A Broken Heart (Daughter To Father) - Radio,Lindsay Lohan,0x7663BmBYv7m1ejUzXHfd,0.574,0.721,-4.312,0,0.0335,0.0254,0.0,0.0952,0.159,120.03299999999999,220800,4,10,1.0,26.11.2005,44,01.01.2005,1,51,703814,1,['4vRSocKbGh7PsQrYRDVMEF'],8
When I'm Gone,Eminem,2lRI7n5b9jlPYsEpRuots6,0.608,0.745,-5.496,0,0.365,0.0551,0.0,0.27,0.725,150.06799999999998,281120,4,13,1.0,26.11.2005,62,06.12.2005,148,94,38899488,1,['7dGJo4pcD2V6oG8kP0tJRR'],10
Be Without You - Kendu Mix,Mary J. Blige,2YegxR5As7BeQuVp2U6pek,0.7240000000000001,0.705,-5.859,0,0.11199999999999999,0.067,0.0,0.262,0.662,146.589,246333,4,12,1.0,26.11.2005,62,01.01.2005,13,75,2449144,1,['1XkoF8ryArs86LZvFOkbyr'],2
"Jesus, Take the Wheel",Carrie Underwood,3lec3CzDPAxsZokPph5w87,0.359,0.518,-3.537,1,0.0302,0.665,0.0,0.106,0.135,76.572,226493,4,9,1.0,19.11.2005,61,14.11.2005,13,75,4209673,1,['4xFUf1FHVy696Q1JQZMTRj'],2
Check On It (feat. Bun B & Slim Thug) - Bama Boyz Remix featuring Bun B and Slim Thug,Beyoncé,7byWBvitPVbnTX6M7AyM2s,0.718,0.733,-5.401,1,0.297,0.0141,0.0,0.308,0.503,166.06,234333,4,11,1.0,19.11.2005,10,31.01.2006,1,89,26021176,4,"['6vWDO969PvNqNYHIOW5v0m', '45a6gCQWq61lIUDmr1tKuO', '0st5vgzw9XkH5ALJiUM1lE', '269r7gpyiINrCfgPHhfx33']",2
Fireman,Lil Wayne,31w10mID4kVRiDrCM3Q6xw,0.682,0.723,-4.628,1,0.21100000000000002,0.0109,0.0,0.406,0.364,80.634,263546,4,12,1.0,19.11.2005,31,28.10.2020,33,92,9689976,1,['55Aa2cqylxrFIXC767Z865'],1
Save Me,Shinedown,23SlyxzUtQtExgEButcOtR,0.524,0.816,-3.49,0,0.0308,0.00044,0.0,0.0777,0.252,116.02600000000001,213933,4,8,1.0,19.11.2005,56,04.10.2005,1,76,2705288,1,['70BYFdaZbEKbeauJ670ysI'],11
Window Shopper,50 Cent,1bevrs76fdGW3y03R5q6GB,0.539,0.672,-4.9719999999999995,0,0.195,0.0626,0.0,0.38799999999999996,0.384,174.148,191813,4,11,1.0,12.11.2005,58,06.11.2005,142,87,6428943,1,['3q7HBObVc0L8jNeTe5Gofh'],5
DOA,Foo Fighters,1QZFn6QUNHfCp8s06C91hw,0.462,0.9129999999999999,-4.298,1,0.07400000000000001,0.00018899999999999999,0.00142,0.0671,0.72,145.52200000000002,252106,4,14,1.0,12.11.2005,57,14.06.2005,61,81,8063455,1,['7jy3rLJdDQY21OgRLCZ9sD'],2
Bat Country,Avenged Sevenfold,3sHH7lklbfpcraDDvYnjo7,0.541,0.968,-4.129,1,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,311813,4,13,1.0,12.11.2005,69,06.06.2005,1,79,4261252,1,['0nmQIMXWTXfhgOBdNzhGOs'],0
Hung Up,Madonna,3850dYVgOFIXJh5U4BFEWH,0.649,0.647,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4,11,1.0,05.11.2005,72,11.11.2005,26,81,4503511,1,['6tbjWDEIzxoDsBA1FuhfPW'],9
"Dance, Dance",Fall Out Boy,0a7BloCiNzLDD9qSQHh5m7,0.622,0.961,-3.198,0,0.154,0.005229999999999999,0.0,0.0854,0.449,114.45200000000001,180266,4,10,1.0,05.11.2005,74,03.05.2005,19,84,8290401,1,['4UXqAaa6dQYAk18Lv7PEgX'],11
Hustler's Ambition,50 Cent,0dZlON0G0od05O549PikZU,0.627,0.675,-8.299,1,0.284,0.265,0.0,0.309,0.662,87.93,237346,4,9,1.0,05.11.2005,58,31.03.2017,141,87,6428943,1,['3q7HBObVc0L8jNeTe5Gofh'],7
L.O.V.E.,Ashlee Simpson,7H2TYuu6OmqkxQD3LIZRC7,0.588,0.828,-3.3089999999999997,0,0.0538,0.00298,0.00203,0.644,0.938,191.87400000000002,153053,4,7,1.0,05.11.2005,42,01.01.2005,40,53,623105,1,['4hqDqHtBlgxXpLXVYf7c8L'],5
Luxurious,Gwen Stefani,3UQmoVQJqBYauTZLVPs3uo,0.8109999999999999,0.726,-3.995,1,0.0813,0.154,0.0,0.11599999999999999,0.6659999999999999,131.02700000000002,264920,4,12,1.0,05.11.2005,52,23.11.2004,68,77,4226184,1,['4yiQZ8tQPux8cPriYMWUFP'],0
Honky Tonk Badonkadonk,Trace Adkins,1VdHooAMVaGXPSty8pifv9,0.536,0.943,-5.317,0,0.10800000000000001,0.39899999999999997,2.27e-05,0.225,0.622,123.759,240093,4,11,1.0,05.11.2005,60,01.01.2006,55,66,1688309,1,['79FMDwzZQxHgSkIYBl3ODU'],11
Hypnotize,System Of A Down,6oO7WMjD6kEvCITLbVj0mu,0.27399999999999997,0.92,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,153.986,189440,4,9,1.0,05.11.2005,68,22.11.2005,47,81,6588096,1,['5eAWCfyUhZtHHtBdNk56l1'],6
She Let Herself Go,George Strait,1mIQiN9xMz58kfQO6wjOeX,0.659,0.5720000000000001,-7.817,0,0.0252,0.0888,1.08e-05,0.0813,0.386,113.98700000000001,198213,4,9,1.0,05.11.2005,50,01.01.2005,70,76,2203244,1,['5vngPClqofybhPERIqQMYd'],6
Only,Nine Inch Nails,0m1DJ5Jkv3kdnGrcZsJFmC,0.7,0.807,-5.711,0,0.028999999999999998,0.000576,0.00488,0.0996,0.963,112.15,263093,4,13,1.0,29.10.2005,51,03.05.2005,21,70,1616049,1,['0X380XXQSNBYuleKzav5UO'],9
Miss Me Baby,Chris Cagle,4e4vO6bp5nSdP9G79O3qS6,0.526,0.569,-5.7860000000000005,1,0.0259,0.185,0.0,0.0812,0.35700000000000004,147.87,234653,4,9,1.0,29.10.2005,42,01.01.2005,37,57,634475,1,['1zhIzONVRlTfD1VQRauHMl'],1
And I,Ciara,1Jp9n1uHB72CfK31j4mEPh,0.691,0.389,-10.125,1,0.0653,0.255,0.0,0.0981,0.43700000000000006,122.219,233840,4,7,1.0,29.10.2005,52,27.09.2004,1,75,4592785,1,['2NdeV5rLm47xAvogXrYhJX'],6
Precious,Depeche Mode,3c4bJL7mARZvd387847GsC,0.568,0.838,-6.138,1,0.0266,0.0889,0.0567,0.0994,0.852,104.988,245866,4,12,1.0,29.10.2005,57,18.10.2005,1,77,3415162,1,['762310PdDnwsDxAQxzQkfX'],1
Pretty Vegas,INXS,37oEm1l0NL6Ud2ccgsdgND,0.624,0.922,-4.5360000000000005,0,0.0604,0.00121,2.46e-05,0.0785,0.6759999999999999,141.968,205413,4,10,1.0,22.10.2005,45,29.11.2005,1,73,1541753,1,['1eClJfHLoDI4rZe5HxzBFv'],5
Stickwitu,The Pussycat Dolls,4NjR63Up0uMkQBlKvlZd1l,0.655,0.54,-6.482,1,0.0516,0.268,0.0,0.068,0.43,79.983,207506,4,9,1.0,22.10.2005,63,01.01.2005,1,75,3850385,1,['6wPhSqRtPu1UhRCDX5yaDJ'],9
Good Ride Cowboy,The Sounds Of Garth Brooks,1BXu4K8W7HXafUZo7MDlu4,0.5379999999999999,0.8420000000000001,-3.26,1,0.0599,0.198,0.0,0.115,0.62,136.036,194680,3,8,1.0,22.10.2005,15,16.01.2007,1,32,5104,1,['4eeIEFGyzf6wgPzWnMiRXh'],9
If It's Lovin' That You Want,Rihanna,4x2rgtSFOI4hRvEvDj02KP,0.745,0.6940000000000001,-7.519,1,0.128,0.0962,0.0,0.0454,0.74,95.92399999999999,208106,4,12,1.0,22.10.2005,56,29.08.2005,20,92,39637812,1,['5pKCCKE2ajJHZ9KAiaK11H'],8
Juicebox,The Strokes,3jjQHULAVn71k40mKwGMiV,0.462,0.981,-2.371,0,0.127,0.0016600000000000002,0.00894,0.0856,0.547,154.995,194573,4,11,1.0,22.10.2005,58,03.01.2006,1,79,3415664,1,['0epOFNiUfyON9EYx7Tpr6V'],2
Must Be Doin' Somethin' Right,Billy Currington,6TefPQD0oc88BNALpu4U87,0.489,0.647,-3.424,1,0.027000000000000003,0.205,0.0,0.0504,0.436,167.792,269586,4,13,1.0,22.10.2005,65,01.01.2005,32,71,1872302,1,['1By9QBFnjZAoI83BZppHlt'],9
There It Go (The Whistle Song),Juelz Santana,50UkypyQJbSQLaXHke5Yep,0.9420000000000001,0.892,-6.3629999999999995,0,0.196,0.023,0.000897,0.264,0.595,100.007,180493,4,10,1.0,15.10.2005,60,01.01.2005,1,68,502149,1,['6Uh8uJyN9g7oFjDK16nJgb'],6
Big Blue Note,Toby Keith,5g6vcZhxbwouWEBA3c7AgC,0.7390000000000001,0.7090000000000001,-7.106,1,0.0312,0.426,5.85e-05,0.226,0.758,115.301,177106,4,9,1.0,15.10.2005,36,01.01.2008,150,73,1365583,1,['2bA6fzP0lMAQ4kz6CF61w8'],0
Tequila Makes Her Clothes Fall Off,Joe Nichols,6IC6VhpV7D8T1t037Atqpu,0.664,0.706,-7.045,1,0.027000000000000003,0.129,1.06e-06,0.0857,0.6809999999999999,93.96799999999999,187053,4,7,1.0,15.10.2005,65,01.01.2005,73,62,539437,1,['4aJTB79uwT4sP0Nb8QGWHc'],2
Twisted Transistor,Korn,77VW8u6inET54YAKN1RSnd,0.58,0.983,-3.2910000000000004,0,0.0636,0.00043,0.00694,0.0801,0.41600000000000004,110.053,188933,4,7,1.0,15.10.2005,67,06.12.2005,19,77,4144245,1,['3RNrq3jvMZxD9ZyoOZbQOD'],5
Presidential,Youngbloodz,281kNQmgirthnKNA5LHQSs,0.682,0.523,-9.69,1,0.335,0.0237,0.0,0.18,0.366,170.049,241120,4,9,1.0,15.10.2005,48,18.10.2005,1,59,350342,1,['2OqENqJFXPORP4BUGnu2Qq'],2
Better Days,The Goo Goo Dolls,2hiB8QxWic092OablwpoVC,0.486,0.595,-5.0089999999999995,1,0.0302,0.00212,0.000264,0.0953,0.331,113.27600000000001,213266,4,11,1.0,08.10.2005,54,2006,1,74,1740928,1,['2sil8z5kiy4r76CRTXxBCA'],7
Have A Nice Day,Bon Jovi,06Zz2l7cVTCTgCNDe1bnEF,0.5,0.899,-4.066,1,0.0736,4.84e-05,0.000198,0.0794,0.5660000000000001,130.06,229106,4,7,1.0,08.10.2005,61,01.01.2005,1,82,8437668,1,['58lV9VcRSjABbAbfWS6skp'],4
Who You'd Be Today,Kenny Chesney,5Vkdh8GfdXmwyJjzPewMWM,0.6459999999999999,0.431,-9.287,1,0.028999999999999998,0.149,0.000428,0.10800000000000001,0.248,145.855,254573,4,10,1.0,08.10.2005,50,07.11.2005,159,77,3185713,1,['3grHWM9bx2E9vwJCdlRv9O'],2
One Wish,Ray J,5qrzhg9Fmu8Amg2uMhHfe5,0.525,0.652,-7.042000000000001,0,0.28,0.278,0.0,0.33899999999999997,0.602,127.67299999999999,337640,4,13,1.0,08.10.2005,68,05.09.2005,1,63,707461,1,['6gbGGM0E8Q1hE511psqxL0'],5
I Should Have Cheated,Keyshia Cole,5tFDgH6do20IXdSoNBAmXK,0.436,0.5329999999999999,-4.266,0,0.0472,0.265,0.0,0.332,0.366,130.768,327693,4,9,1.0,08.10.2005,61,01.01.2005,1,71,2221696,1,['1vfezMIyCr4XUdYRaKIKi3'],2
Shine On,Ryan Cabrera,2wJ7DG1StwTCaVUwAUseAI,0.242,0.831,-5.556,1,0.0835,0.0242,0.0,0.257,0.623,190.078,185506,4,10,1.0,08.10.2005,26,20.09.2005,48,54,59628,1,['3C4t1usFGoKHCSRdujm2GN'],1
Stricken,Disturbed,6RJdYpFQwLyNfDc5FbjkgV,0.40399999999999997,0.9690000000000001,-2.938,1,0.195,8.51e-05,0.0114,0.268,0.29,173.878,245226,4,11,1.0,08.10.2005,72,19.09.2005,21,79,4292277,1,['3TOqt5oJwL9BE2NG9MEwDa'],8
Like We Never Loved at All,Faith Hill,5tdbsJQ86BVvjmpTikVP7q,0.49700000000000005,0.46799999999999997,-8.182,1,0.0286,0.0817,0.0,0.11199999999999999,0.285,133.789,257693,4,11,1.0,08.10.2005,46,02.08.2005,44,69,1201316,1,['25NQNriVT2YbSW80ILRWJa'],2
Billy's Got His Beer Goggles On - Remastered Version,Neal McCoy,0v6nJ15ROHRtYWcpLvJCZE,0.715,0.775,-6.6129999999999995,1,0.0433,0.354,0.0,0.14400000000000002,0.8029999999999999,106.01299999999999,219026,4,10,1.0,08.10.2005,56,30.05.2008,1,52,269452,1,['69Etpls5a2aATUkB6NInTY'],0
Soul Meets Body,Death Cab for Cutie,5yc59J3MR3tVDPTOgwgRI5,0.621,0.853,-5.735,0,0.0253,0.0767,3.26e-06,0.0893,0.7140000000000001,128.142,229413,4,10,1.0,08.10.2005,60,29.08.2005,1,70,1209920,1,['0YrtvWJMgSdVrk3SfNjTbx'],2
"Unbreakable - Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005",Alicia Keys,2DRcaAO76feWOoWCWP1cPp,0.504,0.429,-12.735,0,0.23199999999999998,0.0145,0.00149,0.628,0.33,83.711,274000,4,11,1.0,01.10.2005,42,11.10.2005,90,84,8025550,1,['3DiDSECUqqY1AuBP8qtaIa'],8
Stars,Switchfoot,35rwx1uz5V5tRKgHWtFmLO,0.527,0.976,-3.985,1,0.0645,0.000785,4.59e-06,0.141,0.26899999999999996,131.792,260866,4,10,1.0,01.10.2005,41,31.10.2008,49,65,542168,1,['6S58b0fr8TkWrEHOH4tRVu'],2
Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.41700000000000004,-8.74,1,0.0338,0.16399999999999998,0.00196,0.113,0.124,138.178,295533,4,13,1.0,01.10.2005,81,07.06.2005,43,90,27599554,1,['4gzpq5DPGxSnKTe4SA8HAU'],3
Good Is Good,Sheryl Crow,1BFfvGcVL0CdnqWmZM3bH2,0.48100000000000004,0.8320000000000001,-3.555,0,0.0342,0.0132,0.0,0.226,0.336,142.86700000000002,257266,4,11,1.0,01.10.2005,33,27.09.2005,61,70,697232,1,['4TKTii6gnOnUXQHyuo9JaD'],6
Who Did You Think I Was - Live In Concert,John Mayer Trio,00gvX9sFwh19OH88f4v4jW,0.23199999999999998,0.968,-5.597,1,0.102,0.000379,0.136,0.938,0.419,188.68599999999998,189160,4,9,1.0,01.10.2005,40,19.09.2005,1,45,113165,1,['68xuC1qXRhCUvGd4SSM655'],7
Good Times,Tommy Lee,3f0EGHSYZpGYUzD3m4dhLK,0.49,0.82,-4.706,1,0.0374,0.00124,0.0,0.22399999999999998,0.546,89.059,186874,4,6,1.0,01.10.2005,28,15.09.2017,1,52,15755,1,['4b9L0p4cMof32XvjwT9YrX'],7
Laffy Taffy,D4L,2ajhenDRiiAnCHHjsIOHhJ,0.8909999999999999,0.439,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,224253,4,12,1.0,01.10.2005,66,08.11.2005,1,55,180468,1,['4AllEJE7mVkhhyUV6DjqPz'],7
Boyfriend,Ashlee Simpson,1f0XxoeFQWM4mR4NxHu6DE,0.705,0.753,-3.114,0,0.0384,0.0321,6.69e-06,0.0655,0.9059999999999999,128.047,179426,4,9,1.0,24.09.2005,42,01.01.2005,34,53,623105,1,['4hqDqHtBlgxXpLXVYf7c8L'],1
Skin (Sarabeth),Rascal Flatts,0NB8Y8TXV0UTUoq9XHuOIr,0.484,0.299,-9.902999999999999,1,0.0286,0.483,0.000112,0.145,0.23199999999999998,139.87,261266,3,13,1.0,24.09.2005,41,01.01.2004,134,75,2536886,1,['0a1gHP0HAqALbEyxaD5Ngn'],2
Come A Little Closer,Dierks Bentley,6yFD0TSZvxydqGxLNDjZUO,0.579,0.57,-5.869,1,0.0227,0.0644,0.00636,0.105,0.368,80.028,281973,4,10,1.0,24.09.2005,50,01.01.2005,56,72,2339129,1,['7x8nK0m0cP2ksQf0mjWdPS'],5
