,acousticness,artist,chart_date,danceability,energy,instrumentalness,length,liveness,loudness,mode,name,popularity,release_date,song_id,speechiness,target,tempo,time_signature,valence,weeks,duration_ms,sections,artist_popularity,artist_followers,number_of_artists,list_of_artists
1,0.0235,Various Artists,2013-12-14,0.505,0.624,0.0,224386,0.5,-6.513,1,"Let It Go - From ""Frozen / Single Version",59,2013-01-01,1A2PVHd6kWaMlaJVkMfXmz,0.0371,1.0,139.849,4,0.215,2,224386,11,87,18298582,1,['6S2OmqARrzebs0tKUEyXyp']
2,0.239,Will Champlin,2013-12-14,0.26,0.707,0.00157,191273,0.322,-5.18,1,At Last - The Voice Performance,14,2014-01-01,5qAmr6fmWk22YY3fS2B85c,0.0355,1.0,182.959,3,0.348,1,191273,7,37,5839,1,['2kM1LxD0AhAE5GULSYRQSa']
3,0.558,Various Artists,2013-12-14,0.543,0.485,0.0,223840,0.12,-6.85,1,"Let It Go - From ""Frozen""/Soundtrack Version",74,2013-01-01,0qcr5FMsEO85NAQjrlDRKo,0.0305,1.0,136.961,4,0.371,2,223840,11,76,311713,1,['73Np75Wv2tju61Eo9Zw4IR']
4,0.0682,Jason Aldean,2013-12-14,0.673,0.76,0.000116,171120,0.309,-5.126,1,When She Says Baby,61,2012-10-16,3gVRILe7XCyNakb6sy5umX,0.0361,1.0,113.063,4,0.807,300,171120,6,80,4171056,1,['3FfvYsEGaIb52QPXhg4DcH']
5,0.0717,Enrique Iglesias,2013-12-14,0.427,0.895,0.0,170146,0.409,-4.059,1,Heart Attack,46,2014-05-06,2vV6LiBLvVXMBJTyO1ptlz,0.109,1.0,154.048,4,0.414,11,170146,10,81,9654673,1,['7qG3b048QCHVRO5Pv1T5lw']
6,0.0013,Fall Out Boy,2013-12-14,0.552,0.915,3.74e-05,203413,0.206,-3.713,1,Alone Together,60,2013-01-01,5MsZIaCYY6Tsdph0LiB0hE,0.0559,1.0,90.013,4,0.606,186,203413,8,84,8290401,1,['4UXqAaa6dQYAk18Lv7PEgX']
0,0.0604,One Direction,2013-12-07,0.549,0.868,0.0,184666,0.137,-4.319,1,Diana,69,2013-11-25,6twW4ma6w0mOeejejPK0nY,0.0614,1.0,171.96,4,0.755,128,184666,7,91,18321106,1,['4AK6F7OLvEQ5QYCBNiQWHq']
1,0.00725,One Direction,2013-12-07,0.432,0.868,0.0,176320,0.233,-2.01,0,Midnight Memories,71,2013-11-25,5wjmqUGN7vrAqFqDWrywlZ,0.0882,1.0,156.128,4,0.567,128,176320,7,91,18321106,1,['4AK6F7OLvEQ5QYCBNiQWHq']
2,0.145,Kanye West,2013-12-07,0.367,0.665,0.0,229146,0.113,-2.821,1,Bound 2,71,2013-06-18,3sNVsP50132BTNlImLx70i,0.0465,1.0,148.913,4,0.31,192,229146,9,92,12652963,1,['5K4W6rqBFWDnAN6FQUkS6x']
3,0.00453,John Newman,2013-12-07,0.495,0.894,0.000596,239894,0.103,-4.814,0,Love Me Again,65,2013-01-01,5VSCgNlSmTV2Yq5lB40Eaw,0.0441,1.0,126.03,4,0.213,1,239894,10,72,619258,1,['34v5MVKeQnIo0CWYMbbrPf']
4,0.0608,One Direction,2013-12-07,0.741,0.663,0.0,184373,0.0931,-7.308,1,Strong,71,2013-11-25,3cKM7UXBZmgjEgEBTkaIlU,0.0434,1.0,115.013,4,0.338,128,184373,9,91,18321106,1,['4AK6F7OLvEQ5QYCBNiQWHq']
5,0.125,Ariana Grande,2013-12-07,0.504,0.8,0.0,203653,0.109,-2.763,1,Last Christmas,63,2013-01-01,5xDrO9DEDJGUQGfyoHvgDJ,0.0391,1.0,205.945,4,0.789,4,203653,11,98,52248260,1,['66CXWjxzNUsdJxJ2JdwvnR']
0,0.678,Matthew Schuler,2013-11-30,0.335,0.341,0.0,240335,0.111,-5.049,1,Hallelujah - The Voice Performance,36,2014-01-01,31BJMDDbKD12ei9mxddZzf,0.0297,1.0,105.756,3,0.205,1,240335,12,33,5858,1,['6FSZmn4oKr0o1UpTZ8vXMq']
1,0.018,Justin Bieber,2013-11-30,0.696,0.419,0.000818,182746,0.211,-8.198,1,All Bad,49,2014-05-13,3JNEXPTnSxqlxNqhTW61D2,0.0256,1.0,96.482,4,0.353,97,182746,8,96,38987976,1,['1uNFoZAHBGtllmzznpCI3s']
2,0.0591,American Authors,2013-11-30,0.673,0.902,0.000262,194240,0.0558,-2.392,1,Best Day Of My Life,78,2014-01-01,5Hroj5K7vLpIG4FNCRIjbP,0.0346,1.0,100.012,4,0.538,1,194240,9,71,1116876,1,['0MlOPi3zIDMVrfA9R04Fe3']
3,0.185,Jon Pardi,2013-11-30,0.549,0.713,0.0,209640,0.112,-4.935,1,Up All Night,58,2014-01-01,6qewYf1Su9xeaAp9iEQpUw,0.0306,1.0,162.989,4,0.463,1,209640,10,76,1105252,1,['4MoAOfV4ROWofLG3a3hhBN']
0,0.667,Lady Gaga,2013-11-23,0.339,0.429,0.0,221546,0.082,-6.497,0,Dope,50,2013-11-11,1gPCk3KUE83rPdz9QqGsX9,0.0348,1.0,128.686,4,0.16,240,221546,8,91,14316393,1,['1HY2Jd0NmPuamShAr6KMms']
1,0.867,Various Artists,2013-11-23,0.453,0.146,3.49e-06,229400,0.0945,-8.976,1,Say Something,17,2019-04-19,2HB1jDQn9hCojKIr6Yfhze,0.0343,1.0,137.905,3,0.0915,2,229400,9,82,5967662,2,"['5xKp3UyavIBUsGy3DQdXeF', '1l7ZsJRRS8wlW3WfJfPfNS']"
2,0.0221,Justin Bieber,2013-11-23,0.676,0.509,0.0,145680,0.221,-6.838,0,Bad Day,51,2014-05-13,4VAngYbLewVFpcLR9FpYfR,0.0423,1.0,81.981,4,0.313,96,145680,6,96,38987976,1,['1uNFoZAHBGtllmzznpCI3s']
3,0.832,James Wolpert,2013-11-23,0.376,0.219,0.0,232660,0.0933,-9.588,1,A Case Of You - The Voice Performance,29,2014-01-01,6YaB4TXX4s2AJreMQ6cuIj,0.0388,1.0,187.428,4,0.499,1,232660,9,21,2198,1,['3c95qPRLU7Jpu9rC3rc5A0']
4,0.452,Britney Spears,2013-11-23,0.39,0.557,0.0,239973,0.125,-6.344,1,Perfume,50,2013-11-30,0DOgMeHlNponAEqczZoxX0,0.0521,1.0,79.34,4,0.317,234,239973,6,83,7944501,1,['26dSoYclwsYLMAKD3tpOr4']
5,0.836,Luke Bryan,2013-11-23,0.483,0.431,5.19e-05,202626,0.199,-7.656,1,Drink A Beer,64,2013-01-01,1PoGWZbJPGmViVi7CYbDUK,0.0343,1.0,78.26,4,0.296,204,202626,9,80,5802086,1,['0BvkDsjIUla7X0k6CSWh1I']
6,0.096,Lady A,2013-11-23,0.56,0.77,6.39e-06,183066,0.108,-4.694,1,Compass,50,2013-01-01,2ubncjpv82GY5uES29L5ik,0.0256,1.0,100.013,4,0.521,1,183066,7,74,3085296,1,['32WkQRZEVKSzVAAYqukAEA']
0,0.225,One Direction,2013-11-16,0.6,0.663,0.0,245493,0.119,-5.802,1,Story of My Life,82,2013-11-25,4nVBt6MZDDP6tRVdQTgxJg,0.0477,1.0,121.07,4,0.286,123,245493,12,91,18321106,1,['4AK6F7OLvEQ5QYCBNiQWHq']
1,0.0263,Various Artists,2013-11-16,0.811,0.895,0.0,233720,0.104,-4.304,0,Venus,1,2020-10-30,69nsf22dgb3i8FwtFAvwC6,0.0608,1.0,121.012,4,0.739,2,233720,13,91,14316393,1,['1HY2Jd0NmPuamShAr6KMms']
2,0.014,Justin Bieber,2013-11-16,0.669,0.527,0.0,182373,0.338,-5.048,0,Recovery,51,2014-05-13,6pFqCPdvm6C9IHbJrEu8aG,0.0812,1.0,130.271,4,0.238,95,182373,10,96,38987976,1,['1uNFoZAHBGtllmzznpCI3s']
0,0.287,Justin Bieber,2013-11-09,0.456,0.608,0.0,254213,0.101,-5.815,0,Hold Tight,48,2014-05-13,0na8x6EOqjHsGABdB90TIC,0.328,1.0,58.875,4,0.491,94,254213,12,96,38987976,1,['1uNFoZAHBGtllmzznpCI3s']
1,0.00273,Katy Perry,2013-11-09,0.432,0.725,0.0,228878,0.208,-4.862,1,Unconditionally,70,2013-01-01,009ImBOrIUlWgla8U05RAC,0.0431,1.0,128.902,4,0.353,282,228878,8,88,16538165,1,['6jJ0s89eD6GaHleKKya26X']
2,0.00164,Taylor Swift,2013-11-09,0.71,0.614,0.000154,237640,0.0785,-6.965,1,"Sweeter Than Fiction - From ""One Chance"" Soundtrack",47,2013-10-21,0RFCHlNuTeUHIB36VuVbOL,0.0366,1.0,135.012,4,0.673,561,237640,10,95,33312478,1,['06HL4z0CvFAxyc27GXpf02']
3,0.272,Eric Church,2013-11-09,0.409,0.8,5.29e-05,252893,0.092,-5.216,1,The Outsiders,52,2014-01-01,1VN6TvmHTIWvLzBAOmre6P,0.0746,1.0,159.943,4,0.321,155,252893,11,77,2736489,1,['2IvkS5MXK0vPGnwyJsrEyV']
4,0.0476,Rihanna,2013-11-09,0.402,0.696,0.0,243093,0.628,-4.799,0,What Now,55,2012-12-11,0aUWfpD3PlSv3FTTKcT2rN,0.0448,1.0,180.158,3,0.227,395,243093,11,92,39637812,1,['5pKCCKE2ajJHZ9KAiaK11H']
0,0.397,Eminem,2013-11-02,0.708,0.843,0.0,363521,0.799,-2.66,1,Rap God,77,2013-11-05,6or1bKJiZ06IlK0vFvY75k,0.314,1.0,148.14,4,0.625,217,363521,17,94,38899488,1,['7dGJo4pcD2V6oG8kP0tJRR']
1,0.00508,Justin Bieber,2013-11-02,0.696,0.513,0.0,191173,0.0682,-5.567,0,All That Matters,58,2014-05-13,70XP39KE8vTgxtRXcwfxJA,0.0424,1.0,129.859,4,0.144,93,191173,9,96,38987976,1,['1uNFoZAHBGtllmzznpCI3s']
2,0.0744,Florida Georgia Line,2013-11-02,0.494,0.936,0.0,199320,0.148,-2.989,1,Stay,59,2012-01-01,3grPZ1iQg2tEdh0ZCh3HTt,0.0418,1.0,141.939,4,0.582,39,199320,8,82,4009170,1,['3b8QkneNDz4JHKKKlLgYZg']
3,0.00174,Tegan and Sara,2013-11-02,0.588,0.751,6.57e-05,209280,0.353,-7.588,1,Closer,60,2013,4dTVgHZFPlaq9nPbLVVLSG,0.0328,1.0,136.979,4,0.52,1,209280,9,63,519946,1,['5e1BZulIiYWPRm8yogwUYH']
4,0.16,Eric Paslay,2013-11-02,0.657,0.841,0.0,167213,0.177,-4.188,1,Friday Night,60,2014-01-01,66rVt7PbwyKlu6CK6rxyAi,0.0452,1.0,120.009,4,0.722,1,167213,8,55,377424,1,['4TONBKcqVR1LmPdfJxvkMU']
5,0.171,Zac Brown Band,2013-11-02,0.635,0.434,1.1e-06,278693,0.106,-7.986,1,Sweet Annie,57,2012-07-06,6Te1vrlCz4DdCeONagkT6j,0.0298,1.0,139.976,4,0.171,207,278693,12,77,2365647,1,['6yJCxee7QumYr820xdIsjo']
6,0.123,Darius Rucker,2013-11-02,0.72,0.848,0.0,189053,0.0728,-6.834,1,Radio,47,2013-01-01,0uMur9BAwuzsShojxBi6ag,0.0589,1.0,92.999,4,0.965,137,189053,10,71,1715507,1,['7FY5V3XMwlNBPitEjXowHQ']
7,0.159,The Band Perry,2013-11-02,0.601,0.682,0.0,251226,0.0786,-4.548,1,Don’t Let Me Be Lonely,41,2013-01-01,1vjx9wZEyhhM1VRmIoDiRk,0.0282,1.0,111.006,4,0.337,154,251226,10,63,1217790,1,['75FnCoo4FBxH5K1Rrx0k5A']
8,0.511,Cole Swindell,2013-11-02,0.576,0.849,3.89e-05,196746,0.109,-3.057,1,Chillin' It,64,2014-02-18,0Utg7sirTPqrs6Cx0FbriQ,0.0386,1.0,137.982,4,0.666,1,196746,9,70,1426232,1,['1mfDfLsMxYcOOZkzBxvSVW']
0,0.0038,Eminem,2013-10-26,0.459,0.899,0.0,272417,0.126,-2.978,1,Survival,66,2013-11-05,3stOygN0I7CIvkEB2LJGbv,0.21,1.0,176.384,4,0.437,215,272417,10,94,38899488,1,['7dGJo4pcD2V6oG8kP0tJRR']
1,0.111,Miley Cyrus,2013-10-26,0.583,0.655,3.57e-06,278746,0.113,-5.407,1,Adore You,70,2013-10-04,5AnCLGg35ziFOloEnXK4uu,0.0315,1.0,119.759,4,0.201,161,278746,17,89,12991664,1,['5YGY8feqx7naU7z4HrwZM6']
2,0.00309,Pearl Jam,2013-10-26,0.523,0.847,1.21e-05,340320,0.146,-5.888,1,Sirens,63,2013-01-01,1cAMXz9mnvrqyQLSG4KeeE,0.028,1.0,155.032,4,0.475,37,340320,11,80,6129523,1,['1w5Kfo2jwwIPruYS2UWh56']
3,0.979,Glee Cast,2013-10-26,0.37,0.12,0.00154,195440,0.0816,-12.637,1,Make You Feel My Love (Glee Cast Version),55,2013-10-15,4Vbwap6K56bB5sYnBBD6GY,0.0335,1.0,77.404,1,0.19,78,195440,10,81,1295882,1,['0SCbttzoZTnLFebDYmAWCm']
4,0.0512,Miley Cyrus,2013-10-26,0.581,0.678,0.0,255213,0.164,-6.624,1,Drive,54,2013-10-04,6aVeSCobcOjIkMFARN9B7l,0.063,1.0,142.968,4,0.284,161,255213,13,89,12991664,1,['5YGY8feqx7naU7z4HrwZM6']
5,0.0478,K. Michelle,2013-10-26,0.277,0.806,0.0,209106,0.0525,-4.715,1,V.S.O.P.,43,2013-08-05,5hZUqVitmzZQcTtpkybSj6,0.0577,1.0,74.098,1,0.617,1,209106,7,56,1163811,1,['2retT7MFwHDVTeGKDdybEx']
6,0.0446,Jake Owen,2013-10-26,0.476,0.991,0.00574,201373,0.128,-3.458,1,Days of Gold,44,2013-12-02,5ETe7SElBIgm2NAZY3SpX4,0.052,1.0,111.03,4,0.453,114,201373,7,70,1467298,1,['1n2pb9Tsfe4SwAjmUac6YT']
7,0.03,Miley Cyrus,2013-10-26,0.668,0.761,0.0,288333,0.365,-7.093,0,Someone Else,57,2013-10-04,0vRFKF7dGdL5XxZMXzpCpF,0.0912,1.0,133.985,4,0.34,161,288333,13,89,12991664,1,['5YGY8feqx7naU7z4HrwZM6']
8,0.12,Miranda Lambert,2013-10-26,0.392,0.741,1.34e-06,266946,0.132,-4.01,1,All Kinds of Kinds,42,2011-11-01,1ThdZzM4DCcNIRf9EyBMg5,0.0325,1.0,157.166,3,0.461,208,266946,13,73,2485997,1,['66lH4jAE7pqPlOlzUKbwA0']
9,0.0161,Chase Rice,2013-10-26,0.513,0.803,0.0,190587,0.667,-4.45,1,Ready Set Roll,52,2014-08-19,1pbjOhmFwYC09EYU5EwB5L,0.0777,1.0,156.038,4,0.746,1,190587,8,70,830698,1,['6pBNfggcZZDCmb0p92OnGn']
0,0.00144,Katy Perry,2013-10-19,0.631,0.908,0.0,222448,0.23,-4.842,0,Walking On Air,53,2013-10-18,0RCsGhR44nFVAd5WiZZcGq,0.0391,1.0,128.027,4,0.821,278,222448,10,88,16538165,1,['6jJ0s89eD6GaHleKKya26X']
1,0.0156,Lorde,2013-10-19,0.758,0.546,0.000194,198907,0.237,-8.597,1,Tennis Court,66,2013-01-01,4ivBdCI1s9f6yDWFUvBtZo,0.0635,1.0,90.019,4,0.404,15,198907,8,81,6596969,1,['163tK9Wjr9P9DmM0AVK7lm']
2,0.033,Jason Derulo,2013-10-19,0.568,0.631,0.0,225026,0.144,-5.623,1,Marry Me,62,2013-09-10,3ogtSrlbtiTamktbA0hw0E,0.0273,1.0,105.096,4,0.23,141,225026,10,91,8374925,1,['07YZf4WDAMNwqr4jfgOZ8y']
3,0.156,Justin Bieber,2013-10-19,0.572,0.503,0.0,262840,0.346,-7.334,0,Heartbreaker,51,2014-05-13,21pCToQdqcPi879auxjxKe,0.0858,1.0,103.215,4,0.553,91,262840,9,96,38987976,1,['1uNFoZAHBGtllmzznpCI3s']
4,0.217,David Nail,2013-10-19,0.527,0.723,0.0,236800,0.037,-6.134,1,Whatever She's Got,64,2014-01-01,4PJXT82AZtlDW4Q71b43oz,0.0411,1.0,160.465,4,0.888,17,236800,10,59,303346,1,['4DZGvSv2oMkBUnPz67E6z6']
0,0.0125,Drake,2013-10-12,0.831,0.651,0.0,224013,0.0809,-8.363,1,The Language,56,2013-01-01,3IQgeOgdHIag6mu0mgKRgQ,0.437,1.0,120.065,4,0.502,133,224013,11,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
1,0.147,Drake,2013-10-12,0.484,0.78,0.0,267373,0.0572,-5.264,0,Furthest Thing,57,2013-01-01,7EdJ8z6IBotTjO50DfzzuV,0.135,1.0,137.105,4,0.271,133,267373,13,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
2,0.173,Drake,2013-10-12,0.681,0.569,0.0,261853,0.18,-5.859,1,Too Much,59,2013-01-01,6UgxOrbHWJeqHvh0ost7Aa,0.546,1.0,140.532,4,0.147,133,261853,8,100,50918238,2,"['3TVXtAsR1Inumwj472S9r4', '2WoVwexZuODvclzULjPQtm']"
3,0.0481,Drake,2013-10-12,0.653,0.341,3.51e-05,251973,0.312,-11.305,0,Own It,54,2013-01-01,7pjJBo6DULg6YK66PA8v7r,0.102,1.0,103.061,4,0.292,133,251973,14,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
4,0.115,Drake,2013-10-12,0.597,0.679,0.0,366400,0.231,-5.401,1,Tuscan Leather,53,2013-01-01,4MOy68Xuz84lkfu1NQH6Bg,0.39,1.0,79.95,4,0.3,133,366400,15,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
5,0.159,Drake,2013-10-12,0.558,0.468,0.0,236360,0.586,-5.812,1,Come Thru,60,2013-01-01,3eN46sMTppXYMAyWi37wn1,0.173,1.0,81.977,4,0.405,133,236360,10,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
6,0.158,Drake,2013-10-12,0.78,0.799,0.0,270186,0.209,-6.359,1,Worst Behavior,57,2013-01-01,48RN2EOOyG2Gs5Pyla7ZJj,0.15,1.0,109.944,4,0.414,133,270186,12,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
7,0.167,Lorde,2013-10-12,0.69,0.578,0.0,193058,0.305,-7.436,1,Team,74,2013-09-27,3G6hD9B2ZHOsgf4WfNu7X1,0.0929,1.0,99.961,4,0.416,13,193058,8,81,6596969,1,['163tK9Wjr9P9DmM0AVK7lm']
0,0.00701,Justin Timberlake,2013-10-05,0.611,0.678,8.43e-06,424146,0.431,-6.723,0,TKO,56,2013-09-27,5mIqtDBiw3rqMxsJc4UVM6,0.243,1.0,137.864,4,0.493,224,424146,14,84,9818714,1,['31TPClRtHm23RisEBtV3X7']
1,0.0029,Daughtry,2013-10-05,0.555,0.682,0.0,266960,0.0662,-5.711,1,Waiting for Superman,61,2013-11-15,4AU7z13HYmPMetlWbq1mys,0.0269,1.0,105.987,4,0.383,206,266960,9,70,1486530,1,['5P5FTygHyx2G57oszR3Wot']
2,0.167,Imagine Dragons,2013-10-05,0.472,0.774,0.000278,249493,0.132,-5.383,1,Monster,62,2015-10-30,2Xaw1RrXP3mdooKWysuRJ8,0.0824,1.0,179.942,4,0.443,124,249493,11,90,30578266,1,['53XhwfbYqKCa1cC15pYq2q']
3,0.00247,Avicii,2013-10-05,0.586,0.727,0.0107,233346,0.152,-4.799,1,You Make Me,64,2013-01-01,52RK8UVEDgUAgpecOpTQM3,0.039,1.0,124.99,4,0.496,33,233346,9,86,18395089,1,['1vCWHaC5f2uS3yhpwWbIA6']
4,0.00107,Martin Garrix,2013-10-05,0.675,0.868,0.715,304228,0.374,-6.36,1,Animals,66,2013-07-01,1TWfkGrhF7ob0nwB2M6knb,0.0392,1.0,128.007,4,0.0376,1,304228,12,84,13852918,1,['60d24wfXkVzDSfLS6hyCjZ']
5,0.00229,Gavin DeGraw,2013-10-05,0.547,0.932,0.0,226200,0.335,-5.237,1,Best I Ever Had,55,2013-10-09,2bN0VoXCagktb6yAi9942I,0.0968,1.0,134.981,4,0.513,110,226200,9,69,1059724,1,['5DYAABs8rkY9VhwtENoQCz']
6,0.0107,Parmalee,2013-10-05,0.434,0.75,0.0,201346,0.106,-3.53,1,Carolina,59,2013-12-10,7JKUEuxOW5NNieEjoW59sH,0.0293,1.0,159.824,4,0.488,1,201346,10,65,135030,1,['4TshyQDihSYXSWqvclXl3I']
0,0.109,Zedd,2013-09-28,0.596,0.738,0.0,217346,0.0947,-3.109,1,Stay The Night - Featuring Hayley Williams Of Paramore,62,2012,2QtJA4gbwe1AcanB2p21aP,0.0411,1.0,127.961,4,0.461,1,217346,13,83,5518930,2,"['2qxJFvFYMEDqd7ui6kSAcq', '6Rx1JKzBrSzoKQtmbVmBnM']"
1,0.0326,Future,2013-09-28,0.719,0.477,0.0,200493,0.218,-6.439,0,Honest,50,2014-04-22,5ik5nMy8vdS2rXe7SAGt2K,0.178,1.0,140.141,4,0.297,47,200493,7,91,9409700,1,['1RyvyyTE3xzB2ZywiAwp0i']
2,0.499,Romeo Santos,2013-09-28,0.757,0.632,0.0,235133,0.0723,-6.83,1,Propuesta Indecente,76,2014-02-25,5PycBIeabfvX3n9ILG7Vrv,0.0549,1.0,122.936,4,0.742,2,235133,9,85,11609147,1,['5lwmRuXgjX8xIwlnauTZIP']
3,0.0474,Drake,2013-09-28,0.836,0.427,0.0,217680,0.101,-8.516,0,Wu-Tang Forever,55,2013-01-01,5LAKjqbB5uurPpxFEicd9S,0.27,1.0,99.912,4,0.368,131,217680,12,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
4,0.0571,Craig Campbell,2013-09-28,0.681,0.747,2.12e-06,212960,0.171,-5.731,0,Outta My Head,44,2013-05-07,389JMtmedq5MLhikWghmzw,0.0329,1.0,106.977,4,0.282,17,212960,10,54,247387,1,['7tkwiWhGKSuQV8LwPWceWN']
5,0.0607,Charlie Worsham,2013-09-28,0.641,0.745,5.88e-06,204880,0.104,-6.496,1,Could It Be,35,2013-08-16,6fRKgExSY24i2whGdAJUnM,0.0324,1.0,90.501,4,0.719,1,204880,11,40,22690,1,['1nYvElumwIjMkOczb985bq']
6,0.0561,Arcade Fire,2013-09-28,0.585,0.717,0.0148,450983,0.366,-8.379,0,Reflektor,55,2013,7uMZy0bALAdneerERyr7Ks,0.0311,1.0,111.563,4,0.636,1,450983,18,72,1830925,1,['3kjuyTCjPG1WMFCiyc5IuB']
0,0.107,Ylvis,2013-09-21,0.703,0.867,0.0,213708,0.119,-4.292,1,The Fox (What Does the Fox Say?),64,2013-09-02,5HOpkTTVcmZHnthgyxrIL8,0.0453,1.0,128.008,4,0.546,1,213708,12,54,138406,1,['2lEOFtf3cCyzomQcMHJGfZ']
1,0.638,Coldplay,2013-09-21,0.28,0.449,0.701,236093,0.105,-7.736,1,Atlas - From “The Hunger Games: Catching Fire” Soundtrack,53,2013-01-01,2DI0fZ4QZmLtapszYaoG6F,0.0292,1.0,136.4,4,0.103,169,236093,12,90,27599554,1,['4gzpq5DPGxSnKTe4SA8HAU']
2,0.922,John Legend,2013-09-21,0.422,0.264,0.0,269560,0.132,-7.064,1,All of Me,86,2013-08-30,3U4isOIWM3VvDubwSI3y7a,0.0322,1.0,119.93,4,0.331,40,269560,13,84,5270803,1,['5y2Xq6xcjJb2jVM54GHK3t']
3,0.0218,Migos,2013-09-21,0.845,0.705,0.0,246047,0.339,-4.271,0,Versace (Remix),59,2015-01-06,0XGLsSU6wtfnKXiMNvQr61,0.243,1.0,132.05,4,0.334,1,246047,12,100,61351268,2,"['6oMuImdp5ZcFhWP0ESe6mG', '3TVXtAsR1Inumwj472S9r4']"
0,0.0217,Eminem,2013-09-14,0.739,0.872,0.0,238746,0.26,-4.059,0,Berzerk,67,2013-11-05,6Xk7PnitV9jCRorWt2LiVZ,0.333,1.0,95.084,4,0.684,209,238746,11,94,38899488,1,['7dGJo4pcD2V6oG8kP0tJRR']
1,0.445,Bruno Mars,2013-09-14,0.717,0.544,5.16e-06,244493,0.0973,-6.598,1,Gorilla,66,2012-12-07,2ih2U8ttFzCjnQ5njF3SrR,0.0371,1.0,139.959,4,0.641,236,244493,10,90,27253531,1,['0du5cEVh5yTK9QJze8zA0C']
2,0.00963,Avril Lavigne,2013-09-14,0.465,0.956,0.000101,206680,0.335,-3.34,0,Rock N Roll,60,2013-11-01,471JGLzHPrgM4lS9mNOEIt,0.128,1.0,184.126,4,0.665,214,206680,9,80,6381677,1,['0p4nmQO2msCgU4IF37Wi3j']
3,0.184,Joe Nichols,2013-09-14,0.531,0.893,1.01e-06,206946,0.101,-4.422,1,Sunny and 75,58,2013-10-08,1rGLPyb4LMojT4wpxiZTp8,0.055,1.0,120.045,4,0.323,130,206946,9,62,539437,1,['4aJTB79uwT4sP0Nb8QGWHc']
0,0.407,Miley Cyrus,2013-09-07,0.53,0.422,0.0,221360,0.107,-6.262,1,Wrecking Ball,76,2013-10-04,2vwlzO0Qp8kfEtzTsCXfyE,0.0342,1.0,119.964,4,0.349,147,221360,9,89,12991664,1,['5YGY8feqx7naU7z4HrwZM6']
1,0.0416,Zendaya,2013-09-07,0.688,0.723,0.0002,209186,0.302,-6.682,0,Replay,67,2013-01-01,7d1CFwrBmH34gmS0Hkbfbt,0.121,1.0,140.023,4,0.618,1,209186,9,76,2761334,1,['6sCbFbEjbYepqswM1vWjjs']
2,0.36,Prince Royce,2013-09-07,0.757,0.711,0.0,206933,0.121,-4.643,0,Darte un Beso,71,2013-10-08,6cJLfIqwh0tCKRjYM3WpZ5,0.0349,1.0,139.962,4,0.817,1,206933,11,81,5745523,1,['3MHaV05u0io8fQbZ2XPtlC']
3,0.0299,Ludacris,2013-09-07,0.736,0.522,0.0,200386,0.108,-8.02,1,Helluva Night,31,2013-01-01,0flKDWZq11997Fb2ptkQvu,0.116,1.0,97.547,4,0.369,93,200386,10,80,1939338,1,['3ipn9JLAPI5GUEo4y4jcoi']
4,0.00976,Bonnie McKee,2013-09-07,0.66,0.816,1.87e-05,224106,0.59,-4.332,0,American Girl,48,2013-07-23,0vvG0VEN6l2fbIEUtq3mQD,0.0344,1.0,127.97,4,0.66,1,224106,12,50,52140,1,['7dtJROxWQe3fxxF5t7o67N']
0,0.0265,Lady Gaga,2013-08-31,0.669,0.78,1.63e-06,212333,0.143,-4.287,0,Applause,72,2013-11-11,5ka2ajep9OAvU5Sgduhiex,0.053,1.0,139.945,4,0.738,227,212333,10,91,14316393,1,['1HY2Jd0NmPuamShAr6KMms']
1,0.0571,Luke Bryan,2013-08-31,0.661,0.751,0.0,190186,0.105,-2.909,1,That's My Kind Of Night,70,2013-01-01,5HGibWoxnkYSkl6mHmAlOE,0.0481,1.0,109.995,4,0.875,190,190186,9,80,5802086,1,['0BvkDsjIUla7X0k6CSWh1I']
2,0.00155,Panic! At The Disco,2013-08-31,0.572,0.912,1.2e-06,187186,0.102,-4.875,1,This Is Gospel,71,2013-10-04,3yZQk5PC52CCmT4ZaTIKvv,0.0707,1.0,156.073,4,0.606,66,187186,6,85,10070776,1,['20JZFwl6HVl6yg8a4H3ZqK']
3,0.00559,The Wanted,2013-08-31,0.553,0.937,0.0,205400,0.363,-4.056,1,We Own The Night,48,2013-01-01,34A8fwLutuMtIC0XLKdkqq,0.12,1.0,103.97,4,0.548,55,205400,11,69,2108351,1,['2NhdGz9EDv2FeUw6udu2g1']
4,0.0755,Bastille,2013-08-31,0.679,0.715,0.0,214147,0.271,-6.383,1,Pompeii,71,2013-01-01,3gbBpTdY8lnQwqxNCcf795,0.0407,1.0,127.435,4,0.571,1,214147,11,82,4511430,1,['7EQ0qTo7fWT7DPxmxtSYEc']
5,0.676,Little Big Town,2013-08-31,0.61,0.383,0.0,221680,0.0949,-7.543,1,Your Side Of The Bed,46,2013-01-01,7LwJG5mCWzQAz1tZr2FZ4D,0.0322,1.0,137.766,4,0.164,97,221680,10,70,1927631,1,['3CygdxquGHurS7f9LjNLkv']
