,acousticness,artist,chart_date,danceability,energy,instrumentalness,length,liveness,loudness,mode,name,popularity,release_date,song_id,speechiness,target,tempo,time_signature,valence,weeks,duration_ms,sections,artist_popularity,artist_followers,number_of_artists,list_of_artists
3,0.000321,My Chemical Romance,2007-02-10,0.467,0.883,0.000152,299226,0.125,-3.679,0,Famous Last Words,71,2006-10-23,2d6m2F4I7wCuAKtSsdhh83,0.106,1.0,122.252,4,0.309,21,299226,13,81,5342120,1,['7FBcuc1gsnv6Y1nwFtNRCb']
4,0.00119,Kenny Chesney,2007-02-10,0.58,0.906,0.000579,271813,0.0933,-6.976,1,Beer In Mexico,57,2005-11-07,5pgmgHNxiq9w9XuthMKzJS,0.0405,1.0,137.97,4,0.476,232,271813,9,77,3185713,1,['3grHWM9bx2E9vwJCdlRv9O']
5,0.0534,Musiq Soulchild,2007-02-10,0.735,0.839,0.0,222911,0.0942,-4.705,0,Buddy,46,2007-03-13,0447V6bjlw5ERYGu3BEBnB,0.271,1.0,89.942,4,0.834,1,222911,8,64,807013,1,['3UVRliakQfa1pMWIsNuiZ8']
0,0.000747,Fall Out Boy,2007-02-03,0.435,0.887,0.0,212040,0.0327,-4.07,1,"This Ain't A Scene, It's An Arms Race",67,2007-01-01,1oagRT7LfpVlNJN6FSZDGp,0.0636,1.0,199.935,4,0.408,88,212040,9,84,8290401,1,['4UXqAaa6dQYAk18Lv7PEgX']
1,0.0116,Corbin Bleu,2007-02-03,0.815,0.906,2.06e-06,196960,0.0691,-3.194,0,Push It to the Limit,50,2007-01-01,3K01q0jtSNHeqx5gs97HH2,0.0561,1.0,125.974,4,0.783,1,196960,10,54,327250,1,['5GuEFqVXxQsqJtjGqoFWvf']
2,0.000273,Nickelback,2007-02-03,0.522,0.874,0.00579,215106,0.261,-4.392,0,If Everyone Cared,57,2005-09-26,44w63XqGr3sATAzOnOySgF,0.0362,1.0,132.018,4,0.196,206,215106,10,80,4689829,1,['6deZN1bslXzeGvOLaLMOIF']
3,0.277,MiMS,2007-02-03,0.621,0.6,0.0,253706,0.495,-6.349,1,This Is Why I'm Hot,60,2007-01-01,0AA6zq5ArZ1sSH7VIMi4NK,0.576,1.0,80.021,4,0.485,1,253706,12,52,94574,1,['76RrKpsvOmSKG8CIjROdSG']
4,0.259,Diddy,2007-02-03,0.896,0.844,0.00121,386146,0.203,-4.231,0,Last Night (feat. Keyshia Cole),32,2006-10-16,61u8YHgwacXM9Sm5JOblkp,0.1,1.0,120.997,4,0.962,1,386146,10,71,2222291,2,"['455ntbvzeFL1bIcEKhlebq', '1vfezMIyCr4XUdYRaKIKi3']"
0,0.0519,Jordan Pruitt,2007-01-27,0.763,0.905,0.0,227013,0.0468,-3.156,1,Jump To The Rhythm,41,2007-01-01,4QFbZ1cSkL718J6A8cMJdA,0.0335,1.0,107.966,4,0.76,1,227013,13,39,161684,1,['1JfkqBTXs6VC3JZ7RJNu7h']
1,0.0966,Ashley Tisdale,2007-01-27,0.694,0.709,0.0,188000,0.267,-6.205,0,He Said She Said,53,2007,0jTTjg6q4jsd2RhuHwTvLj,0.103,1.0,114.966,4,0.566,1,188000,9,60,908585,1,['2ddxtfC0oS8LoktXUHE7YL']
2,0.206,Mike Jones,2007-01-27,0.653,0.748,0.0,238946,0.0803,-3.89,1,Mr. Jones,45,2007,3LU66Soe9kT5saRxI4wTj6,0.133,1.0,79.974,4,0.264,21,238946,11,61,330343,1,['07VmOvmuBp9G0gb8BTrpn0']
3,0.211,The Wreckers,2007-01-27,0.508,0.843,4.16e-05,210933,0.254,-4.433,1,"My, Oh My",28,2006,0fGIhWOJecR9u9Bo9UOTKC,0.0349,1.0,176.043,4,0.766,21,210933,6,48,67664,1,['2jI32eTOcSx2bn1MGgRyei']
0,0.0125,Christina Aguilera,2007-01-20,0.686,0.789,0.0147,194213,0.142,-4.713,0,Candyman,65,2006-08-14,5lUTzPuiloBHm1qEaJcJfF,0.23,1.0,172.976,4,0.72,78,194213,9,82,5541963,1,['1l7ZsJRRS8wlW3WfJfPfNS']
0,0.334,Jason Michael Carroll,2007-01-13,0.496,0.602,0.00356,259573,0.147,-5.29,1,Alyssa Lies,51,2007-02-06,3PJq5Cu74e3bIes9sY7jM1,0.0265,1.0,75.519,4,0.398,1,259573,10,50,231506,1,['6vgqbvuLEUcrg7SB1kRTYE']
1,2.48e-05,Cartel,2007-01-13,0.449,0.903,0.0,207333,0.133,-4.949,1,Honestly,50,2005,0wGWmko6pOeimMMATKGz2I,0.0388,1.0,144.522,4,0.583,1,207333,10,52,137961,1,['6wQMF27xWhSyJFnO9L5mQk']
2,0.00144,P!nk,2007-01-13,0.709,0.891,0.0,214386,0.034,-3.688,1,U + Ur Hand,58,2006-04-04,1iOJQhxKSJ7dg3Dk03yPnl,0.0528,1.0,141.04,4,0.886,61,214386,9,85,9569127,1,['1KCSPY1glIKqW2TotWuXOR']
3,0.185,Various Artists,2007-01-13,0.464,0.735,0.0,305373,0.161,-5.202,0,And I Am Telling You I'm Not Going,57,2006-12-04,26b2c6d8TBOSNQznQXFdQa,0.085,1.0,123.068,4,0.336,2,305373,12,64,1178185,1,['35GL8Cu2GKTcHzKGi75xl5']
0,0.416,Beyoncé,2007-01-06,0.432,0.637,0.0,219546,0.113,-3.905,1,"Listen (From the Motion Picture ""Dreamgirls"")",58,2007-05-29,4z7Ja0RNran3XpIvc1PIQz,0.0475,1.0,122.394,4,0.187,1,219546,9,89,24867339,1,['6vWDO969PvNqNYHIOW5v0m']
1,0.0185,Pretty Ricky,2007-01-06,0.704,0.854,0.0,242586,0.148,-5.477,0,On the Hotline - Amended Version,58,2007,1zyqZONW985Cs4osz9wlsu,0.183,1.0,92.988,4,0.688,43,242586,10,62,1058200,1,['6XwcepfAsPhrvwziGxhwju']
0,0.0657,The Fray,2006-12-30,0.398,0.699,0.0,251520,0.675,-5.008,1,Happy Xmas (War Is Over),11,2006-12-12,6Rjw3kkox3TPXPB6sixLGs,0.032,1.0,146.457,3,0.472,78,251520,12,75,3084568,1,['0zOcE3mg9nS6l3yxt1Y0bK']
1,0.00184,Fall Out Boy,2006-12-30,0.466,0.941,7.9e-06,203840,0.34,-2.82,0,The Carpal Tunnel Of Love,50,2007-01-01,6FAUi2Xm6RCF0wpwG8oXGZ,0.0497,1.0,140.765,4,0.599,87,203840,10,84,8290401,1,['4UXqAaa6dQYAk18Lv7PEgX']
2,0.000259,AFI,2006-12-30,0.592,0.914,0.000139,165653,0.0452,-4.753,0,Love Like Winter,49,2006-06-06,3cDE9Yn4GrsxSrlMCLdmTT,0.0468,1.0,120.032,4,0.524,21,165653,7,66,642496,1,['19I4tYiChJoxEO5EuviXpz']
3,0.52,Regina Spektor,2006-12-30,0.923,0.518,0.000142,226487,0.104,-6.008,1,Fidelity,53,2006-06-13,6GskIhdM6TN6EkPgeSjVfW,0.0492,1.0,93.023,4,0.682,1,226487,9,66,1121020,1,['3z6Gk257P9jNcZbBXJNX5i']
0,0.122,Justin Timberlake,2006-12-23,0.687,0.723,0.00102,448573,0.573,-4.751,1,What Goes Around.../...Comes Around (Interlude),70,2006-09-12,3pD0f7hSJg2XdQ6udw5Tey,0.0709,1.0,76.0,4,0.432,102,448573,18,84,9818714,1,['31TPClRtHm23RisEBtV3X7']
1,0.817,Sarah McLachlan,2006-12-23,0.564,0.336,0.000587,242013,0.102,-11.739,1,River,33,2006,3yLCQ4GRSFlg3GmwlYQlzX,0.0283,1.0,97.987,4,0.255,22,242013,15,68,578822,1,['4NgNsOXSwIzXlUIJcpnNUp']
2,0.282,Blue October,2006-12-23,0.758,0.606,0.0,239946,0.144,-6.444,1,Into The Ocean,54,2006-01-01,2SiqlgLMfKQbczSMRp8drY,0.0325,1.0,107.95,4,0.361,29,239946,16,63,308519,1,['1TJbmc7jTpw78GKCiMpvDh']
3,0.0103,T.I.,2006-12-23,0.597,0.678,0.0,282413,0.381,-5.743,1,Top Back,55,2006-03-26,4LE8fR53Pjd6xmHBUlxArg,0.3,1.0,160.074,4,0.659,128,282413,11,81,3485971,1,['4OBJLual30L7gRl5UkeRcT']
4,0.0539,Trace Adkins,2006-12-23,0.661,0.959,1.74e-05,221413,0.381,-4.439,1,Ladies Love Country Boys,61,2006-01-01,13Oda4GsHXzRAfquxWkrzA,0.0408,1.0,116.284,4,0.96,85,221413,11,66,1688309,1,['79FMDwzZQxHgSkIYBl3ODU']
5,0.226,Robin Thicke,2006-12-23,0.664,0.351,2.38e-06,254146,0.106,-12.136,1,Lost Without U,62,2006-01-01,4V2F0DZrAXOWq9hkwMMG3x,0.118,1.0,113.204,5,0.816,1,254146,13,69,1635310,1,['0ZrpamOxcZybMHGg1AYtHP']
6,0.0822,Keith Urban,2006-12-23,0.5,0.609,0.000255,376386,0.341,-7.215,1,Stupid Boy,50,2006-01-01,2gL2Pm7OJkk0X5neLyqiKB,0.0326,1.0,145.884,4,0.562,174,376386,18,78,3931239,1,['0u2FHSq3ln94y5Q57xazwf']
7,0.373,Trent Tomlinson,2006-12-23,0.613,0.526,0.0,232546,0.137,-7.364,1,One Wing In The Fire,53,2006-01-01,338arfXmD9XaESFjfcQLsg,0.0306,1.0,142.055,4,0.412,1,232546,14,49,131388,1,['1Zn69emN3uZsF6YwCrkgYp']
0,0.0374,Avril Lavigne,2006-12-16,0.274,0.786,0.0,239629,0.143,-2.354,1,Keep Holding On,65,2007-04-17,4UPcXTh26ilb7owtuyHqNI,0.0333,1.0,161.061,3,0.146,97,239629,10,80,6381677,1,['0p4nmQO2msCgU4IF37Wi3j']
1,0.00428,Incubus,2006-12-16,0.451,0.973,7.36e-06,225880,0.0924,-2.611,1,Anna Molly,59,2006-11-28,0uLhNT7UIH3nZCCDZd3OBl,0.0514,1.0,151.885,4,0.628,21,225880,12,73,2375646,1,['3YcBF2ttyueytpXtEzn1Za']
2,0.189,Omarion,2006-12-16,0.775,0.731,0.0,256426,0.129,-5.446,1,Ice Box,60,2006-12-26,5qhlC4Rzals34zxovrPzKp,0.134,1.0,131.105,4,0.821,29,256426,13,68,1861510,1,['0f5nVCcR06GX8Qikz0COtT']
3,0.263,RBD,2006-12-16,0.605,0.88,0.0,211466,0.2,-3.747,1,Ser O Parecer,68,2006-01-01,5sgvzXoYFCr5F5tUZdAA20,0.14,1.0,176.028,4,0.908,7,211466,8,78,2962645,7,"['7cjh6y0V9SsyCrWSXTzwOs', '0TeVa4xdLB8vdzjsvKH6Ri', '6kaefrHSdAvxhhCVDFTCEL', '6ModsWtBph2rE6zCTVxvZt', '0aMqt2uGLuHj4eI8oXgVzN', '5O8cudluftNZ6PCwRzvYxo', '0veZkZPeWoJQ9gt6VAXlkN']"
4,0.00804,Three Days Grace,2006-12-16,0.416,0.741,0.0,202973,0.273,-4.001,1,Pain,67,2006-06-25,5PZ2cqh9Yem2g6cTSOLllz,0.0335,1.0,160.515,4,0.286,65,202973,10,79,4036274,1,['2xiIXseIJcq3nG7C8fHeBj']
5,0.292,Craig Morgan,2006-12-16,0.667,0.834,0.0,251720,0.287,-4.743,1,Little Bit of Life,47,2006-10-31,1jSZ1IETySh2kDTnyfIE0I,0.0344,1.0,96.944,4,0.703,58,251720,11,64,695241,1,['6ktyNEnEukKzskQEiXgCFD']
0,0.0503,Daughtry,2006-12-09,0.428,0.919,0.0,215026,0.245,-3.245,0,It's Not Over,60,2006,234RqTZmnDTnxWlVciXHLD,0.0618,1.0,145.927,4,0.294,1,215026,8,70,1486530,1,['5P5FTygHyx2G57oszR3Wot']
1,0.0197,Chris Cornell,2006-12-09,0.368,0.864,0.0,240226,0.234,-3.335,0,"You Know My Name - From ""Casino Royale"" Soundtrack",50,2007-01-01,4MR9iW77LJoPPDjwAYbIZZ,0.0393,1.0,137.526,4,0.374,1,240226,9,67,1366876,1,['0XHiH53dHrvbwfjYM7en7I']
2,0.000199,Aly & AJ,2006-12-09,0.517,0.828,0.0,218493,0.73,-5.076,1,Greatest Time Of Year,34,2006-01-01,7yrqJUfnjteV1FLe9dXcVa,0.0436,1.0,150.957,4,0.86,16,218493,9,66,405270,1,['5wugb0kaq0J6nyQ5Xgd17i']
3,0.0194,Pitbull,2006-12-09,0.94,0.692,0.000455,205600,0.0453,-5.48,0,Ay Chico (Lengua Afuera),39,2006-10-31,3b2Dm0jdnbiD29SLROeLkU,0.253,1.0,117.987,4,0.875,2,205600,14,86,7986492,1,['0TnOYISbd1XYRBk9myaseg']
4,0.0461,JAY-Z,2006-12-09,0.453,0.941,0.0,263520,0.0961,-3.393,0,Kingdom Come,44,2006-11-21,03LlYPDjtLO3rBd1WaJ9aD,0.329,1.0,173.699,4,0.677,83,263520,11,87,5695383,1,['3nFkdlSjzX9mRTtwJOzDYB']
0,0.169,The Game,2006-12-02,0.878,0.739,0.0,237680,0.119,-5.157,1,Let's Ride,52,2006-01-01,4JKwW0A2OQeAUpYZd99Lfo,0.189,1.0,93.601,4,0.824,14,237680,10,77,2818636,1,['0NbfKEOTQCcwd6o7wSDOHI']
1,0.000367,+44,2006-12-02,0.416,0.967,0.0,192786,0.0632,-2.289,0,When Your Heart Stops Beating,52,2006-01-01,1VpTwecl7EbQiGyVsvwFQE,0.109,1.0,171.032,4,0.431,1,192786,8,53,304584,1,['7gkRNHOOt7QfhhXf0rEnmj']
0,0.409,Ciara,2006-11-25,0.697,0.629,3.8e-06,267413,0.0819,-5.757,1,Promise,56,2006,1pLdjo3lOBbMaoR4ZpybFH,0.0425,1.0,123.279,4,0.439,2,267413,9,75,4592785,1,['2NdeV5rLm47xAvogXrYhJX']
1,0.0409,Nelly Furtado,2006-11-25,0.871,0.869,0.00111,223080,0.053,-6.308,1,Say It Right,59,2006-01-01,5AtFypwxB2ShXSxNj12dEd,0.139,1.0,116.95,4,0.834,9,223080,8,77,2208802,1,['2jw70GZXlAI8QzWeY2bgRc']
2,0.0122,Bowling For Soup,2006-11-25,0.536,0.923,0.0,209040,0.142,-3.494,1,High School Never Ends - Main Version - Explicit,64,2006,1bhjMY5O0ZjB41OHcdRH0a,0.125,1.0,160.03,4,0.77,50,209040,10,68,799467,1,['5ND0mGcL9SKSjWIjPd0xIb']
3,0.485,Alejandro Sanz,2006-11-25,0.615,0.676,0.0,301933,0.0634,-5.154,1,A la primera persona,54,2011-10-19,6mXHxE2BEafOgdWoFvc6mF,0.0715,1.0,121.026,4,0.259,1,301933,13,80,4618529,1,['5sUrlPAHlS9NEirDB8SEbF']
0,0.309,Gwen Stefani,2006-11-18,0.961,0.9,0.000199,189586,0.354,-6.874,1,Wind It Up,47,2006-01-01,1GeECVH4Msg1zLm8DExkbH,0.0678,1.0,120.006,4,0.95,100,189586,8,77,4226184,1,['4yiQZ8tQPux8cPriYMWUFP']
1,0.00145,Plain White T's,2006-11-18,0.448,0.814,0.0,224853,0.104,-4.601,0,Hate (I Really Don't Like You),46,2006,6cQSR4chKDTFhlCT2MuNwq,0.0337,1.0,161.93,4,0.523,1,224853,11,71,887005,1,['1g1yxsNVPhMUl9GrMjEb2o']
2,0.486,George Strait,2006-11-18,0.674,0.646,8.37e-05,209320,0.262,-5.876,1,Give It Away,63,2006-01-01,1qHRFZE8qykNXYZadzmi1m,0.027,1.0,148.1,4,0.613,109,209320,15,76,2203244,1,['5vngPClqofybhPERIqQMYd']
3,0.105,Rodney Atkins,2006-11-18,0.625,0.848,0.0,235426,0.23,-4.008,1,Watching You,68,2006-07-18,5OusUgzHz6Ulb3GZT7WUo5,0.0314,1.0,137.993,4,0.716,40,235426,10,68,1332459,1,['2qgvmDsc4jrqbAbjq1HGM2']
4,0.16,Ruben Studdard,2006-11-18,0.721,0.627,0.0,230386,0.0527,-4.112,1,Change Me,30,2006-10-14,4j9Y9TzpmUE21e91R5DT7k,0.0552,1.0,133.896,4,0.528,31,230386,9,48,96340,1,['0H0yrKDty3I7pPrNUSH3wW']
5,0.272,Toby Keith,2006-11-18,0.466,0.437,0.0275,180880,0.338,-7.867,0,Crash Here Tonight,25,2006-01-01,0gXK4B39Vquj1oaMnxXP7Y,0.0266,1.0,74.957,4,0.224,196,180880,8,73,1365583,1,['2bA6fzP0lMAQ4kz6CF61w8']
6,0.206,Hellogoodbye,2006-11-18,0.701,0.608,0.0041,240546,0.273,-6.819,1,Here (In Your Arms),50,2006-01-01,2L3bghVRLkBbIQzSaEUytZ,0.0374,1.0,126.044,4,0.794,1,240546,11,52,175380,1,['6GH0NzpthMGxu1mcfAkOde']
7,0.13,Kellie Pickler,2006-11-18,0.626,0.842,0.0,222853,0.0734,-3.74,1,Red High Heels,51,2006-10-31,7dFSHwa7BNZvWlOuYsvFpy,0.0337,1.0,115.72,4,0.54,1,222853,12,50,622193,1,['021hNAnkFIbyFyL97br6NB']
0,0.00528,Hannah Montana,2006-11-11,0.608,0.867,0.0,183293,0.0643,-4.683,1,"If We Were A Movie - From ""Hannah Montana""/Soundtrack Version",50,2006-01-01,52Dw5hXeylenurLTKoFJfZ,0.0307,1.0,94.008,4,0.866,3,183293,7,69,3035081,1,['7nU4hB040gTmHm45YYMvqc']
1,0.0457,John Legend,2006-11-11,0.69,0.572,0.0,235666,0.0969,-6.131,1,Save Room,61,2006-10-24,3sTc75CCyIw4FPs6cXkOe7,0.0264,1.0,111.919,4,0.375,34,235666,11,84,5270803,1,['5y2Xq6xcjJb2jVM54GHK3t']
2,0.00216,Hannah Montana,2006-11-11,0.53,0.951,0.0,184226,0.0454,-3.555,1,"I Got Nerve - From ""Hannah Montana""/Soundtrack Version",49,2006-01-01,3bSq5OpEWmLK1o8F7saR2F,0.0401,1.0,144.878,4,0.813,3,184226,8,69,3035081,1,['7nU4hB040gTmHm45YYMvqc']
3,0.00928,Hannah Montana,2006-11-11,0.659,0.808,6.68e-06,189080,0.29,-5.079,1,"Pumpin' Up The Party - From ""Hannah Montana""/Soundtrack Version",44,2006-01-01,3rcXcJT6Uwg1ojuCdPRjeJ,0.0869,1.0,124.057,4,0.529,3,189080,9,69,3035081,1,['7nU4hB040gTmHm45YYMvqc']
4,0.0591,Hannah Montana,2006-11-11,0.629,0.889,0.0,185893,0.473,-3.644,0,"The Other Side of Me - From ""Hannah Montana""/Soundtrack Version",45,2006-01-01,0Q2y7Amx3vHz5Jqa7TFEYE,0.0692,1.0,114.058,4,0.683,3,185893,12,69,3035081,1,['7nU4hB040gTmHm45YYMvqc']
5,0.00658,John Mellencamp,2006-11-11,0.501,0.791,0.0,226626,0.109,-4.996,1,Our Country - Country Version,20,2006-01-01,5p53PF8DpDlAe7I9zXwirD,0.032,1.0,108.181,4,0.461,1,226626,11,71,925547,1,['3lPQ2Fk5JOwGWAF3ORFCqH']
6,0.000427,Hannah Montana,2006-11-11,0.58,0.798,1.13e-06,177253,0.36,-4.286,1,"This Is The Life - From ""Hannah Montana""/Soundtrack Version",45,2006-01-01,5qiWQq9tPjMDNpd1knSoZ0,0.0291,1.0,141.04,4,0.48,3,177253,12,69,3035081,1,['7nU4hB040gTmHm45YYMvqc']
7,0.0056,Hannah Montana,2006-11-11,0.628,0.844,0.0,194306,0.117,-3.079,1,"Just Like You - From ""Hannah Montana""/Soundtrack Version",42,2006-01-01,1qsN5cpqU6quWtL9lgyA1v,0.0403,1.0,140.962,4,0.653,3,194306,8,69,3035081,1,['7nU4hB040gTmHm45YYMvqc']
0,0.00296,Tenacious D,2006-11-04,0.623,0.938,0.000852,165697,0.48,-4.161,1,The Metal,62,2006-11-02,3pYKJaLiixRcDFfcNhxZKK,0.123,1.0,112.022,4,0.308,1,165697,7,68,1189876,1,['1XpDYCrUJnvCo9Ez6yeMWh']
1,0.0293,Beyoncé,2006-11-04,0.447,0.694,5.46e-06,227853,0.167,-4.637,0,Irreplaceable,72,2007-05-29,6RX5iL93VZ5fKmyvNXvF1r,0.382,1.0,175.868,4,0.509,1,227853,9,89,24867339,1,['6vWDO969PvNqNYHIOW5v0m']
2,0.057,Cassie,2006-11-04,0.589,0.655,0.000353,220639,0.372,-8.138,1,Long Way 2 Go,61,2006-08-07,4v5kAh2wWyCSuKuhMJK8u6,0.0488,1.0,105.272,4,0.675,28,220639,12,64,958439,1,['27FGXRNruFoOdf1vP8dqcH']
3,0.0296,RBD,2006-11-04,0.785,0.773,8.12e-06,206120,0.0667,-7.61,1,Un Poco De Tu Amor,65,2004-01-01,64mK5Yd0rdGeXVkMFspEyt,0.0334,1.0,119.996,4,0.892,1,206120,11,78,2962645,7,"['7cjh6y0V9SsyCrWSXTzwOs', '0TeVa4xdLB8vdzjsvKH6Ri', '6kaefrHSdAvxhhCVDFTCEL', '6ModsWtBph2rE6zCTVxvZt', '0aMqt2uGLuHj4eI8oXgVzN', '5O8cudluftNZ6PCwRzvYxo', '0veZkZPeWoJQ9gt6VAXlkN']"
0,0.0456,Montgomery Gentry,2006-10-28,0.55,0.61,0.0,201866,0.11,-6.358,1,Some People Change,39,2006-10-24,7cmZDjXMF1A0dGV726pMYs,0.0388,1.0,168.186,4,0.357,137,201866,11,63,975726,1,['3bGXaFVQLASmDMdjjeJr8a']
1,0.0606,Jack Ingram,2006-10-28,0.587,0.885,1.22e-05,163733,0.332,-4.847,1,Love You - Live,24,2007-01-01,08mW3TDbM23kCPQ7PT9J39,0.042,1.0,116.921,4,0.778,14,163733,9,40,33728,1,['7HNEfHmDlFofG6YnMt8G7N']
2,0.314,Jason Aldean,2006-10-28,0.491,0.776,0.0,202546,0.146,-3.887,1,Amarillo Sky,59,2005-07-26,0axUHkhMMY0YSC1jFBVWqv,0.0393,1.0,154.988,4,0.428,33,202546,9,80,4171056,1,['3FfvYsEGaIb52QPXhg4DcH']
0,0.00206,"""Weird Al"" Yankovic",2006-10-21,0.543,0.697,1.82e-06,143040,0.343,-9.211,1,"Canadian Idiot (Parody of ""American Idiot"" by Green Day)",42,2006-09-26,1gloYGAZI6eHp6MEPjLuL3,0.0612,1.0,185.978,4,0.861,2,143040,7,63,515664,1,['1bDWGdIC2hardyt55nlQgG']
1,0.0791,Jim Jones,2006-10-21,0.506,0.799,0.0,236080,0.0929,-6.58,1,We Fly High,57,2006-11-07,3RGyFugqjQjlL8XX0NW8dZ,0.38,1.0,120.405,5,0.461,1,236080,12,59,396891,1,['6AMa1VFQ7qCi61tCRtVWXe']
2,0.182,Augustana,2006-10-21,0.404,0.571,2.08e-05,245933,0.129,-5.069,1,Boston,64,2005,2WZyfujzMweFLnozyUJBkW,0.0303,1.0,147.01,4,0.29,1,245933,9,55,180916,1,['61YE3whKiuRr83j1yOm5M7']
3,0.0261,JAY-Z,2006-10-21,0.431,0.957,0.0,223120,0.261,-0.982,0,Show Me What You Got,39,2006-11-21,1SlPhbS52PbNqqVCqGU12I,0.26,1.0,105.468,4,0.419,76,223120,4,87,5695383,1,['3nFkdlSjzX9mRTtwJOzDYB']
4,0.569,Brad Paisley,2006-10-21,0.355,0.478,2.9e-06,266920,0.194,-8.323,1,She's Everything,65,2005-08-16,3dAgQFdruU8ufWc5GE05xC,0.0335,1.0,102.971,4,0.269,109,266920,9,71,1885103,1,['13YmWQJFwgZrd4bf5IjMY4']
0,0.0986,"""Weird Al"" Yankovic",2006-10-14,0.791,0.613,0.0,170640,0.0765,-11.628,0,"White & Nerdy (Parody of ""Ridin'"" by Chamillionaire feat. Krayzie Bone)",54,2006-09-26,60R2v9lheAu3lwZwAFxMZK,0.0763,1.0,143.017,4,0.896,1,170640,7,63,515664,1,['1bDWGdIC2hardyt55nlQgG']
1,0.0459,Nickelback,2006-10-14,0.616,0.91,0.0,252040,0.343,-3.004,1,Rockstar,68,2005-09-26,6n9yCXvLhnYMgJIiIcMu7D,0.0386,1.0,144.073,4,0.693,174,252040,11,80,4689829,1,['6deZN1bslXzeGvOLaLMOIF']
2,0.00228,The All-American Rejects,2006-10-14,0.454,0.636,0.0,244826,0.154,-4.731,1,It Ends Tonight,61,2005-01-01,1FMHNVeJ9s1x1l1WlaRs2I,0.0273,1.0,87.89,4,0.313,86,244826,9,72,1942016,1,['3vAaWhdBR38Q02ohXqaNHT']
3,0.0888,Cherish,2006-10-14,0.735,0.521,0.0,235333,0.065,-6.696,0,Unappreciated,50,2006-01-01,5ZelMPn7vupvsTToUTvcbF,0.0876,1.0,77.01,4,0.374,1,235333,13,52,385077,1,['1c70yCa8sRgIiQxl3HOEFo']
4,0.775,Christina Aguilera,2006-10-14,0.327,0.295,0.0,243373,0.107,-6.907,0,Hurt,66,2006-08-14,6gDXbcILAyBa2skSdbUYq7,0.0313,1.0,148.574,4,0.143,64,243373,10,82,5541963,1,['1l7ZsJRRS8wlW3WfJfPfNS']
0,0.109,Rob Thomas,2006-10-07,0.633,0.886,0.0,247826,0.0438,-3.892,1,Streetcorner Symphony,50,2005-04-05,20117nklRrpujknMRpueYQ,0.0456,1.0,81.811,4,0.753,75,247826,9,67,598372,1,['3aBkeBhwadnWMWoVJ2CxJC']
1,0.0576,Fergie,2006-10-07,0.906,0.584,0.0,292373,0.128,-7.72,0,Fergalicious,71,2006-01-01,1D066zixBwqFYqBhKgdPzp,0.316,1.0,129.055,4,0.831,10,292373,14,77,7212062,2,"['3r17AfJCCUqC9Lf0OAc73G', '085pc2PYOi8bGKj0PNjekA']"
2,0.103,Mat Kearney,2006-10-07,0.445,0.71,6.14e-05,263253,0.169,-6.819,1,Nothing Left to Lose,56,2006,23MG7PAYUQp0esP2dzWHWj,0.0275,1.0,148.011,4,0.468,1,263253,12,63,420390,1,['2NQEwAVHBNcI0tGMLlWwF1']
3,0.634,Alan Jackson,2006-10-07,0.598,0.315,0.191,213306,0.0825,-9.83,1,Like Red On a Rose,35,2006-09-25,1ayFArNqsYgGT8gWWSscTD,0.0282,1.0,96.684,3,0.172,77,213306,9,76,1367331,1,['4mxWe1mtYIYfP040G38yvS']
4,0.337,Brown Boy,2006-10-07,0.667,0.468,0.0,231146,0.239,-8.839,0,Superman,48,2005,1srGZiB4G4At62z2Z8wYL9,0.108,1.0,77.992,4,0.423,1,231146,9,58,448398,6,"['0Ug6OsFk2B0mLvXrpmpRs6', '2OT8Y69ZmFlwMCmqXNJMih', '7AyywyUcQP99oit737gZK2', '3c5SZMWLIrnYqoAiDnO5Ll', '1BT6RSmZXLI72Y4AmQlONN', '396Kh0m4wGUvcMUULw71yi']"
0,0.0318,Nelly Furtado,2006-09-30,0.792,0.77,0.000194,258839,0.122,-4.811,1,Maneater,58,2006-01-01,1M9uq2yCiOhsO6BFozo2OE,0.0392,1.0,132.793,4,0.732,1,258839,12,77,2208802,1,['2jw70GZXlAI8QzWeY2bgRc']
1,0.0014,Aly & AJ,2006-09-30,0.5,0.889,0.0,175920,0.0781,-4.541,1,Chemicals React Remix,47,2007-01-01,7vOjTY220BqIttYDbwshED,0.0676,1.0,132.713,4,0.428,12,175920,7,66,405270,1,['5wugb0kaq0J6nyQ5Xgd17i']
2,0.000289,My Chemical Romance,2006-09-30,0.217,0.905,0.00011,311106,0.222,-4.103,1,Welcome to the Black Parade,77,2006-10-23,5wQnmLuC1W7ATsArWACrgW,0.0752,1.0,96.95,4,0.236,2,311106,10,81,5342120,1,['7FBcuc1gsnv6Y1nwFtNRCb']
3,0.000836,Vanessa Hudgens,2006-09-30,0.65,0.868,1.61e-05,166866,0.245,-3.988,1,Come Back To Me,48,2006-01-01,0occ3Gxp6ZV5DUmJNuEsQB,0.084,1.0,87.961,4,0.71,1,166866,6,67,1406759,1,['6G9bygHlCyPgNGxK2l3YdE']
4,0.046,Various Artists,2006-09-30,0.76,0.827,0.0,232066,0.109,-4.015,0,Ni Una Sola Palabra,0,2020-10-30,4ChUSudzzY6QZifFcyxNoV,0.029,1.0,130.321,4,0.633,2,232066,9,70,1722534,1,['1d6dwipPrsFSJVmFTTdFSS']
