track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,artist_popularity,artist_followers
Bad Things,Machine Gun Kelly x Camila Cabello,spotify:track:1PSBzsahR2AKwLJgx8ehBj,0.697,0.691,2,-4.757,1,0.146,0.214,0,0.185,0.305,137.853,239293,4,43.70931,10,1,91,21176444
sekao,Delayde,spotify:track:4c2TiYoJHIjEPZ5syRZhsY,0.616,0.375,5,-16.921,1,0.0405,0.905,0.896,0.332,0.333,159.972,132000,4,33.38382,6,0,58,7824
You Can't Sexy Dance to Punk Rock,The Riot Before,spotify:track:5OnRWKg8trtIel1ZFYY0Zj,0.52,0.786,7,-7.784,1,0.137,0.00253,0,0.398,0.354,154.697,219960,4,59.17249,8,0,17,3076
The Spider's Lullabye,King Diamond,spotify:track:0HhKjv7pzDnoOGWDt1LN3L,0.508,0.665,2,-7.097,1,0.0329,0.0246,0.00157,0.095,0.0602,117.771,220733,4,41.11731,8,0,52,307408
Emotionless,Drake,spotify:track:5Psnhdkyanjpgc2P8A5TSM,0.413,0.677,1,-5.12,1,0.255,0.0249,0,0.0793,0.0845,172.501,302173,4,31.31506,11,1,100,50356964
Incubations,Roland Mercier,spotify:track:1uO9ZJFzDuwQ2XzmHt5TmN,0.194,0.0388,2,-28.622,0,0.0421,0.987,0.761,0.104,0.0952,83.457,189000,1,25.01347,9,0,45,588
Proud,2 Chainz Featuring YG & Offset,spotify:track:365wwIjijQdlRJEjUWTidq,0.791,0.813,10,-4.244,0,0.376,0.758,0,0.143,0.907,173.937,234667,4,22.86865,14,1,84,9956039
Watch Out,2 Chainz,spotify:track:22DKsoYFV5npPXmnPpXL7i,0.899,0.504,8,-6.758,0,0.5,0.826,0,0.052,0.537,129.89,207813,4,33.85605,12,1,83,5829744
No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,spotify:track:03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,263773,4,104.7946,6,1,78,5005022
Fly Away,Vincent de Moor,spotify:track:3JoxlJ95GVxngQSY7V4yfR,0.643,0.941,5,-6.447,0,0.0433,0.00882,0.00443,0.356,0.56,137.985,201760,4,22.16097,10,0,39,8072
Grammys,Drake Featuring Future,spotify:track:5e574bhjycX1eH2l4Auage,0.676,0.432,1,-9.51,1,0.502,0.00163,3.93e-06,0.0799,0.12,145.869,220427,4,50.77559,9,1,100,59746158
We All Float Down Here,Four Year Strong,spotify:track:44RrOIa9ziCFW9YC6ndAUL,0.522,0.996,10,-4.316,0,0.186,0.000116,1.05e-05,0.252,0.138,96.477,187561,4,116.92108,4,0,57,195387
Staring At The Sun,Post Malone Featuring SZA,spotify:track:5KE9b4x7Zj2A8XtbkqhqTe,0.724,0.772,6,-4.389,0,0.184,0.248,0,0.308,0.347,95.074,168280,4,38.72771,8,1,95,32725020
A Lot,21 Savage,spotify:track:2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4,52.67801,10,1,92,8645675
Screaming from a Chamber - Live,Living Death,spotify:track:6lH6bphGsSEwnz6YXHMVcT,0.302,0.878,1,-10.617,0,0.0881,0.0109,5.28e-05,0.97,0.18,138.927,396040,4,41.32872,18,0,22,9613
Wrecking Ball,Miley Cyrus,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221360,4,42.70943,9,1,89,12950819
We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte,spotify:track:1PCvKFPWnTXAe2oaReVUcr,0.592,0.935,6,-4.317,0,0.0581,0.00879,0.0154,0.132,0.567,125.013,222520,4,32.86288,13,1,86,17722351
Tap,NAV Featuring Meek Mill,spotify:track:5rU6kDNXZLXIinFezpbWbO,0.901,0.676,2,-7.033,1,0.251,0.0646,0,0.0863,0.452,85.018,148278,4,31.08934,4,1,89,6721919
Flying Spaghetti Monster,Doctor P,spotify:track:4uWUyC3hNH036n6sGCWggZ,0.665,0.913,1,-2.299,1,0.0461,0.000148,0.412,0.384,0.439,100.005,249600,4,58.02977,9,0,51,213658
Stay With Me,Sam Smith,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4,34.02831,9,1,90,14163283
Good Drank,2 Chainz x Gucci Mane x Quavo,spotify:track:39pS70eeDvyCAF3t8NAlVV,0.836,0.776,4,-0.804,0,0.239,0.274,0,0.113,0.37,130.033,222707,4,30.04466,9,1,87,13760023
Friday,Rebecca Black,spotify:track:4fK6E2UywZTJIa5kWnCD6x,0.684,0.889,8,-4.555,0,0.102,0.0307,2.57e-06,0.775,0.582,112.004,210026,4,40.19486,9,1,49,71727
The Tenth Part Of A Featured World,Eli Keszler,spotify:track:31RSzu8ioWsB65zqcGsGje,0.413,0.272,0,-20.033,0,0.0577,0.769,0.685,0.15,0.0378,104.317,290000,4,40.86704,10,0,21,6480
Awake,Tycho,spotify:track:2qC1sUo8xxRRqYsaYEdDuZ,0.552,0.878,1,-5.767,1,0.0353,0.0585,0.892,0.0746,0.598,176.057,283636,4,22.49876,13,0,65,584779
I Wish You Would,DJ Khaled Featuring Kanye West & Rick Ross,spotify:track:0n0HybfiBU3YDQNVtWugtm,0.705,0.873,5,-1.311,1,0.0504,0.0497,0,0.342,0.619,141.973,237347,4,26.88303,11,1,92,22190482
Visages VII Inner World,Michael Vincent Waller,spotify:track:3elM22wfMjnTkmLbKoAagW,0.298,0.0908,10,-22.842,0,0.0369,0.993,0.881,0.113,0.0557,131.653,273453,4,61.95695,14,0,22,753
I Feel Alright (1970) - Mono Single Edit,The Stooges,spotify:track:35dFj2bep4AneEz3Gc5HVa,0.39,0.926,4,-5.857,0,0.0342,0.0242,0.0295,0.432,0.875,112.099,198533,4,30.79811,9,0,58,406905
Let Us Fly,Love Sees No Color,spotify:track:42E1xWvGTnarGGmd8iaCfB,0.487,0.915,7,-5.413,1,0.0331,0.000278,1.4e-05,0.372,0.548,93.966,206005,4,21.52767,10,0,0,39
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,spotify:track:01uqI4H13Gsd8Lyl1EYd8H,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525,4,20.66609,15,1,82,2631673
Amen & Attack - Live,Powerwolf,spotify:track:5jvN5DBtc1tkQdKEMqbFQX,0.398,0.937,6,-4.507,1,0.155,0.000541,6.2e-06,0.386,0.207,98.004,291387,4,20.50179,9,0,68,476293
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,spotify:track:00ko9WaS4jOX1kEk3gvHjf,0.897,0.522,2,-7.578,1,0.374,0.0016,0,0.0554,0.623,149.986,225924,4,22.43194,9,1,95,10678743
Harlem Shake,Baauer,spotify:track:01XFgRZfZI7oBagNf1Loml,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,196664,4,43.71269,9,1,61,166699
Thinking Of You,George FitzGerald,spotify:track:2YhX2w40YJm26IKdC7Xlmp,0.727,0.832,0,-6.308,0,0.0662,0.0414,0.804,0.0314,0.747,122.99,319804,4,62.1128,11,0,58,97938
High By The Beach,Lana Del Rey,spotify:track:7g3htkaLz4ETFn0cifwM3y,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,257573,4,21.30206,9,1,87,11372760
I'm Yours (Instrumental Version),Matt Carlson,spotify:track:6H5DRQ3dbA2yoq7oHjQ5CU,0.524,0.175,0,-11.789,1,0.0568,0.92,0.858,0.0667,0.668,158.472,177000,4,53.65695,9,0,50,609
Nobody Else But You,Trey Songz,spotify:track:1HOUzEsetdIPSpAgRPhZQt,0.708,0.612,5,-6.379,0,0.122,0.0381,0,0.277,0.263,139.913,229013,4,32.22175,10,1,80,5377104
Ice Tray,Quavo & Lil Yachty,spotify:track:3wdfLVUhmX64lIyWIIEW8s,0.89,0.504,8,-5.444,0,0.123,0.023,0,0.123,0.222,129.969,213613,4,45.71645,9,1,87,11729033
Screamers in the Storm,Emerald Sun,spotify:track:7gLvcxqqd81DAeMFxRvNOB,0.337,0.943,10,-1.634,0,0.0609,0.000436,0.000584,0.0395,0.297,175.953,315809,4,44.75544,15,0,17,5673
A Holly Jolly Christmas,Burl Ives,spotify:track:65Q2mv3UlVi9eO70OpsmSe,0.683,0.375,0,-13.056,1,0.0303,0.579,0,0.076,0.888,140.467,135533,4,56.0167,7,1,56,46598
It All Comes Out In The Wash,Miranda Lambert,spotify:track:41FLEFSeRCv19OBn0vLiaH,0.602,0.73,0,-4.925,1,0.0314,0.00106,0.000115,0.095,0.923,164.027,214787,4,33.71075,12,1,73,2481459
Feeling Punk - Tee's Original Mix,Todd Terry,spotify:track:5DKyo9RhH2PNDjZbowvlYw,0.775,0.928,11,-6.776,1,0.0553,0.00286,0.881,0.387,0.523,126.617,337441,4,61.15368,10,0,59,42884
This Beat,Agent K,spotify:track:0ET8diViBcXDcCz6bVw2mK,0.814,0.725,1,-9.505,1,0.19,0.00204,0.0961,0.183,0.304,129.971,214154,4,30.47626,6,0,12,30
Circles,Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4,52.05235,9,1,95,28929026
It's Time,Imagine Dragons,spotify:track:2POOvCjR09X41UNUWm12dT,0.751,0.825,7,-2.862,1,0.0362,0.0689,0.00259,0.25,0.575,117.019,187244,4,32.63919,10,1,90,30491725
Your Disposal,Cattle Decapitation,spotify:track:3FGzV0BJ4TqcKwBSOjH6xs,0.323,0.985,4,-4.413,1,0.205,2.42e-05,0.592,0.575,0.151,114.778,287307,4,52.85167,10,0,50,122734
Batalla Final,Dangerous,spotify:track:2sIY93yqF0Rin3CdCJxbOu,0.156,0.991,7,-4.497,1,0.209,1.61e-05,0.00136,0.232,0.175,180.684,208661,4,27.43521,13,0,1,201
"French Ouverture, BWV 831",Johann Sebastian Bach,spotify:track:5CpjJKzNC8V9ZYyqXzKCPk,0.329,0.0689,2,-24.274,1,0.0425,0.984,0.0171,0.197,0.741,163.41,183760,4,49.78261,9,0,81,2936217
Relentless Mutation,Archspire,spotify:track:0a5M9DltcncHl3DKErFmD3,0.52,0.909,6,-5.461,0,0.0544,0.00616,0.635,0.11,0.311,140.055,274598,4,42.24989,10,0,43,57275
Words I Never Said,Lupe Fiasco Featuring Skylar Grey,spotify:track:5AcOdoDOQOKtPlAM1FqBO8,0.445,0.928,10,-3.532,0,0.304,0.0746,0,0.343,0.37,107.576,256960,3,94.54006,7,1,73,1886997
Soft Night,Elskavon,spotify:track:5hAsWMGQXBjDjYMoIlP9Ak,0.249,0.00248,2,-30.501,1,0.036,0.994,0.931,0.118,0.0788,73.601,155250,4,34.96629,9,0,51,3022
Hurt You,The Weeknd Featuring Gesaffelstein,spotify:track:6QdnKD1zwEgyOWtkrdzlOF,0.476,0.718,5,-7.227,0,0.149,0.263,0.00261,0.109,0.361,183.932,230027,4,30.03328,9,1,96,25593415
Tell Me Something Good,Glee Cast,spotify:track:5dOlofEykU1fUeakZmi237,0.693,0.759,9,-4.544,1,0.0566,0.364,0,0.207,0.881,81.031,194867,4,31.13217,4,1,81,1294079
Better Together,Luke Combs,spotify:track:1tSGw3h54aHModEHHL1HGK,0.552,0.225,0,-11.501,1,0.0477,0.826,0,0.111,0.67,138.002,219573,4,18.8542,8,1,88,3675696
Mr. Soul,Buffalo Springfield,spotify:track:4AUx6UCzD1gEsWLAApJQ2t,0.671,0.551,9,-12.996,1,0.0331,0.0951,9.17e-05,0.0438,0.962,134.788,171533,4,37.70989,7,0,64,488817
Pontoon,Little Big Town,spotify:track:2Gy3XMLbBxACZ4tXdFRGr7,0.721,0.819,9,-5.715,1,0.0269,0.413,0,0.196,0.867,96.02,212320,4,41.19967,10,1,70,1924282
Black Horses Stampede,Textures,spotify:track:5KsywoGp7aAI99WtqSpsUu,0.421,0.927,8,-4.141,1,0.0604,0.000987,1.02e-05,0.11,0.362,125.944,236533,4,51.42567,10,0,34,51571
Side Effects,The Chainsmokers Featuring Emily Warren,spotify:track:0bGLvHd0ApdT4t0shCfpzG,0.669,0.711,8,-6.758,1,0.033,0.00217,0,0.466,0.544,110.01,172747,4,57.56684,6,1,87,16926140
Living,Dierks Bentley,spotify:track:54K7AZoGpQklpygKrxZlKN,0.517,0.813,1,-6.325,1,0.0558,0.0153,0,0.106,0.444,83.005,222147,4,23.18127,9,1,72,2335244
Deep Scars,3D Stas,spotify:track:6B16bj1Jh3oqdLwc7fS5Gl,0.517,0.982,8,-3.412,1,0.133,0.000119,0.0561,0.19,0.563,174.042,252919,4,22.42131,9,0,52,79558
Believe Me,Lil Wayne Featuring Drake,spotify:track:6t2eIONH4Sax3R21QWiKNp,0.844,0.491,10,-8.807,0,0.17,0.272,0,0.111,0.196,91.935,337640,4,25.88553,15,1,100,60030365
For Those About To Rock,Godflesh,spotify:track:0bYKH9bJ8TXQC4UyVQd6PK,0.269,0.412,3,-10.768,0,0.0544,0.0347,0.902,0.127,0.188,109.806,329867,4,34.34836,8,0,39,47405
All We Know,The Chainsmokers Featuring Phoebe Ryan,spotify:track:2rizacJSyD9S1IQUxUxnsK,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,194080,4,97.65676,6,1,87,17153364
Mrs. Right,Mindless Behavior Featuring Diggy,spotify:track:4N4CHJqFZHyB7SBUuSFu1y,0.439,0.753,0,-4.799,0,0.0932,0.057,0,0.1,0.538,95.339,248187,5,36.11803,12,1,45,198319
Tiamat's Eyes of Death,Deathchain,spotify:track:2Dfe7wvwH0REisq2Ooc9XK,0.38,0.95,6,-6.176,1,0.0724,5.68e-06,0.323,0.315,0.0956,107.605,389053,4,36.40949,18,0,15,2596
Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",spotify:track:7FfpP3YZ6fOWMdxkIAtud9,0.708,0.56,9,-7.132,1,0.129,0.0668,0,0.111,0.411,163.043,230520,4,86.28227,9,1,97,35304620
Southern Voice,Tim McGraw,spotify:track:1R9tieT3ZujuJ77a9U5wR3,0.63,0.877,9,-4.106,1,0.0321,0.0446,0,0.113,0.758,112.051,242427,4,59.40747,9,1,77,3339784
"Come Warfare, The Entire Doom",Darkthrone,spotify:track:2OWrhxgNvBgvb9RAmMTTm2,0.183,0.998,0,-3.673,1,0.195,6.68e-06,0.0016,0.0538,0.0389,136.832,517773,4,34.42092,25,0,49,178383
American Kids,Kenny Chesney,spotify:track:1dgWTMoHwTUnQhOQ8SR5fV,0.733,0.589,7,-7.37,1,0.1,0.0476,5.85e-06,0.0366,0.867,170.097,182960,4,78.9244,5,1,77,3179806
As She's Walking Away,Zac Brown Band Featuring Alan Jackson,spotify:track:5qYiVdWxd84wRWGIQ9Hts6,0.553,0.619,3,-7.101,1,0.0308,0.474,0,0.123,0.374,183.91,223827,4,18.46741,14,1,77,3724855
Got It Bad,LEISURE,spotify:track:2DKhE0CxWGYoYQxYYbLrjJ,0.793,0.468,11,-10.054,1,0.0408,0.00839,0.0786,0.0689,0.534,95.999,205602,4,36.86925,11,0,61,91798
Greatest Love Of All,Whitney Houston,spotify:track:6yJxCltgtmGxIgKOS6ndnu,0.502,0.305,9,-16.011,1,0.0339,0.484,3.55e-06,0.117,0.248,131.242,291400,4,45.83699,15,1,82,5932251
That Way,Wale Featuring Jeremih & Rick Ross,spotify:track:7FAXe9lI8vzAJYgYv2xoSC,0.683,0.691,6,-6.435,0,0.23,0.0379,0,0.0578,0.295,73.469,269267,4,72.27752,11,1,83,11720145
Martians Vs Goblins,"Game Featuring Lil Wayne & Tyler, The Creator",spotify:track:1UIcqXAA24eg76EFWViwr5,0.476,0.81,4,-3.414,0,0.265,0.0803,0,0.568,0.642,83.309,228827,4,46.05079,11,1,92,17704282
Let Me Take You There (feat. Laura White) - Max Styler Chill Dub,Max Styler,spotify:track:60STZlsjPjvFNrHdRMNL0n,0.689,0.716,6,-7.399,1,0.0483,0.232,0.103,0.223,0.24,118.025,228814,4,18.30822,11,0,60,15971
Until the Day I Die,Story Of The Year,spotify:track:5AEJhgSz26vl7Ym3eKKZgY,0.597,0.931,11,-4.591,0,0.0984,0.127,0,0.0504,0.534,92.003,235200,4,26.76235,9,0,59,325319
Moonbeam,Jens Buchert,spotify:track:5wY6Vg1yQYqc2iezA5TNeh,0.694,0.7,2,-6.374,1,0.0329,0.0211,0.845,0.0802,0.532,99.986,309947,4,58.82551,11,0,40,8329
Pretty Girls,Britney Spears & Iggy Azalea,spotify:track:6QicTxeiSaRkPnkGDUvYOs,0.834,0.831,7,-6.061,0,0.0745,0.00799,0,0.217,0.788,103.009,163960,4,49.39585,9,1,83,13066059
Binaural Beta Sinus Drone IIII,The Entrainment,spotify:track:57QUuHrWZz08HialRptMC4,0.169,0.00703,3,-33.925,1,0.0594,0.979,0.322,0.118,0.0269,136.396,214908,5,99.70231,6,0,42,508
Memories Back Then,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",spotify:track:0A2lJqfi04TKDTJYoKBxa9,0.796,0.504,2,-10.989,0,0.0524,0.115,0,0.136,0.221,130.01,304320,4,45.60194,20,1,90,20962175
Brokenhearted,Karmin,spotify:track:4urcG6Nfubqsuqy3juMjBi,0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,227147,4,44.13132,13,1,58,514297
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,spotify:track:7EZPH9Px3gXlxD5KJDwtwc,0.871,0.743,2,-5.442,1,0.277,0.00212,0,0.141,0.576,130.977,278827,4,46.23262,16,1,92,17841775
Wild World (Instrumental Version),Steve Petrunak,spotify:track:7sW084mlyHpyt4YYavTYvo,0.42,0.381,0,-9.341,1,0.0513,0.965,0.857,0.131,0.583,151.004,197230,4,36.34149,12,0,53,5572
Via Dolorosa,Scandinavian Metal Praise,spotify:track:475hsOmoB7RclzGuUjEumY,0.242,0.957,4,-2.19,0,0.123,0.00243,0,0.103,0.0814,106.991,251480,3,27.94478,11,0,18,5130
IN THE NAME OF,BABYMETAL,spotify:track:3wgBCEAT15oNbRw8NAr83h,0.487,0.978,9,-4.411,1,0.102,0.000163,0.771,0.149,0.0375,129.994,270626,4,79.27429,9,0,65,706769
Go Loko,"YG, Tyga & Jon Z",spotify:track:3SZqA7rQvROJsCbUu2v0xa,0.88,0.67,2,-5.188,1,0.0429,0.299,5.08e-06,0.0677,0.142,100.995,299227,4,21.10076,13,1,89,10813175
Blues Don't Care,Buddy Guy,spotify:track:5fs3sNq3KK9jpbTNCf324m,0.371,0.941,4,-2.711,1,0.0779,0.0882,0.0373,0.0658,0.767,121.006,207000,4,21.49356,11,0,69,1323866
Summer Sixteen,Drake,spotify:track:17Q87zeXgsAi9iQQbMu9v0,0.594,0.46,1,-7.607,1,0.382,0.00354,2.71e-05,0.147,0.0541,146.274,202451,4,54.72466,8,1,100,50356964
Southern Comfort Zone,Brad Paisley,spotify:track:2lfmRyTLtsTCkLwMQcFSQk,0.431,0.876,4,-6.109,1,0.0658,0.0771,1.81e-05,0.0998,0.519,160.0,316987,4,27.31914,16,1,71,1882048
Trap Queen,Fetty Wap,spotify:track:2d8JP84HNLKhmd6IYOoupQ,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,222093,4,55.94038,11,1,77,3903496
Love Runs Out,OneRepublic,spotify:track:5BJSZocnCeSNeYMj3iVqM7,0.719,0.935,7,-3.752,1,0.0589,0.167,0,0.0973,0.738,120.022,224227,4,40.34864,11,1,86,10838576
Babel,Mumford & Sons,spotify:track:7nhItJUpHMXJURhZNyXHJs,0.373,0.813,2,-6.13,1,0.0543,0.0253,0.000227,0.0826,0.647,80.465,208933,4,60.71942,7,1,79,5839596
Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",spotify:track:7x9nXsowok1JszkVztI5NI,0.773,0.836,9,-2.326,0,0.153,0.283,2.1e-05,0.0828,0.497,112.01,201271,4,34.39013,10,1,95,46707284
Jumpsuit,twenty one pilots,spotify:track:1E1uGhNdBe6Dddbgs2KqtZ,0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052,238560,4,99.29365,10,1,86,18592158
Anthology (Daft Punk Tribute) (EFL092),OVERWERK,spotify:track:5rQNvwBagYhlgkHBvtgDAP,0.784,0.799,5,-6.7,0,0.065,0.00305,0.00138,0.419,0.613,128.871,193440,4,28.44461,12,0,52,113755
No Diggity,Nick Murphy / Chet Faker,spotify:track:2xD7RvKFJl52xyds3wQFXQ,0.574,0.764,2,-4.797,0,0.228,0.678,0.000974,0.116,0.473,160.044,221533,4,38.19013,8,0,69,102562
Jewel,Flume,spotify:track:7cPO2IPraPDlGIguekShlV,0.464,0.496,0,-6.688,1,0.0447,0.163,0.000501,0.783,0.0803,113.317,193732,4,51.63625,9,0,77,2079914
Not a Daughter,Agoraphobic Nosebleed,spotify:track:2KYQTOhhOjLiHtiJkgkqWh,0.236,0.911,9,-5.437,1,0.0675,3.74e-06,0.842,0.137,0.167,144.896,419538,4,45.96659,11,0,32,28130
Shots,Lil Jon,spotify:track:7cWNahjynBEP4wuXXhU0m6,0.822,0.865,1,-2.441,1,0.0469,0.00889,1.27e-06,0.122,0.169,128.017,218000,4,45.09619,10,0,77,4596685
Kevin's Heart,J. Cole,spotify:track:6tZ3b7ik1QDXFAZlXib0YZ,0.829,0.527,6,-6.644,0,0.367,0.482,0,0.631,0.473,116.078,200310,4,33.94862,10,1,88,11902179
On My Way To You,Cody Johnson,spotify:track:3OjNkFFZavF89xvRqWCXmU,0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,213307,4,37.72952,11,1,72,364986
New Americana,Halsey,spotify:track:6Xs7OKt6i0Ddq8B4M5Dgvr,0.339,0.707,0,-5.121,0,0.0428,0.0113,0,0.337,0.359,173.993,183808,4,34.06756,9,1,91,12502514
The Obelus,Novembers Doom,spotify:track:5xMdNZDNEERWjfWGTXOjpk,0.494,0.934,8,-13.348,1,0.0561,1.15e-05,0.0606,0.212,0.182,130.026,346004,4,44.92382,14,0,37,35842
Kush,Dr. Dre Featuring Snoop Dogg & Akon,spotify:track:1U8Ho1nOzKXYDvfigOuHG4,0.444,0.866,7,-6.217,1,0.111,0.000622,4.72e-05,0.105,0.375,94.968,235120,4,87.81487,7,1,86,13972774
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",spotify:track:6MF4tRr5lU8qok8IKaFOBE,0.691,0.64,0,-6.441,1,0.369,0.511,0,0.409,0.163,138.672,202040,4,34.86083,11,1,95,16995637
Boggie Bounce,Shonlock,spotify:track:6kG9aHIyH9CKIHE6iDGca8,0.861,0.592,10,-5.603,0,0.0965,0.127,0,0.205,0.391,105.993,223003,4,24.15901,11,0,42,23072
Children of Doom,Helllight,spotify:track:2UQkXhgKgW3GP1gJiM1xqa,0.0752,0.361,4,-10.133,1,0.0324,0.000135,0.815,0.0708,0.0392,79.46,739827,4,18.11812,40,0,10,2412
Make Me Proud,Drake Featuring Nicki Minaj,spotify:track:7yfg0Eer6UZZt5tZ1XdsWz,0.684,0.486,1,-10.155,1,0.132,0.00268,0.000148,0.157,0.355,131.913,219893,4,57.42572,10,1,100,69395163
Body Language,Jesse McCartney Featuring T-Pain,spotify:track:7lT9KJpfzMTNi9702WuNI8,0.643,0.748,0,-4.467,1,0.0364,0.0309,0,0.154,0.538,161.435,219213,4,18.00857,10,1,68,727989
I Am the Beasts of Death,Winterwolf,spotify:track:5c3EXg1Oa7LtSpAfxxhUTG,0.164,0.91,6,-10.353,1,0.0887,8.64e-06,0.914,0.276,0.178,94.964,285808,4,81.95574,8,0,6,1295
Ska-Metal,Cólera,spotify:track:2L1e4K4qIVU3q3sypht0OX,0.421,0.952,5,-5.746,1,0.262,0.0818,0.00023,0.0814,0.531,83.468,206629,4,26.88392,7,0,33,20545
Something In The Way You Move,Ellie Goulding,spotify:track:3ZCDG0nujwGfxrEmZlZoEt,0.658,0.814,1,-6.157,0,0.0493,0.0398,0,0.114,0.316,109.004,227423,4,27.11328,9,1,84,8558051
Plus Ultra,Carousel Kings,spotify:track:5WLvGmjfyAEYCvFNsLon0i,0.495,0.974,6,-3.596,1,0.109,2.72e-05,6.81e-06,0.166,0.487,90.999,195387,4,42.85378,10,0,41,29976
COUNTRY,Dean Blunt,spotify:track:1ELigAvakqysvIg1qURxPW,0.479,0.868,1,-7.715,1,0.344,0.209,0.724,0.201,0.494,48.888,130987,4,53.20178,5,0,50,45055
Immortals,Fall Out Boy,spotify:track:3Te8uLyit6X3ncNW8Fp3K2,0.615,0.868,2,-3.606,1,0.07,0.00131,1.54e-06,0.671,0.475,108.017,189387,4,23.19929,9,1,84,8279592
Que Pretendes,J Balvin & Bad Bunny,spotify:track:25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0,0.362,0.939,92.603,222347,4,46.26686,9,1,97,49232706
Anarchy Road,Carpenter Brut,spotify:track:76Y7zlowwANR9HfRIOiDoc,0.55,0.843,6,-3.038,0,0.0375,0.00384,0.294,0.319,0.204,107.005,213084,4,36.46358,7,0,63,258975
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,spotify:track:2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,225053,3,71.7475,9,1,84,14900717
Baby I,Ariana Grande,spotify:track:6EIsMa5lbvljYxqCkjZVDi,0.725,0.796,1,-3.684,1,0.0326,0.0154,0,0.354,0.517,101.976,197600,4,28.69018,11,1,95,52011267
Fix A Heart,Demi Lovato,spotify:track:0fMhhdMdbC94rHHK63jwWu,0.491,0.452,0,-7.86,1,0.0491,0.579,0,0.0907,0.455,160.227,193040,3,25.02696,10,1,87,18271651
Lonely Child,YoungBoy Never Broke Again,spotify:track:6xqZi5JTTk6XIMLvy7w5JJ,0.584,0.688,6,-4.427,0,0.431,0.294,0,0.097,0.628,94.971,217659,5,26.69141,9,1,88,5676535
One Thing Right,Marshmello & Kane Brown,spotify:track:4hPpVbbakQNv8YTHYaOJP4,0.659,0.623,4,-2.253,1,0.0451,0.0667,0,0.582,0.439,88.042,181824,4,23.05724,11,1,91,30322424
Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley,spotify:track:37jalmkAdkohJQj98FGU7r,0.597,0.785,2,-3.962,1,0.044,0.126,0,0.15,0.724,97.447,206920,3,44.01392,11,1,84,14825755
Speak Now,Taylor Swift,spotify:track:1nYWTzy5zu3zEPNgB1sItW,0.709,0.599,7,-3.734,1,0.0304,0.095,0,0.0973,0.735,118.975,240760,4,24.92151,10,1,95,33209760
Ballad Of The Sad Young Men,Charles Lloyd,spotify:track:2seZ8ZHnD5RQBkhT8RsBZu,0.474,0.112,0,-17.762,1,0.0297,0.974,0.873,0.112,0.116,106.514,377320,4,18.35119,16,0,46,20734
Metal Opus 1 C#m,Golden Resurrection,spotify:track:6W3Xaav5fVlsYACoB9HzV5,0.158,0.872,9,-7.15,1,0.05,8.1e-05,0.942,0.132,0.5,159.915,261733,4,39.22244,12,0,26,8905
Grove St. Party,Waka Flocka Flame Featuring Kebo Gotti,spotify:track:2e9EZ2V5QGGZPMJacO3y0Y,0.705,0.702,0,-4.783,0,0.108,0.138,0,0.364,0.771,140.059,250493,4,41.64528,6,1,71,2022469
