artist,artist_id,song_ids,song_names,length,weeksdates
Sean Kingston,6S0dmVVn4udvppDhZIWxCr,"['3bwCMbwDZVtvJDnUTQIdCX', '0wDbYIl4fN2mccHczCJqEf', '21XsBxsHuD8Ijk1mvR9bIb', '5w86HjXc60QjhMUAFAeLTf', '7BGkpHiIqGGA8B9rRPf5VL', '1hGy2eLcmC8eKx7qr1tOqx', '2oENJa1T33GJ0w8dC167G4']","['Fire Burning', 'Dumb Love', 'Beat It (feat. Chris Brown & Wiz Khalifa)', 'Face Drop', 'Beautiful Girls', 'Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj)', ""There's Nothin (feat. The DEY & Juelz Santana) - new album version""]",7,"['2010-09-25|125', '2013-05-04|141', '2009-05-23|72', '2010-08-21|120', '2007-06-09|0', '2008-05-17|64', '2009-09-19|89']"
Travie McCoy,7o9Nl7K1Al6NNAHX6jn6iG,"['2M9ULmQwTaTGmAdXaXpfz5', '56z8UyE4foPVnSrER7lVR5']","['Billionaire (feat. Bruno Mars)', 'Rough Water (feat. Jason Mraz)']",2,"['2013-11-09|27', '2010-04-17|0']"
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,['5FVd6KXrgO9B3JPmC8OPst'],['Do I Wanna Know?'],1,['2013-12-21|0']
Tamar Braxton,1MT1Wz4G9Z9EVOg4L5zZMS,"['7KNu81Nxp1EZyvZvkGBH4d', '6rvKqjSuVP02HzGiV4G4iq']","[""If You Don't Wanna Love Me"", 'All the Way Home']",2,"['2000-03-25|0', '2013-12-21|26']"
Craig Morgan,6ktyNEnEukKzskQEiXgCFD,"['4etE2X6t7GmyiuYLIdI8H5', '1fmi1hOBtH8xfUiWz4LVtE', '1jSZ1IETySh2kDTnyfIE0I', '2HTRbbAy1RHTsRbJ0RNcjM', '0Ta3jOf8m9yCSWMVwd8Qlf', '6FW9MTGMjR5A6q2o7PLuuz', '6v7fitqxmK10n5bQS2AqpA', '3GfFnxBuDNay7D1srwrqZU', '43OvQi0oJuPBFGiPxIoPC5', '29rfPTA47K0xyl1Pnf1YBw', '5UY3Vzkc5INzJ3wBJm5FlD', '4PyKicaf5RL5tlidl6ZMO5']","['International Harvester', ""This Ain't Nothin'"", 'Bonfire', 'This Ole Boy', 'Little Bit of Life', ""That's What I Love About Sunday"", 'Almost Home', 'I Got You', 'Love Remembers', 'Tough', 'Redneck Yacht Club', ""Wake up Lovin' You""]",12,"['2006-06-03|53', '2007-12-15|78', '2005-08-06|34', '2005-02-05|14', '2008-11-01|96', '2009-10-10|105', '2003-05-31|0', '2010-07-03|119', '2007-07-21|70', '2006-12-16|57', '2012-04-07|132', '2014-05-10|141']"
Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD,"['2n5bpmhEqlMJ2jgvWAwD9N', '7gN24J8E0pR3G2nsbhkcjw', '7FqDLD2f3VFdCYPCFpNvYq', '3AvMXM7A4zMHNbjRI2zGan', '7FzlbCUcpAfh0ar1yNiKXK', '1BFfvGcVL0CdnqWmZM3bH2', '5vj8PYuTycbVstCKzg5HbL', '215JYyyUnrJ98NK3KEwu6d']","['Steve McQueen', 'Love Is Free', 'Good Is Good', 'The First Cut Is The Deepest', 'Always On Your Side', 'Not Fade Away - for Revlon Colorist. All proceeds to Breast Cancer Research', 'Easy', 'Soak Up The Sun']",8,"['2006-03-18|95', '2002-04-13|14', '2007-02-24|103', '2008-02-23|104', '2003-10-25|49', '2002-09-14|37', '2013-07-20|110', '2005-10-01|85']"
Ylvis,2lEOFtf3cCyzomQcMHJGfZ,['5HOpkTTVcmZHnthgyxrIL8'],['The Fox (What Does the Fox Say?)'],1,['2013-09-21|0']
Icona Pop,1VBflYyxBhnDc9uVib98rw,['6HZ9VeI5IRFCNQLXhpF4bq'],['I Love It (feat. Charli XCX)'],1,['2013-02-16|0']
Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,"['6haHIyPMUnVCZn6pHpyzM8', '3sHH7lklbfpcraDDvYnjo7', '5anCkDvJ17aznvK5TED5uo', '4UEo1b0wWrtHMC8bVqPiH8']","['Not Ready to Die - From ""Call of the Dead""', 'Bat Country', 'Nightmare', 'Hail to the King']",4,"['2011-05-21|18', '2010-06-05|15', '2005-11-12|0', '2013-08-03|19']"
Charlie Worsham,1nYvElumwIjMkOczb985bq,['6fRKgExSY24i2whGdAJUnM'],['Could It Be'],1,['2013-09-28|0']
T-Pain,3aQeKQSyrW4qWr35idm0cy,"['5kxddRG1RZaZROadk7iC4D', '2aIdVb8v9KTpEZnftkz2mD', '1uH1Nd8vet2uoZSDFSDwbh', '57C67IcoKSWaiijRkYulHW', '2dYyMKEFQIRXzB6QYZWLIO', '79MIzD8vsGu3Xqe07m8aS1', '6j236RwzFFj4wqH2tWJNBD', '5974upRH7uHuhRkstgEhHu', '6BKtGdvO4IooVZdbF8bDyP', '28gIO6msEpMiz8D8uk4zvr']","['Reverse Cowgirl', 'Rap Song', 'Bartender', 'Up Down (Do This All Day) (feat. B.o.B)', 'Take Your Shirt Off', ""Bang Bang Pow Pow (feat. Lil' Wayne)"", 'Chopped N Skrewed (feat. Ludacris)', ""5 O'Clock (feat. Lily Allen & Wiz Khalifa)"", 'Best Love Song (feat. Chris Brown)', ""Buy U a Drank (Shawty Snappin')""]",10,"['2013-12-07|136', '2010-11-06|87', '2011-12-24|124', '2011-04-09|88', '2010-04-10|86', '2009-11-07|85', '2007-06-16|14', '2007-03-10|0', '2008-11-01|57', '2011-10-15|114']"
K. Michelle,2retT7MFwHDVTeGKDdybEx,['5hZUqVitmzZQcTtpkybSj6'],['V.S.O.P.'],1,['2013-10-26|0']
Emblem3,1md9aYaJ6Qt1FHypXICB5V,['036GQb6SETOJJG8BxJTNxc'],"[""Chloe (You're the One I Want)""]",1,['2013-08-10|0']
Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,['3QHMxEOAGD51PDlbFPHLyJ'],['Vivir Mi Vida'],1,['2013-08-10|92']
Bonnie McKee,7dtJROxWQe3fxxF5t7o67N,['0vvG0VEN6l2fbIEUtq3mQD'],['American Girl'],1,['2013-09-07|0']
Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,"['3VA8T3rNy5V24AXxNK5u9E', '7jJH8F3PHlNvxfqEAAfFDl', '6Uy6K3KdmUdAfelUp0SeXn', '4E6cwWJWZw2zWf7VFbH7wf']","['Love Song', 'Brave', 'I Choose You', 'King of Anything']",4,"['2014-05-24|105', '2007-11-17|0', '2013-05-11|63', '2010-07-10|41']"
Craig Campbell,7tkwiWhGKSuQV8LwPWceWN,"['1ugf7FcFQ0s95CTB0btuzz', '389JMtmedq5MLhikWghmzw', '7a1538puknbXpg5LnYNwBX', '3vkieK8FFhFnPtNRGAqVu1']","['Outta My Head', ""Keep Them Kisses Comin'"", 'Family Man', 'Fish']",4,"['2011-08-13|6', '2014-05-17|21', '2011-04-09|0', '2013-09-28|16']"
Fitz and The Tantrums,4AcHt3JxKy59IX7JNNlZn4,['0Nk7bSn0MItonkR0GNs3mj'],['The Walker'],1,['2014-03-15|0']
Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,['5GjnIpUlLGEIYk052ISOw9'],['This Is What It Feels Like'],1,['2013-10-05|0']
Fantasia,7xAcVHPiirnUqfdqo0USb1,"['7lDO0HIPCt63UJj5b20Dft', '7ANroj1yWw0YEGcLf7HO3Q', '3VgdPErkHCW7WZiTt6jwho', '3QfsB9tPwAjMb5b9P7r3Z5', '63lwbZioX7RZzvQ0sJNd7u', '4iuNZTcvT9diFySSzVsnVS', '2zZJnAlhgvW6DERn1tu3fb']","['I Believe', 'When I See U', 'Free Yourself (feat. Missy Elliott)', 'Baby Mama', 'Without Me', 'Truth Is', 'Bittersweet']",7,"['2010-07-24|85', '2005-04-30|35', '2005-02-12|13', '2005-01-22|10', '2007-04-21|62', '2013-07-20|97', '2004-07-10|0']"
The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,['2QjOHCTQ1Jl3zawyYOpxh6'],['Sweater Weather'],1,['2013-06-22|0']
Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,"['0DiWol3AO6WpXZgp0goxAV', '2Foc5Q5nqNiosCNqttzHof']","['One More Time', 'Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit']",2,"['2013-05-04|16', '2001-02-10|0']"
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,"['4T6HLdP6OcAtqC6tGnQelG', '6X5DnbDW9n8mbvKoKTEuAt', '4wLZ4zPM9c4oe1VV8ejdWV', '1NnBOnFPFdYJdauawQt5bN', '6vhYDNMZgffPwcdXdvMqCS', '0mvkwaZMP2gAy2ApQLtZRv']","['Everything', 'Lost', ""It's a Beautiful Day"", 'Home', 'Save the Last Dance for Me', 'Hollywood']",6,"['2008-04-19|0', '2006-04-29|0', '2005-05-21|0', '2013-03-16|0', '2010-09-25|0', '2007-04-07|0']"
Ray J,6gbGGM0E8Q1hE511psqxL0,"['7xwFOVYwBuLvFquLyfooRp', '1q51MejmtLKEv8mABG8XRE', '5qrzhg9Fmu8Amg2uMhHfe5', '6nJN1GYIHIdg1HQtrmJsqU']","['Sexy Can I', 'One Wish', 'I Hit It First', ""Wait a Minute (feat. Lil' Kim)""]",4,"['2013-04-27|68', '2001-05-26|0', '2005-10-08|17', '2008-02-16|42']"
Thompson Square,0Bvs8yPjrQSbmVIRqSg1Sp,"['2TAcwD5KcV9uY3O1tLGV15', '1jhgT2iu9vcwQy0ukJ8fgW', '0KGWGfFDNoVVGOPvoFZw6w', '3vYQTgxQWWM4VIDHi7qhQ5']","['I Got You', 'Are You Gonna Kiss Me Or Not', ""Everything I Shouldn't Be Thinking About"", 'Glass']",4,"['2011-09-03|20', '2011-01-01|0', '2012-06-23|38', '2014-02-01|69']"
Rocko,0T5OJgMVjKIX3b3W3ekqOl,"['3YrVdQ19x8VDexsX7ytwJ2', '0HFrCOmhCYXlv4NdEwRAuj']","['U.O.E.N.O. (feat. Rick Ross, Future)', 'Umma Do Me']",2,"['2013-04-27|11', '2008-02-23|0']"
Hillsong UNITED,74cb3MG0x0BOnYNW1uXYnM,['5Mw9bXG1dLNhbjofkVS2oR'],['Oceans (Where Feet May Fail)'],1,['2014-02-01|0']
Passenger,0gadJ2b9A4SKsB1RFkBb66,['0JmiBCpWc1IAc0et7Xm7FL'],['Let Her Go'],1,['2013-08-17|0']
Baauer,25fqWEebq6PoiGQIHIrdtv,['01XFgRZfZI7oBagNf1Loml'],['Harlem Shake'],1,['2013-03-02|0']
Joe Budden,1SAugjIcuwNPKS4urSB7A6,"['7tDbbfzB1d52lWP8rq8zRZ', '5sdhqXSfvyDgU6fiDJTP4f']","[""She Don't Put It Down / Remix (feat. Fabolous, Twista, Tank)"", 'Pump It Up']",2,"['2013-03-02|19', '2003-04-19|0']"
Tegan and Sara,5e1BZulIiYWPRm8yogwUYH,['4dTVgHZFPlaq9nPbLVVLSG'],['Closer'],1,['2013-11-02|0']
Arianna,3EXJ8NNRFsjxtnqErEZ2jv,['4X06LeyOO0NZoqOowDmp3a'],['Sexy People (The Fiat Song) (feat. Pitbull)'],1,['2013-05-18|0']
Randy Houser,56x8mYvS3cyDGAi8N2FxbB,"['4dJ5dViPmuNPxOnxbwY1dr', '27aDju7VAODvQYHWrrv6o9', '7K4VxvIXXbDbaVn6ARbch1', '2eQQ7YHhROyqSPiMrTOuum', '6enPOmd3vSFpI4jjms8kXN']","['Boots On', 'Anything Goes', 'Goodnight Kiss', ""Runnin' Outta Moonlight"", 'Like a Cowboy']",5,"['2008-12-06|0', '2013-05-25|44', '2009-06-13|5', '2014-01-25|64', '2014-12-20|80']"
Soko,4Q3f2YYH4gQxWFS3WY5G3j,['4miKDdaWW78mKwx6TIvOa0'],['We Might Be Dead by Tomorrow'],1,['2014-03-29|0']
We The Kings,3ao3jf5d70Tf4fPh2bnXVl,['4sOLr3sR4pbDzNdLQUiesp'],['Just Keep Breathing'],1,['2013-04-27|0']
Les Misérables Cast,0nIyPY7J7G68WgQEOLHn0x,"['3Mr6ofzF6ZuYiqHh8qNud3', '7CNVenAoty0IomwFPaMaaH']","['I Dreamed A Dream - From ""Les Misérables""', 'On My Own']",2,"['2013-01-12|0', '2013-01-19|0']"
Les Misérables Cast,4gOl5m9dY7IGAipqpul7GZ,"['3Mr6ofzF6ZuYiqHh8qNud3', '7CNVenAoty0IomwFPaMaaH']","['I Dreamed A Dream - From ""Les Misérables""', 'On My Own']",2,"['2013-01-12|0', '2013-01-19|0']"
The Lonely Island,1f5GqyOPo0CkotzzRwviBu,"['6XmT1eehtQjAtuZL3gMBNT', '5PEleSkK4p4E1sx3x7cOLt', '3O9nQmCkiA2VUAqQpkJZhD', '0MDNAlh3uu0FidvvpvX0mc']","['Jack Sparrow', 'The Creep', 'YOLO', 'I Just Had Sex']",4,"['2011-01-08|0', '2013-02-16|14', '2011-02-19|6', '2011-05-28|12']"
Danielle Bradbery,5iqStkZi6QmG8sgQZQrfGN,"['5FgLLtrDU4Ex2ezB9anpH5', '41IWskPv7SMaeJTyV0fVhz', '5wOyNyVoLhGVEbRHf8W2pp', '4qfgfiULHmM4z07KoLvSQv', '0yOqU2Ix7ficDZCT4z8vVk', '54R5JFQoVYfXopXQwsf5vR', '1rIusB0mmJglKOFmV1iMft']","['Please Remember Me - The Voice Performance', 'Born To Fly - The Voice Performance', 'Grandpa (Tell Me ‘Bout The Good Old Days) - The Voice Performance', 'Heads Carolina, Tails California - The Voice Performance', 'Who I Am - The Voice Performance', 'The Heart Of Dixie', 'Maybe It Was Memphis - The Voice Performance']",7,"['2013-06-15|2', '2013-08-03|5', '2013-07-06|4', '2013-06-29|3', '2013-06-08|1', '2013-05-25|0']"
Capital Cities,4gwpcMTbLWtBUlOijbVpuu,['6Z8R6UsFuGXGtiIxiD8ISb'],['Safe And Sound'],1,['2013-05-18|0']
Cassadee Pope,7ahuvq1mbb4idwG1iJbSFG,"['2Z79EukuDc4ii39XeYaRi5', '23C8mKYvkkLJl8uncfB96a', '5H5APugL36GmvXjZiRwYWU', '4sBm1Ek1ieohxc8qmkBzjH', '25zXRQGuwYZdIp88fVZOPC']","['Over You - The Voice Performance', 'Cry - The Voice Performance', 'Are You Happy Now? - The Voice Performance', 'Stupid Boy - The Voice Performance', 'Wasting All These Tears']",5,"['2012-12-15|1', '2012-12-08|0', '2012-12-29|2', '2013-01-05|3', '2013-06-22|4']"
Michelle Chamuel,6AXr7aXrJYFI3XjslAWDPY,"['0GrAOvAXTH1EHMHV4ZSjgV', '0eRdvRqJTPGZmdFftzF6Sx']","['I Knew You Were Trouble - The Voice Performance', 'Why - The Voice Performance']",2,"['2013-06-22|0', '2013-07-06|1']"
will.i.am,085pc2PYOi8bGKj0PNjekA,"['2q2pZHWEQe6w9PgACCzMtC', '5sn8kTcYEFZ0QcnYKEi9Qc', '26XUAwGZqQEyy8Ubhtj4kq', '01TuObJVd7owWchVRuQbQw', '5tMoj9U1ZAJ3pOMndaShr7', '4mWJSCa5i4HKPP71NbEqhF', '5pLQwt7Bfv1CeDDr1pD6ci']","['Check It Out - Main, Explicit Version', ""It's A New Day"", ""Feelin' Myself"", 'Fall Down', '#thatPOWER', 'T.H.E (The Hardest Ever)', 'I Got It From My Mama']",7,"['2013-04-06|50', '2010-09-25|11', '2007-08-25|0', '2008-11-22|9', '2014-04-26|75', '2011-12-10|26', '2013-05-04|58']"
Fabolous,0YWxKQj2Go9CGHCp77UOyy,"['5I6YA7oHtraxwWQzzCugDt', '7fuoqve1SOEBmhc2PoQTF0', '3dTwLV3pAQ3OhEKPVG42fx', '6c0GmyBsE7mQtrVvxJaWc3', '0yHConG49418wPs8UfAt44', '0BAUo3Y2wyxtcArALvI1NI', '2FSQYGTyk8GTIaiRyAWu74', '0YkJU6TjjwzsVXUPRIO0DB']","['Throw It In The Bag', 'Ready', 'Into You (feat. Tamia)', 'Breathe', 'Diamonds', 'Make Me Better', 'You Be Killin Em', ""Baby Don't Go""]",8,"['2007-09-15|88', '2003-06-14|18', '2009-06-20|115', '2007-04-21|73', '2007-06-09|74', '2004-09-18|44', '2013-04-27|156', '2011-01-01|138']"
Fergie,3r17AfJCCUqC9Lf0OAc73G,"['7jRoWfRlLnGYEIEn4t4kbq', '50xeLNGKmskmYUSINhqvfa', '4KTtYhxFtFL7mBwnjkKfLm', '1D066zixBwqFYqBhKgdPzp', '3Q4WeJmzxuDpzMu9QjQqbM']","['Clumsy', 'Fergalicious', 'Glamorous', 'London Bridge', ""Big Girls Don't Cry (Personal)""]",5,"['2006-08-05|0', '2007-10-27|102', '2007-05-05|62', '2006-10-07|9', '2007-01-27|37']"
Candice Glover,1rHf7vRCsDRBkbA1XGT9e1,['2jKrwn5GUuLUmO7dNUMc5c'],['I Am Beautiful'],1,['2013-06-01|0']
The Band Perry,75FnCoo4FBxH5K1Rrx0k5A,"['6BstspHAG1DuMebrQJWPJY', '2khs94jHAVzUm3Pu4mAMmv', '7t3yEWJXS4ZZE64JyJDJIg', '4u26EevCNXMhlvE1xFBJwX', '3xltN99Cj2KF5AZFhjDibh', '1vjx9wZEyhhM1VRmIoDiRk', '462tT5pBVstoLcOSJsBBKw']","['If I Die Young', 'All Your Life', 'Postcard From Paris', 'You Lie', 'Chainsaw', 'DONE.', 'Don’t Let Me Be Lonely']",7,"['2012-05-19|96', '2013-03-30|132', '2011-03-19|28', '2011-09-24|61', '2010-07-24|0', '2013-11-02|153', '2014-05-31|169']"
Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,"['4Cv5dkUBqepa0siwGREihD', '4KhanrenBxgyXYkFCArMyd', '4CTX9iU2a0Q9vM2T4YMUQL', '3sfydNh0QQAdnIAtDVG16H', '0WjQu6qf7KlVWAb6JqICYd']","['Stole', 'ICE', 'Like This (feat. Eve)', 'Kisses Down Low', 'Motivation']",5,"['2002-09-28|0', '2011-04-30|40', '2007-03-31|20', '2012-09-15|65', '2013-03-23|77']"
Ace Hood,31HjiqargV4NAw4GZqUale,"['0uFvvXbmGIXlf5ZgtHyYpf', '2aDsxXzs55S9I7THzNoHdD', '68LR4RQ7JLHwRodWxPOB0k', '53zJNZS5D9gcQW2Ru0Aypy']","['Body 2 Body', 'Bugatti', 'Ride', 'Hustle Hard Remix']",4,"['2011-04-23|1', '2008-12-06|0', '2013-03-02|30', '2011-10-01|17']"
Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,"['5eWOsyHHic4vJP3LjTVhqv', '3daDd8yhWLgeWyCeZp9eIj', '6shRGWCtBUOPFLFTTqXZIC', '7hOXiS6kDP4vYIh9DBsNgK', '12jjuxN1gxlm29cqL5M6MW']","['You And Your Heart', 'Flake', 'I Got You', 'Upside Down', 'Sitting, Waiting, Wishing']",5,"['2002-08-03|0', '2010-04-24|69', '2006-01-28|36', '2005-03-05|17', '2013-06-29|73']"
Amber Carrington,6YdYhEJqzEypHPI4KA0KyF,['0CCznGZ23ARzsnbTu4QlzU'],['Sad - The Voice Performance'],1,['2013-06-29|0']
Ariana Grande,5MmVJVhhYKQ86izuGHzJYA,"['35mvY5S1H3J2QZyna3TFe0', '6u7gmPOz7pzzaeR9xSBpsR', '5AKlnLpP3WLwZseNbjquND', '2meEiZKWkiN28gITzFwQo5', '7vS3Y0IKjde7Xg85LWIEdP', '3UoULw70kMsiVXxW0L3A33', '2qT1uLXPVPzGgFOx4jtEuo', '4OafepJy2teCjYJbvFE60J', '70yhaHLp9STtzI2Kzba6Tr', '3ko9jEHNt4O5fjKN65ULJp', '4HBZA5flZLE435QTztThqH', '7l94dyN2hX9c6wWcZQuOGJ', '1whfVLMKWqAX3uk97VXsNN', '7xoUc6faLbCqZO6fQEYprd', '1pKeFVVUOPjFsOABub0OaV', '0q85C1JiECyYIQthz1posA', '7E1jVNoWuemqUryI4FxsVD', '3yiopxxeHuwcpAg4e57Zjt', '6NYtLvyThMT0oALFdJFdzq', '5OCJzvD7sykQEKHH7qAC3C', '6ocbgoVGwYJhOv1GgI9NsF', '7Dx9Z6Aon1qPS2N0rHSWTe', '6yL2kTsdVwYnGwPkKGtMd5', '1cdzfFjEbUbgTm5nv3FgXR', '6AviHKu3ydzAePBmzEi62v', '5xDrO9DEDJGUQGfyoHvgDJ', '0WdR2AyLW1Drd3OUdwezM0', '6NmCCgnQcxKHPOAKgd9Nth', '4uTvPEr01pjTbZgl7jcKBD', '442j8VxaB60dWf9cBFuX5w', '4kV4N9D1iKVxx1KLvtTpjS', '6Im9k8u9iIzKMrmV7BWtlF', '14gkWVFMwdxBMyqBw1wmIg', '3wFLWP0FcIqHK1wb1CPthQ', '0lizgQ7Qw35od7CYaoMBZb', '70khXICDeTTxgYtw3EysKH', '1TEL6MlSSVLSdhOSddidlJ', '06EL94D0TA27Ik0Ke5usbj', '5GkQIP5mWPi4KZLLXeuFTT', '5Il6Oe7lr5XM7A0cWbVQtr', '6tsOcBnaKgzK22yEiqRh8P', '2hloaUoRonYssMuqLCBLTX', '5J4ZkQpzMUFojo1CtAZYpn', '0sci7ppTZFm4mjcH3nu8yO', '2vdBo4ALPYbHRUPKgtE5iC', '0sdbFOyfgAhAhWq8DpzkaW', '1xWH8zYtDeS9mW1JJG23VZ', '4T652DlATVHe0jdLKaN3Bw', '14kYOiFVPb7E7NfFbqhdln', '0Ryd8975WihbObpp5cPW1t', '0XOnMqLQDO89iAg7dWWwnG', '6f5TuB9WtbA1g49A4DcMQ4', '27356GVuMPFWiJSZCragoM', '12KUFSHFgT0XCoiSlvdQi4', '2IKJtXeR5UsaUjZB46fTOK']","['Santa Tell Me', 'Love Me Harder', 'Right There', 'love language', 'Stuck with U (with Justin Bieber)', 'make up', 'needy', 'The Way', 'Everyday', 'Let Me Love You', 'bloodline', 'MONOPOLY (with Victoria Monét)', 'the light is coming (feat. Nicki Minaj)', 'Dangerous Woman', 'Side To Side', 'ghostin', 'west side', '34+35', 'bad idea', 'just like magic', 'breathin', 'God is a woman', 'Break Free', 'fake smile', 'everytime', 'shut up', 'NASA', 'Problem', '7 rings', 'Baby I', 'Be Alright', 'positions', 'R.E.M', 'six thirty', 'Last Christmas', 'pov', 'in my head', 'safety net (feat. Ty Dolla $ign)', 'One Last Time', ""break up with your girlfriend, i'm bored"", 'nasty', 'off the table (with The Weeknd)', 'boyfriend (with Social House)', 'Almost Is Never Enough', 'no tears left to cry', 'goodnight n go', 'Popular Song', 'sweetener', 'obvious', 'pete davidson', 'my hair', 'Best Mistake', 'Focus', 'Into You', 'motive (with Doja Cat)']",55,"['2014-05-17|53', '2019-02-02|330', '2014-07-19|62', '2017-03-04|234', '2013-08-24|34', '2013-09-07|37', '2014-12-13|108', '2018-07-28|258', '2016-05-07|168', '2016-09-17|200', '2014-08-30|74', '2019-02-23|337', '2018-05-05|245', '2013-04-13|14', '2020-11-14|454', '2016-05-28|172', '2015-11-21|149', '2014-10-25|92', '2020-11-07|453', '2020-05-23|435', '2018-07-07|254', '2013-08-10|31', '2013-12-07|48', '2016-04-02|162', '2018-09-01|268', '2019-04-13|372', '2016-04-09|163', '2015-02-28|125', '2013-09-21|40', '2019-08-17|412']"
Kristen Bell,2kHxkdiKCSnHMkhIgFBZaI,[],[],0,[]
John Newman,34v5MVKeQnIo0CWYMbbrPf,['5VSCgNlSmTV2Yq5lB40Eaw'],['Love Me Again'],1,['2013-12-07|0']
Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,"['4mWYx9wadNBVrgcTRzHSkB', '4J9qfNgyYFAkUK8oIOohN1', '79pY2Z5eFvXMt9bSdHLrnA', '6i81qFkru6Kj1IEsB7KNp2', '1pNSYQkmeFSqsSOGwwxs5L', '1cAMXz9mnvrqyQLSG4KeeE']","['Nothing As It Seems', 'I Am Mine', 'World Wide Suicide', 'Just Breathe', 'Sirens', 'The Fixer']",6,"['2010-01-30|49', '2000-05-13|21', '2006-04-01|35', '2013-10-26|63', '2002-10-12|27', '2009-09-12|42']"
The 1975,3mIj9lX2MWuHmhNCA7LSCW,['44Ljlpy44mHvLJxcYUvTK0'],['Chocolate'],1,['2014-02-08|0']
George Strait,5vngPClqofybhPERIqQMYd,"['1hQhVRvc0E4ip1tall6Ey7', '1blSBtrZgDJIWQl0BlAyov', '1PmJcgLwG1wRC5qMdjogRD', '0zKsfGlBHj6mzZRhmACl8M', '11OFYsUK9EVJsQ6nutH32M', '33Ac3dT2JHu0ljlPoGVYHT', '4Fpq4QkR06QRDkujBUk0JY', '1FWAB1KZHJnAeET0288xha', '3YxKqZFpcxBPvpUssL8FS2', '1EXMjx4nCIvYTaY5CZMUSl', '7DJBy7gCXi2NkcgoIvPLcG', '7maV3I3KQNYpsOWYTOhGqn', '1BWBhzWgIL1eyNU02FfmVX', '1mIQiN9xMz58kfQO6wjOeX', '1J02p0AlYptTfos2M3hLW6', '24G9unJcgg98i678VyoXXI', '1qHRFZE8qykNXYZadzmi1m', '6r4LyNgkR7DmwgKj8Hbe6r', '4qjmnM1aYvayCTDd0uuRKH', '4GWDHnXmJBZfxe3DWZcPmg', '10Jl8nC5i4idX63nUk3mRj', '5ApdBBa3MtTzpF0MbpB2NG']","['I Saw God Today', ""How 'Bout Them Cowgirls"", 'I Got A Car', 'The Breath You Take', 'Wrapped', 'The Seashores Of Old Mexico', 'Cowboys Like Us', 'Living For The Night', 'Desperately', 'I Hate Everything - 50 Number Ones Version', 'Twang', ""Love's Gonna Make It Alright"", 'Troubadour', 'Tell Me Something Bad About Tulsa', 'Run', 'If You Can Do Anything Else', 'The Best Day', 'Here For A Good Time', 'River Of Love', 'She Let Herself Go', 'Give It Away', 'Living And Living Well']",22,"['2007-09-22|285', '2010-09-18|378', '2011-07-16|398', '2006-11-18|244', '2008-12-20|340', '2005-11-05|205', '2003-10-04|152', '2009-12-26|377', '2007-05-05|269', '2006-04-29|224', '2014-06-14|449', '2012-02-04|418', '2009-06-27|360', '2001-04-14|86', '2003-06-21|145', '2004-03-27|171', '2002-04-06|124', '2008-07-26|325', '2001-10-27|104', '2008-03-08|305', '2004-08-14|185', '2000-01-29|46']"
Bastille,7EQ0qTo7fWT7DPxmxtSYEc,"['3gbBpTdY8lnQwqxNCcf795', '2HHiH52OPxe8qyVO7N4uH7']","['Bad Blood', 'Pompeii']",2,"['2014-04-26|34', '2013-08-31|0']"
Ross Lynch,4UxLFBvSr4xMDpHe1lrLrH,[],[],0,[]
Mike WiLL Made-It,0NWbwDZY1VkRqFafuQm6wk,['20FZrLl9zSbO9b3DhaqO6M'],['23'],1,['2013-09-28|0']
Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,['7uMZy0bALAdneerERyr7Ks'],['Reflektor'],1,['2013-09-28|0']
The Wanted,2NhdGz9EDv2FeUw6udu2g1,"['34A8fwLutuMtIC0XLKdkqq', '4b4c0oH7PtrPsI86drzgFs', '3AGOgQzp0YcPH41u9p7dOp']","['Glad You Came', 'We Own The Night', 'Chasing The Sun']",3,"['2012-01-28|0', '2013-08-31|54', '2012-06-16|20']"
Jonn Hart,7vMpNua6oKT52WWHNUJ1No,['3zl4HPDF1fCoTZnPjHgSsb'],['Who Booty (Remix) (feat. French Montana)'],1,['2012-12-29|0']
Olly Murs,3whuHq0yGx60atvA2RCVRW,"['1f8UCzB3RqIgNkW7QIiIeP', '6s8nHXTJVqFjXE4yVZPDHR']","['Troublemaker (feat. Flo Rida)', 'Heart Skips a Beat (feat. Rizzle Kicks)']",2,"['2013-02-02|2', '2012-09-29|0']"
Pentatonix,26AHtbjWKiwYzsoGoUZq53,['7BvCDrlYwJ5D9RUqvvs3BT'],['Little Drummer Boy'],1,['2013-12-21|0']
