artist,artist_id,song_ids,song_names,length,weeksdates
The Swon Brothers,1nf0nRF0W4ybnJdda00pKY,"['2QDx0OJsKHrrjkHbfyP3pv', '2bvxIrwSsQiaHOePGrjnJ9', '33HsGrbLFuVLg18e1zJ1Gc', '7lG4154Md1Kw7BMg56Pt4s']","['I Can’t Tell You Why - The Voice Performance', 'Danny’s Song - The Voice Performance', 'Turn The Page - The Voice Performance', 'Later On']",4,"['2014-08-30|3', '2013-06-29|0', '2013-07-06|1']"
Jimmy Fallon,7mAcgRMD6EfCKHO6cIkDOP,['0PcLrZITBBSQKKrufVKFJI'],['EW!'],1,['2014-10-25|0']
Tinashe,0NIIxcxNHmOoyBx03SfTCD,['3jVtllWS5CFFWLQng8sKsr'],['2 On (feat. ScHoolboy Q)'],1,['2014-05-24|0']
Colbie Caillat,6aZyMrc4doVtZyKNilOmwu,"['5OGkKx8jP0A5KSULEc6XYZ', '1le5KVGTF1xWf2aUj7ruLy', '5qP1EhyVCDgyjqEMoJPUWA', '42loEE51UDcecom9K8K4ei', '5YTtTbqxUzJHD3CpbNHerP', '0rFOs9paloAvEtzwDX1Kmc', '2rJWnAqSuLMls0KOv416Io', '6buXDkw3Gv4fQC1OZKUhnR']","[""Fallin' For You"", 'Realize', 'I Never Told You', 'Brighter Than The Sun', 'Bubbly', 'Try', 'What If', 'I Do']",8,"['2011-02-26|128', '2011-09-03|138', '2009-07-18|77', '2014-07-26|163', '2008-02-23|36', '2007-06-02|0', '2010-04-10|108', '2011-07-30|137']"
OG Maco,0nvvVQhPQGkYTJlThLbJeu,['4UUFTQKwwId0n1P9t4ZQhx'],['U Guessed It'],1,['2014-10-18|0']
Big & Rich,0oBEeN6BCxEgMogzThqrPf,"['2X0aeFJXJZpeK2nSWvypiI', '56EYmR9IrFKKYdygcKXrvH', '6hQNZOmjGuiJuArVQLSKro', '6WacAQkSA7QkEPnxse7WWw', '5s7m2xNZWgz5FqVSIvJcGA']","['Lost in This Moment', 'Look at You', '8th of November', 'Save a Horse (Ride a Cowboy)', ""Comin' to Your City""]",5,"['2004-07-31|0', '2005-12-03|0', '2006-07-22|0', '2007-04-07|0', '2014-09-20|0']"
Chase Bryant,7io3MyhMxDZoBYXp4rlRFA,"['4AumKAnMygP1baZGTZrRdp', '19OKWQPIupVomZOgBHvhV3']","['Take it On Back', 'Little Bit of You']",2,"['2015-01-17|0', '2016-02-27|8']"
alt-J,3XHO7cRUPCLOr6jwp8vsx5,['4iEOVEULZRvmzYSZY2ViKN'],['Left Hand Free'],1,['2014-10-11|0']
Snootie Wild,1YXg2Chm7UfZAUAkjJEpqK,['44DNRbTlkVXL80mZa2XwZl'],['Made Me (feat. K Camp)'],1,['2014-11-08|0']
Hozier,2FXC3k01G6Gw61bmprjgqS,['1CS7Sd1u5tWkstBhpssyjP'],['Take Me to Church'],1,['2014-08-30|0']
Train,3FUY2gzHeIiaesXtOAdB7A,"['3g4GTF5OZrLrmk7hGZFkH8', '2MWOqewf5j0qf2b6S5J6cS', '7gA5OQWsvAY7HhazroFuwI', '2hKdd3qO7cWr2Jo0Bcs0MA', '3h0NvxPV2wiENW2ieih9DL', '2GxGYGrixbXPFojONbzdo9', '3adeqciqrsp6PQqR0hGDC7', '1NghHeg0wE32eBYrQBVQXL', '0KAiuUOrLTIkzkpfpn9jb9', '2NniAhAtkRACaMeYt48xlD', '0E29BKKGCJHcb7b9oIWgGB']","['Shake Up Christmas', 'When I Look to the Sky', 'Angel in Blue Jeans', 'Calling All Angels', '50 Ways to Say Goodbye', 'Drops of Jupiter (Tell Me)', 'Marry Me', 'Bruises (feat. Ashley Monroe)', ""If It's Love"", 'Drive By', 'Save Me, San Francisco']",11,"['2010-06-26|159', '2012-01-28|229', '2013-08-31|285', '2014-09-27|293', '2004-02-07|109', '2011-01-08|202', '2001-03-17|27', '2003-05-24|80', '2012-07-28|255', '2010-12-04|197', '2011-07-09|218']"
The Script,3AQRLZ9PuTAozP28Skbq8V,"['0c3yfC8zMRJGvmqphczhZb', '38xWaVFKaxZlMFvzNff2aW', '1X1DWw2pcNZ8zSub3uhlNz', '09ZcYBGFX16X8GMDrvqQwt', '37sINbJZcFdHFAsVNsPq1i', '3nqqDo8CcCLke3ZoTgiOKf']","['For the First Time', 'Superheroes', 'Nothing', 'Breakeven', ""The Man Who Can't Be Moved"", 'Hall of Fame (feat. will.i.am)']",6,"['2012-09-08|98', '2011-08-27|78', '2010-08-21|35', '2009-12-19|0', '2011-01-01|49', '2014-10-04|123']"
Vance Joy,10exVja0key0uqUkk6LJRT,['3JvrhDOgAt6p7K8mDyZwRd'],['Riptide'],1,['2014-07-12|0']
K CAMP,5bgfj5zUoWpyeVatGDjn6H,['2BqQQXuBOuhaWeUP7okEx0'],['Comfortable'],1,['2015-08-22|0']
Jeezy,4yBK75WVCQXej1p04GWqxH,['0jkeRqlWciqKxU3iHQfdWj'],['Seen It All'],1,['2014-09-20|0']
ILOVEMAKONNEN,3aGFCoR8xGN6DKwvdzeSja,['2znzyzlAUc8Z1Ikq9aFOcx'],['Tuesday (feat. Drake)'],1,['2014-10-11|0']
Ca$h Out,7Kp7SzuRuNiPFCy7JIwnLx,"['4foyyTPR2jUcATliukBkd9', '1POAx4NMLOBPVKZUSsBh92']","['She Twerkin', ""Cashin' Out""]",2,"['2012-04-28|0', '2014-07-12|20']"
Brad Paisley,13YmWQJFwgZrd4bf5IjMY4,"['3yMVUGqVK5iTTkA8kGChH2', '3dAgQFdruU8ufWc5GE05xC', '3VLCtStwYsAL4LKZgeUvy3', '154grZhOoDf2FDTnS2BpK6', '3uJggzf2q1lCOl8EiQHFvN', '6Ray43gNA6LZxareyESwNk', '5wKaxpvqXq95IaoAVPLgoi', '74mZKvZcZzzvbOnt8NfWda', '0U6uTxVPeoXFcxlXMIWgAR', '5z1T8M153gyxX6IKJemYX7', '6hVgzcyMmjNKaJn5VRZX3H', '3XKbdb9GB6u3hsnUklQTav', '1Jhm8RRMQSTYX9ZaOMeUk8', '7xJqaCgeteqWPogqjjxkBl', '7wqMZWYeBxJt0obQPnF5NX', '4yL5WpJZmoxAV4udhE55VY', '736KP0gdltJQWPKk0wVL7l', '14UE0L5fL5TL0ohEiAv56X', '20dc1jFEG3azMMyvpHj8La', '4AQWKGBWTR7fVuUKxi5sKE', '3OMpIoONQH8rSscaZLozFQ', '2EUHzmBZux7SSra71cGkIB', '23q6Nowh5GeqtY5jTDzKyQ', '2qfGMqnRjiE4opZ4cBT65F']","[""I Wish You'd Stay"", 'Old Alabama (feat. Alabama)', 'Mud on the Tires', ""Crushin' It"", 'Camouflage', 'Country Nation', 'Ticks', ""Waitin' On a Woman"", 'Perfect Storm', 'American Saturday Night', 'Anything Like Me', 'River Bank', 'Wrapped Around', 'Alcohol', 'This Is Country Music', 'Two People Fell in Love', 'Welcome to the Future', ""She's Everything"", 'Beat This Summer', 'Letter to Me', 'Water', ""When I Get Where I'm Going"", 'Then', 'Accidental Racist (feat. LL Cool J)']",24,"['2009-08-22|361', '2007-04-14|261', '2005-07-02|183', '2003-01-18|95', '2011-01-08|427', '2014-05-24|514', '2001-11-17|75', '2006-10-21|241', '2001-04-28|57', '2011-04-23|444', '2010-05-01|392', '2008-07-26|321', '2009-04-04|341', '2013-04-27|497', '2007-12-01|298', '2010-09-18|411', '2004-12-04|163', '2015-05-16|549', '2016-02-13|564', '2011-12-17|464', '2009-12-19|377', '2013-03-23|493', '2005-12-03|201', '2014-10-25|532']"
Madi Davis,1ElMTvVPnRlpOIzw5vZXRQ,['62gFelpaDV9TPR4AybUfjK'],['Girls Just Want to Have Fun'],1,['2015-12-19|0']
Jack & Jack,1INuLZXjjVbcJRyWvD1iSq,['5Nh8XViPuGZpPfAdcmcr5t'],['Wild Life'],1,['2014-08-23|0']
August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,"['4IeUAegXVbETb7FpgNDnSM', '7ewfvLrlI0VNht4vEnoTMh']","['I Luv This Shit', 'No Love']",2,"['2014-10-04|20', '2013-09-21|0']"
Robin Thicke,0ZrpamOxcZybMHGg1AYtHP,"['231O3DltLcwtgIKoNbMkrt', '6MmxDAqXSxFS9dLQs1l7DT', '1zy9PC4hGrVtCU7LoMOIqH', '5zDQlhcJ5KOoXeSMGwiuJY', '6bTORCskFVRlnHXbVgnKEe', '4V2F0DZrAXOWq9hkwMMG3x', '0n4bITAu0Y0nigrz3MFJMb']","['Give It 2 U', 'Blurred Lines', 'Sex Therapy', 'Get Her Back', 'Magic', 'Can U Believe', 'Lost Without U']",7,"['2013-09-07|79', '2013-05-04|61', '2006-12-23|0', '2007-08-18|23', '2014-07-12|121', '2010-01-02|42', '2008-06-28|25']"
Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,"['1Oenqmtbzt331Pgv0ODfS2', '5l9D0ugfAeQ6cgiYb2ay65', '35x6JdLCr4VWWR5ShNoAWo', '1Un1dsZkA9cfZMLOXOyUBc']","['Bend Ova (feat. Tyga)', 'Outta Your Mind', 'Hey', ""Bia' Bia'""]",4,"['2014-09-27|92', '2001-08-25|0', '2010-07-17|91', '2010-06-26|89']"
"Juicy J, Wiz Khalifa & Ty Dolla $ign",5gCRApTajqwbnHHPbr2Fpi,['7zBQRGpYImAdIZc97FNj3V'],"['Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""']",1,['2014-08-30|0']
"""Weird Al"" Yankovic",1bDWGdIC2hardyt55nlQgG,"['1gloYGAZI6eHp6MEPjLuL3', '60R2v9lheAu3lwZwAFxMZK', '4JqQWAr47pGEoaMArpA7Z3']","['Canadian Idiot (Parody of ""American Idiot"" by Green Day)', 'Word Crimes', 'White & Nerdy (Parody of ""Ridin\'"" by Chamillionaire feat. Krayzie Bone)']",3,"['2006-10-14|0', '2014-08-02|23', '2006-10-21|1']"
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,['2ixsaeFioXJmMgkkbd4uj1'],['Budapest'],1,['2015-02-14|0']
MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,['6RtPijgfPKROxEzTHNRiDp'],['Rude'],1,['2014-05-10|0']
Milky Chance,1hzfo8twXdOegF3xireCYs,['6vECYJHxYmm3Ydt3fF01pE'],['Stolen Dance'],1,['2014-08-09|0']
Rich Gang,6h2J3dxLnTyURwIUBumKog,"['39z2CyYexbcwgD0pEeUUeu', '7DTlsMOQjGysXHpwwpHuPl']","['Lifestyle', 'Tapout']",2,"['2014-08-02|20', '2013-05-25|0']"
Christina Grimmie,0Cav8jyZKAHMFbAusOmjku,"['0UpdZpqyGKwz3GRU1DvpGM', '6xVIlqDFInhEEgBDV02kp3', '5DEpO2jZQagRQvptOEzFwo', '30S7ayrPfoQ2zBHlJmavTn']","['Somebody That I Used To Know - The Voice Performance', 'How To Love - The Voice Performance', 'Hold On, We’re Going Home - The Voice Performance', 'Can’t Help Falling In Love - The Voice Performance']",4,"['2014-06-07|2', '2014-05-17|0', '2014-05-24|1']"
Josh Kaufman,1rVN2nOV74weTglog9V0gk,"['0QDfwssgneF3kVgBo13lRr', '64Flzdebissfcq2f0QQq0t']","['Stay With Me - The Voice Performance', 'I Can’t Make You Love Me - The Voice Performance']",2,"['2014-05-10|0', '2014-05-24|1']"
Jake Worthington,40v31oiMOaz7dorFhevJRp,['7rSQKuJcahmTznIzb709SB'],['Heaven - The Voice Performance'],1,['2014-05-31|0']
A-Trak,3TaUSUXn41GixL7zbvrIDt,['4i3IBAYQQRdiGjbsK4AHuS'],['Out the Speakers'],1,['2015-02-21|0']
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,"['0rT9f5BSZrZ6DvzfBEckG0', '48td6xvpokdYwvbl3JIiXP', '4h5KB1btt2aZBq9EJHmWF4', '7uyivkbdc8iH8wyBGBhlXV', '1Lhwn4PqeGpM4LTVUowW76']","['Love Never Felt So Good', 'Slave to the Rhythm', 'You Rock My World', 'One More Chance', 'Butterflies']",5,"['2014-06-07|52', '2014-05-17|49', '2001-09-08|0', '2001-11-17|10', '2003-12-06|40']"
The Black Keys,7mnBLXK823vNxN3UWB7Gfz,"['5G1sTBGbZT5o4PNRc75RKI', '5lN1EH25gdiqT1SFALMAq1', '3Hx7RXqCS7Kzjy2ot2q1Gk', '2MVwrvjmcdt4MsYYLCYMt8']","['Fever', 'Gold on the Ceiling', 'Tighten Up', 'Lonely Boy']",4,"['2014-04-12|30', '2012-06-23|24', '2011-11-12|4', '2010-11-06|0']"
Hunter Hayes,7H6dkUChT5EoOQtUVMg4cN,"['7EIbjRAv9K5ccoH4XivnTk', '0spRhrdp5a0qHBzcYwtFIX', '71DDK14XVxkXLmG3AVi1BP', '2B5ey0F0QtFKNIR48vfvNJ', '4FkgULes13bk2eHrsJg4q9', '0p1BcEcYVO3uk4KDf3gzkY']","['Storm Warning', 'Wanted', 'I Want Crazy - Encore', 'Invisible', ""Somebody's Heartbreak"", ""Everybody's Got Somebody but Me (feat. Jason Mraz) - Encore""]",6,"['2014-02-08|107', '2011-11-12|0', '2013-04-27|78', '2012-05-12|12', '2012-12-08|42', '2013-11-23|98']"
Becky G,4obzFoKoKRHIphyHzJ35G3,['3DmW6y7wTEYHJZlLo1r6XJ'],['Shower'],1,['2014-06-21|0']
Katy Tiz,2E19mfEFhCr6UgZUYJGOEW,['1XTbAGjlbdQ74ADCA7sE02'],['The Big Bang'],1,['2014-05-17|0']
Ingrid Michaelson,2vm8GdHyrJh2O2MfbQFYG0,"['3tInTDUq8wdIMw5ftohmqJ', '43ddJFnP8m3PzNJXiHuiyJ', '4I8Nhe8qN9xgR8tosYQ5ut']","['Be OK', 'Girls Chase Boys', 'The Way I Am']",3,"['2008-11-01|20', '2007-10-13|0', '2014-04-26|21']"
Frankie Ballard,0dvKgSdNB2U1gfp6ZcekYi,"['6aNwDe5YH5YUPlpHkku52w', '6ll39ALTlddWWQZLjSFlwM']","['Sunshine & Whiskey', 'Young & Crazy']",2,"['2014-07-26|20', '2015-06-13|40']"
Rita Ora,5CCwRZC6euC8Odo6y9X8jr,"['05j9ehtmZsj8BL07s9rZ75', '2ia7iiEtpiOL2ZVuWxBZGB']","['I Will Never Let You Down', 'How We Do (Party)']",2,"['2012-06-09|0', '2014-08-16|9']"
Christina Perri,7H55rcKCfwqkyDFH9wpKM6,"['6lanRgr6wXibZr8KgzXxBl', '5u0YB9bpmgEPS2bPhwfRFV', '1x80xTzSL7pok3M5JC3oJz']","['human', 'A Thousand Years', 'arms']",3,"['2011-04-02|24', '2014-02-22|62', '2011-11-05|33']"
Jerrod Niemann,0RKP52f5PNDCRZ9Luq2Sr7,"['5UzU0qw21okODBNUnxptVo', '6bdDMSGOpu4u2AT4rarSDc', '56hUUEbFVeJXCmbdPfsy1T', '3M31S6f0z8S3nkFh3eS06W', '1HYKv0B6bYycqpxWHydKy9']","['What Do You Want', ""Shinin' On Me"", 'Drink to That All Night', 'Lover, Lover', ""One More Drinkin' Song""]",5,"['2011-01-01|20', '2012-09-15|58', '2011-08-13|40', '2010-05-15|0', '2014-01-18|65']"
Sara Evans,7qvsLYsYP0MHD7jkdv6DAG,"['6NhpIdjYoufuNNlBsgOztc', '3TcoHf7nvC8RaDVdfIFjFR', '6Zf4AMWgnUDobtAixiIqnZ', '6O2lo7245XfRbIfpL5yRLJ', '5ZikjYD4kjkwYRhLO8azoD', '1zmvaeDthBdtthb4RgYr9a', '5FIp4LrsffxiHLhmmpCbCx']","['Suds in the Bucket', 'I Could Not Ask for More', 'A Real Fine Place to Start', 'Born to Fly', 'As If', 'Slow Me Down', 'A Little Bit Stronger']",7,"['2011-01-15|151', '2007-10-27|141', '2004-08-07|89', '2014-03-29|172', '2005-07-09|109', '2001-04-21|31', '2000-10-21|11']"
The Fray,0zOcE3mg9nS6l3yxt1Y0bK,"['57uX2vR9j9DNiANDYfXw1i', '6sSDEFMeyf16WRDLRCXwTc', '1N62wozuHCvczCkY4QidpP', '5fVZC9GiM4e8vu99W0Xf6J', '6Rjw3kkox3TPXPB6sixLGs', '6IDDwI0YOCAUDhMZltQekS', '5l6hpyTGBK0LAAxgPnqTQL']","['Never Say Never', ""Love Don't Die"", 'How to Save a Life', 'Absolute', 'Look After You', 'Happy Xmas (War Is Over)', 'Over My Head (Cable Car)']",7,"['2006-04-15|7', '2006-12-30|77', '2007-03-17|90', '2006-02-25|0', '2014-01-18|191', '2009-02-21|123', '2009-06-27|143']"
Buck 22,3PLyAykPbTPfncYaH2hxdP,['37FK7UA8BqmCllCfFabkLE'],['Achy Breaky 2 (feat. Billy Ray Cyrus)'],1,['2014-03-01|0']
Mr. Probz,33W1pnW9zScZtYTnAoWnOT,['1HFfMOxCAT4GAwaPfCdmUs'],['Waves - Robin Schulz Radio Edit'],1,['2014-09-06|0']
KONGOS,58R5LHkK3vkmEyGUPOR5kS,['2kWowW0k4oFymhkr7LmvzO'],['Come with Me Now'],1,['2014-04-19|0']
Natalie La Rose,2qdONMCoDngQk0eV4Avs1i,['7ioiB40H9xKs04QtIso2I3'],['Somebody'],1,['2015-02-07|0']
Austin Mahone,04abdnqPQe2N4fjztDea6z,['2n3CaPGPLYnYAvTEwKCX8t'],['Mmm Yeah (feat. Pitbull)'],1,['2014-02-08|9']
Nico & Vinz,0awl5piYwO0CDTHEkCjUhn,"['1fidCEsYlaVE3pHwKCvpFZ', '0LH5xRQz5D36FpIkYUFv2e']","['In Your Arms', 'Am I Wrong']",2,"['2014-11-01|0', '2014-05-03|0']"
Phillip Phillips,6p5JxpTc7USNnBnLzctyd4,"['5L79aNYCTKiZq7vaOElXYj', '3Q2tKt6gKdn9LUMcHFxNJy']","['Gone, Gone, Gone', 'Raging Fire']",2,"['2014-03-22|70', '2013-03-23|36']"
Rixton,0kkxsdcaWmWU2yWAqclDh4,['1oew3nFNY3vMacJAsvry0S'],['Me And My Broken Heart'],1,['2014-04-12|0']
Young Money,5OrB6Jhhrl9y2PK0pSV4VP,"['6HfOzLLjsaXsehIFEsrxTk', '4UXpJDvdsfneLvT09oJocg', '3iL2l5gUqyPS6vDwJFgJTR', '6klZDCEsQzMELAPyovvpUw']","['BedRock', 'Roger That', 'Every Girl', 'Trophies']",4,"['2009-05-23|0', '2009-12-12|20', '2010-04-10|48', '2014-03-22|76']"
Neon Trees,0RpddSzUHfncUWNJXKOsjy,"['0K1KOCeJBj3lpDYxEX9qP2', '2iUmqdfGZcHIhS3b9E9EWq', '1fBl642IhJOE5U319Gy2Go']","['Everybody Talks', 'Sleeping With A Friend', 'Animal']",3,"['2012-03-31|36', '2010-06-19|0', '2014-03-15|75']"
Rico Love,2GEcMpeGIad5O23WxDRFMn,['4tzrdaXrV7FQMLoM0FvXdZ'],"[""They Don't Know""]",1,['2014-02-08|0']
Eric Paslay,4TONBKcqVR1LmPdfJxvkMU,"['1B17jo7XD3lJ9AtrdE9kUd', '5BNgkhr9nadjc1cJGpeJAs']","[""She Don't Love You"", 'Song About A Girl']",2,"['2015-03-21|30', '2014-06-21|20']"
Afrojack,4D75GcNG95ebPtNvoNVXhz,"['2ldAdghnrO34HPcZ0IWfTu', '7aLemVaGw5bt4u7wPXm7Lm', '4iD3msRl5hJUBEtrQwnR4k']","['Take Over Control (feat. Eva Simons)', 'As Your Friend', 'Ten Feet Tall']",3,"['2011-07-02|0', '2014-07-19|22', '2013-03-09|19']"
Tessanne Chin,3gtaVMrNBTAFtlzYTeHNua,"['6D9XBfUFCpnVN2tSP2bETW', '4Ib4InLIR369amEBFcAjhb']","['Let It Be - The Voice Performance', 'I Have Nothing - The Voice Performance']",2,['2014-01-04|1']
SoMo,5AtWO8IEnjhRLzaVVQxFUs,['1CI6YgwwNq3VfhgxPuEpE6'],['Ride'],1,['2014-01-25|0']
Lucy Hale,4gWAItIMhYCdD82T8tvv3T,['3aOnLQ7Q5bUxB8mqYWb7iX'],['You Sound Good to Me'],1,['2014-01-25|0']
Parmalee,4TshyQDihSYXSWqvclXl3I,"['3jSyE8r8vgg8fmwojoMzql', '3Bdqlr7jQLNhITAgcBGQBG', '7JKUEuxOW5NNieEjoW59sH']","['Close Your Eyes', 'Carolina', ""Already Callin' You Mine""]",3,"['2014-10-11|19', '2015-11-21|35', '2013-10-05|0']"
Hadouken!,1369EOxSlL69yV9Yp1nVaR,['4jCJDQiiLMTh3ix6dXqfvo'],['Levitate'],1,['2013-03-16|0']
R. Kelly,2mxe0TnaNL039ysAj51xPQ,"['3JV9Hs3iTF4UhTIkN054i4', '3XhCHPfPDafMQx014Sblfy', '1bn8fjxuCLfnAaXZDx1tof', '5uj2AfrbHQREGXVxhqhvyU', '7cFQFr1VpkSp3BTIn7X719', '67UivNNJwBPb8XS7r4fGmf', '6tXu3q5V75lgnO0gdI7GKK', '7lrAsaTw9CTh5uSr0fvHOd', '266hoXlxTshUk4XsNQK5to', '5nB5bek72WORC5jegCIPNk', '2mw9UnfWIw9mYPAoDEc4ud', '45LrQ3tg1z8plpuQRCuSwE', '7sOqd1dVmfU5mgqrUtlqc5']","['In the Kitchen', 'Thoia Thoing', 'Snake (feat. Big Tigger)', ""Playa's Only (feat. The Game)"", 'U Saved Me', 'I Wish', ""Feelin' On Yo Booty"", 'Number One', 'Happy People - Album Version with DJ Skit', 'Step In the Name of Love - Remix', 'When a Woman Loves', 'My Story (feat. 2 Chainz)', 'Trapped In the Closet (Chapters 1-5)']",13,"['2003-08-23|198', '2003-04-26|158', '2011-01-01|316', '2001-08-25|96', '2005-03-05|277', '2005-07-09|291', '2000-09-30|53', '2003-07-19|183', '2004-07-31|257', '2013-12-28|317', '2005-05-07|282', '2009-09-12|305', '2004-04-10|241']"
Sevyn Streeter,6If57j6e3TXXk0HiLcIZca,['2xRYnHQdLD9ketvC01UYYT'],"[""It Won't Stop (feat. Chris Brown) - EP Version""]",1,['2013-10-19|0']
Rebecca Black,3Vl9fyKMIdLMswk8ai3mm9,"['4fK6E2UywZTJIa5kWnCD6x', '7F4szzhfJYIfK8fdKSJj9C']","['Friday', 'Saturday']",2,"['2011-04-02|0', '2013-12-28|6']"
Daughtry,5P5FTygHyx2G57oszR3Wot,"['2R5uY1gbIKzGB1yAOH067s', '2mobr1UlKjhxDTOVqng3jw', '1yWOt2g4f5FfRC1YBbzxBO', '234RqTZmnDTnxWlVciXHLD', '4AU7z13HYmPMetlWbq1mys', '2tVCFmn2zKg2wGXS1TCIIA']","['Over You', ""It's Not Over"", 'Feels Like Tonight', 'Home', ""You Don't Belong"", 'Waiting for Superman']",6,"['2009-08-01|140', '2013-10-05|205', '2008-02-09|90', '2007-03-17|14', '2007-08-25|52', '2006-12-09|0']"
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,"['0cZDC7uxNK8lqQ3GgyvCnD', '0qwcGscxUHGZTgq0zcaqk1', '2o0V0AATmWmCmMOAFWDuEV', '2z4U9d5OAA4YLNXoCgioxo', '471JGLzHPrgM4lS9mNOEIt', '5xEM5hIgJ1jjgcEBfpkt2F', '00Mb3DuaIH1kjrwOku9CGU', '2LA4v20vokK9Uaj7WEEMaf', '5eo5uGyM4q70CLU3LZphfu', '45hOioMDJktr86iKDHC8gr', '6sqNctd7MlJoKDOxPVCAvU', '54JKnDB3CzVu8wNAOM27BI', '4bia7OWZPoswlzXCqESYrR', '5XHf9PBxxHmJFuiDkGNIOA', '6z7fZRrQfOH3ZjWEkC4QhC']","[""When You're Gone"", ""Nobody's Home"", 'Hello Kitty', 'Rock N Roll', 'Wish You Were Here', 'Hot', ""Here's to Never Growing Up"", 'Girlfriend', 'Sk8er Boi', 'Complicated', 'Losing Grip', 'Let Me Go (feat. Chad Kroeger)', 'Smile', 'What the Hell', 'My Happy Ending']",15,"['2011-01-29|168', '2007-05-05|126', '2014-05-10|220', '2013-04-27|202', '2013-11-02|218', '2004-07-31|58', '2007-12-08|164', '2003-04-26|52', '2002-06-01|0', '2004-12-11|77', '2011-03-26|176', '2013-09-14|217', '2007-03-17|113', '2011-07-23|189', '2002-09-14|16']"
Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,"['5AcOdoDOQOKtPlAM1FqBO8', '72FdcAg79So8xaAHs2mbrB', '0hkRONsyMGzkhJGc56L5v0', '5Cs55JEAsk7oSLnniBwI2x', '2Vba5MBCdGqcE57GSiOstv', '3n0Y5ZSF6FqzP2ZGW9Fh3D', '1hWYT0w2R0J19rlVkiez7X', '7dltD9eEX7X1zk8JJ9BS0e', '4Nomj38R7Ds0P8I8orW2Tv', '6nz35DNIzbtj5ztpDEcW1j']","['Beautiful Lasers (2 Ways) [feat. MDMA]', ""Around My Way (Freedom Ain't Free)"", 'Superstar (feat. Matthew Santos)', 'Kick, Push', 'Out of My Head (feat. Trey Songz)', 'Lamborghini Angels', 'Shining Down (feat. Matthew Santos)', 'Words I Never Said (feat. Skylar Grey)', 'Battle Scars', 'Old School Love (feat. Ed Sheeran)']",10,"['2012-09-15|80', '2012-09-01|79', '2012-06-09|78', '2013-12-21|100', '2011-03-26|37', '2011-06-11|49', '2007-12-29|5', '2009-07-25|25', '2011-02-26|32', '2006-06-17|0']"
Gavin DeGraw,5DYAABs8rkY9VhwtENoQCz,"['4dygMGhvfENVhwRXmAscbl', '2bN0VoXCagktb6yAi9942I', '4vl2zwXsTmAxgu9iY0g6UK', '3zcmWxxUA7Em7X3IBqZGUo', '6j7hih15xG2cdYwIJnQXsq']","['Not Over You', ""I Don't Want to Be"", 'Best I Ever Had', 'Chariot', 'In Love With a Girl']",5,"['2011-06-25|74', '2004-10-23|0', '2013-10-05|109', '2005-04-16|25', '2008-03-01|51']"
Joe Nichols,4aJTB79uwT4sP0Nb8QGWHc,"['6IC6VhpV7D8T1t037Atqpu', '4A7sLRJs1rvlV7aEy73PJF', '28NvPQZ8XVVlV2eGmUw2Za', '5N2ybHaC9tqFvYxGj70haX', '43lL05gZ1DqG4YJ74rCPmM', '7xoBJ4hih949Jeu5ZfzBai', '0WB48shl2wAH4KqyQkQ8nJ', '6KHCir9R5lfLGXdmy7AGBw', '5vyVckEUyIogu3Fq7J3lBR', '1rGLPyb4LMojT4wpxiZTp8']","['Gimmie That Girl', 'Tequila Makes Her Clothes Fall Off', 'Yeah', 'Another Side Of You', 'Brokenheartsville', 'If Nobody Believed In You', 'The Impossible', ""The Shape I'm In - Radio Version"", 'She Only Smokes When She Drinks', 'Sunny and 75']",10,"['2003-01-25|22', '2014-05-10|153', '2005-10-15|76', '2007-11-10|109', '2004-08-21|47', '2010-03-13|111', '2013-09-14|133', '2002-06-01|0', '2011-03-12|131', '2003-08-16|42']"
Echosmith,1PbBg2aYjWLKRk84zJK15x,"['13P5rwmk2EsoFRIz9UCeh9', '3WKg25vrbjJlkhsgl2W4p3']","['Bright', 'Cool Kids']",2,"['2015-03-28|23', '2014-07-26|0']"
Krewella,0Cd6nHYwecCNM1sVEXKlYr,"['457p7UH7hoHrbA2iI4PSCA', '2SHnUyZq0zwmvRIl4WY77G']","['Live for the Night', 'Alive']",2,"['2013-03-02|0', '2013-07-20|20']"
