name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name
We'll Be Fine,Drake,7udsBKuqnJ5csWTAkR0vEI,0.386,0.488,-7.303,0,0.422,0.00171,0.0,0.64,0.217,193.397,247946,4,10,0,,58,2011-11-15,0,99,51563639,2,"['3TVXtAsR1Inumwj472S9r4', '35sCXuy5gN6Or69rZ9vqBs']",1,3TVXtAsR1Inumwj472S9r4,Drake
Ignant Shit (feat. Lil Wayne),Drake,2hcohLIysMxofYziluXCoX,0.591,0.846,-3.687,1,0.276,0.186,0.0,0.463,0.121,94.795,302492,4,13,0,,59,2009,0,99,60586455,2,"['3TVXtAsR1Inumwj472S9r4', '55Aa2cqylxrFIXC767Z865']",7,3TVXtAsR1Inumwj472S9r4,Drake
I'm The Plug,Drake,6bqtKURdSWkInAJHDkuaL0,0.828,0.55,-9.158,1,0.255,0.000379,0.0016,0.134,0.254,160.016,180000,4,12,0,,57,2015-09-20,0,99,60341659,2,"['3TVXtAsR1Inumwj472S9r4', '1RyvyyTE3xzB2ZywiAwp0i']",5,3TVXtAsR1Inumwj472S9r4,Drake
Madonna,Drake,4v7SAP4KD96BFLWiCd1vF0,0.905,0.492,-8.598,1,0.0595,0.0149,3.77e-05,0.371,0.142,110.017,177840,4,7,0,,58,2015-02-12,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],2,3TVXtAsR1Inumwj472S9r4,Drake
Can't Have Everything,Drake,5f5r2N4Lp9WoULWPH9zp2W,0.856,0.572,-8.429,1,0.373,0.0136,1.55e-06,0.121,0.454,82.445,228437,4,7,0,,59,2017-03-18,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],1,3TVXtAsR1Inumwj472S9r4,Drake
Wednesday Night Interlude,Drake,6oLHyWvmk6bKrA91EIYZBp,0.312,0.466,-8.163,0,0.0509,0.729,7.34e-06,0.215,0.195,135.44,212280,4,9,0,,58,2015-02-12,0,99,53466486,2,"['3TVXtAsR1Inumwj472S9r4', '2HPaUgqeutzr3jx5a9WyDV']",9,3TVXtAsR1Inumwj472S9r4,Drake
5 Am in Toronto,Drake,0FnxK9FEAQyPJ284QcieNb,0.555,0.88,-4.325,0,0.265,0.0678,0.0,0.0723,0.391,87.195,205264,4,4,0,,59,2019-08-02,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],11,3TVXtAsR1Inumwj472S9r4,Drake
Lust For Life,Drake,1v24T2ug4TlssYZvI3aL4O,0.462,0.422,-10.381,1,0.175,0.939,0.0327,0.108,0.0853,87.364,176179,4,7,0,,58,2009,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4,Drake
Brand New,Drake,4XTXamS1g4g93jPxyuFJJ6,0.399,0.491,-8.992,1,0.0714,0.631,0.0,0.171,0.356,94.542,213492,3,9,0,,58,2009,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4,Drake
You & The 6,Drake,2YaDRtIlQiZ5WDDB2YuEOC,0.545,0.476,-7.444,0,0.284,0.168,0.0,0.13,0.223,154.362,264906,4,9,0,,57,2015-02-12,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],7,3TVXtAsR1Inumwj472S9r4,Drake
4pm in Calabasas,Drake,6C9SwoZ5OrxcvkntgA5t8s,0.743,0.66,-4.802,0,0.418,0.115,0.0,0.101,0.549,192.031,240217,4,10,0,,58,2019-08-02,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],4,3TVXtAsR1Inumwj472S9r4,Drake
The Ride,Drake,4xRxYWgAtL6pzRz94GlZlA,0.556,0.702,-10.079,0,0.205,0.517,0.0,0.343,0.793,155.948,351000,4,10,0,,56,2011-11-15,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],0,3TVXtAsR1Inumwj472S9r4,Drake
Buried Alive Interlude,Drake,1ZyudLFv35SRvY5SvTZqJx,0.711,0.543,-12.692,1,0.112,0.412,0.0,0.505,0.801,102.01,150960,4,8,0,,56,2011-11-15,0,99,66667248,2,"['3TVXtAsR1Inumwj472S9r4', '2YZyLoL8N0Wb9xBt1NhZWg']",0,3TVXtAsR1Inumwj472S9r4,Drake
Summers Over Interlude,Drake,3ppVO2tyWRRznNmONvt7Se,0.699,0.255,-8.647,0,0.0303,0.405,0.00242,0.0985,0.242,132.031,106333,3,7,0,,57,2016-05-06,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],4,3TVXtAsR1Inumwj472S9r4,Drake
Shut It Down,Drake,3d8PDk3B4am5c6TsUCznUW,0.59,0.434,-9.298,0,0.069,0.411,0.0,0.0979,0.399,119.905,419306,4,20,0,,53,2010-01-01,0,99,51689073,2,"['3TVXtAsR1Inumwj472S9r4', '1W3FSF1BLpY3hlVIgvenLz']",9,3TVXtAsR1Inumwj472S9r4,Drake
Can I,Drake,3e0ZGE7Gp034iLknjQk4QW,0.643,0.178,-8.56,0,0.0588,0.484,0.0108,0.122,0.0674,85.042,189289,4,11,0,,57,2019-08-02,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],4,3TVXtAsR1Inumwj472S9r4,Drake
Show Me A Good Time,Drake,7v0hKO3RYhEXt2EPXf4AOS,0.667,0.734,-6.064,0,0.119,0.0386,0.0,0.108,0.704,128.318,210360,4,6,0,,52,2010-01-01,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4,Drake
I Get Lonely,Drake,3sMC6vfTTSa0mMAPTwzDVD,0.477,0.501,-9.178,0,0.0398,0.706,5.61e-06,0.0953,0.689,81.376,253561,4,6,0,,55,2019-08-02,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],11,3TVXtAsR1Inumwj472S9r4,Drake
Unforgettable,Drake,5LZ0ZCRXrklIpnzn4Tcyde,0.546,0.87,-5.107,0,0.114,0.103,0.0,0.111,0.071,156.145,213813,4,7,0,,52,2010-01-01,0,99,52513654,2,"['3TVXtAsR1Inumwj472S9r4', '4yBK75WVCQXej1p04GWqxH']",4,3TVXtAsR1Inumwj472S9r4,Drake
6PM In New York,Drake,5mZJwWdxAOR4xUvSGZvvMU,0.554,0.85,-4.155,1,0.251,0.107,0.0,0.155,0.383,128.429,283306,3,7,0,,55,2015-02-12,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],5,3TVXtAsR1Inumwj472S9r4,Drake
Connect,Drake,4K3BhUMfBHZuUfeC3kbhrQ,0.683,0.49,-9.469,0,0.135,0.406,0.0,0.132,0.465,75.03,296413,4,12,0,,52,2013-01-01,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4,Drake
Draft Day,Drake,3W3FVHEDetkiRkkGKDmdir,0.673,0.81,-3.793,1,0.36,0.0322,0.0,0.133,0.564,166.084,266325,4,15,0,,54,2019-08-02,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],8,3TVXtAsR1Inumwj472S9r4,Drake
Little Bit (feat. Lykke Li),Drake,524wvipGqxPKYWxkjf9y46,0.758,0.888,-4.899,0,0.0374,0.0999,0.0336,0.661,0.771,120.392,230484,4,10,0,,53,2009,0,99,52250102,2,"['3TVXtAsR1Inumwj472S9r4', '6oBm8HB0yfrIc9IHbxs6in']",11,3TVXtAsR1Inumwj472S9r4,Drake
Jodeci Freestyle (feat. J. Cole),Drake,2xUHiyGeGrWmmfv7NbDTWC,0.498,0.844,-2.834,1,0.268,0.0111,0.0,0.102,0.282,88.435,254022,4,11,0,,53,2019-08-02,0,99,62860702,2,"['3TVXtAsR1Inumwj472S9r4', '6l3HvQ5sa6mXTsMTB19rO5']",2,3TVXtAsR1Inumwj472S9r4,Drake
The Resistance,Drake,0llA0pYA6GpGk7fTjew0wO,0.547,0.741,-8.127,1,0.163,0.822,0.0,0.117,0.637,82.589,225360,4,6,0,,49,2010-01-01,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],0,3TVXtAsR1Inumwj472S9r4,Drake
Bria's Interlude (feat. Omarion),Drake,4i3GraNMzBKze1WsVl38DS,0.49,0.507,-6.205,0,0.0849,0.209,0.00104,0.119,0.237,147.037,139574,3,7,0,,52,2009,0,99,52707716,2,"['3TVXtAsR1Inumwj472S9r4', '0f5nVCcR06GX8Qikz0COtT']",2,3TVXtAsR1Inumwj472S9r4,Drake
Free Spirit (feat. Rick Ross),Drake,18t8ypY0HYaQuGBxg2KdT2,0.508,0.748,-4.997,1,0.33,0.281,0.0,0.168,0.225,100.414,252884,3,14,0,,52,2019-08-02,0,99,55207777,2,"['3TVXtAsR1Inumwj472S9r4', '1sBkRIssrMs1AbVkOJbc7a']",1,3TVXtAsR1Inumwj472S9r4,Drake
305 To My City,Drake,5ThJAPtuOCTV8owZUop495,0.419,0.495,-8.781,0,0.348,0.056,0.0,0.144,0.132,67.622,255853,5,10,0,,50,2013-01-01,0,99,50833373,2,"['3TVXtAsR1Inumwj472S9r4', '4sglKanXuoU0gqGYP3wiNv']",4,3TVXtAsR1Inumwj472S9r4,Drake
Light Up,Drake,0PWQqF5PvqRq0OPLSH0FKI,0.472,0.908,-5.991,1,0.45,0.0936,0.0,0.15,0.198,172.924,274146,4,5,0,,48,2010-01-01,0,99,56570133,2,"['3TVXtAsR1Inumwj472S9r4', '3nFkdlSjzX9mRTtwJOzDYB']",8,3TVXtAsR1Inumwj472S9r4,Drake
My Side,Drake,4alHkxxwAhvoGg3dJCATKV,0.549,0.495,-5.661,0,0.133,0.603,7.26e-06,0.0979,0.385,81.012,294650,4,14,0,,52,2019-08-02,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4,Drake
Thank Me Now,Drake,3cBUv0RIoEyAm2b7qimEY6,0.495,0.772,-4.851,1,0.425,0.282,0.0,0.119,0.748,71.295,328573,4,11,0,,48,2010-01-01,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],8,3TVXtAsR1Inumwj472S9r4,Drake
Sooner Than Later,Drake,43iKgGbmfqPLh3mxUlospI,0.616,0.501,-5.722,0,0.24,0.178,1.2e-05,0.105,0.506,94.554,262046,4,10,0,,50,2009,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],5,3TVXtAsR1Inumwj472S9r4,Drake
Congratulations,Drake,3SnXwQUrvSacFziUYXTNKY,0.333,0.859,-2.286,1,0.148,0.0185,0.0,0.22,0.125,86.882,332529,5,12,0,,49,2009,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4,Drake
A Night Off (feat. Lloyd),Drake,3lkkkYc1wBj5l3FVlpqvP6,0.611,0.508,-5.573,0,0.0741,0.374,3.87e-06,0.168,0.368,103.612,193962,4,9,0,,49,2009,0,99,52333661,2,"['3TVXtAsR1Inumwj472S9r4', '1Xfmvd48oOhEWkscWyEbh9']",11,3TVXtAsR1Inumwj472S9r4,Drake
Let’s Call It Off (feat. Peter Bjorn and John),Drake,4FDSPGncHRpr6yB8DD4CtI,0.79,0.731,-4.607,0,0.0327,0.00427,0.29,0.157,0.938,127.403,234175,4,14,0,,49,2009,0,99,51125414,2,"['3TVXtAsR1Inumwj472S9r4', '6u11Qbko2N2hP4lTBYjX86']",9,3TVXtAsR1Inumwj472S9r4,Drake
Say What's Real,Drake,7mPoCVGP752A5DtHf1SKkM,0.462,0.773,-5.375,1,0.288,0.632,0.0,0.212,0.455,86.157,230717,4,10,0,,49,2009,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],8,3TVXtAsR1Inumwj472S9r4,Drake
Heat Of The Moment,Drake,27Tqjd2nMW2mIp6Yk1ovwY,0.641,0.454,-8.344,0,0.133,0.179,0.000116,0.065,0.302,78.036,343455,4,12,0,,49,2019-08-02,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],5,3TVXtAsR1Inumwj472S9r4,Drake
Karaoke,Drake,5bDEA48Dxyxoc3K4Dt7yRE,0.758,0.654,-7.097,1,0.116,0.00879,0.0258,0.0797,0.949,151.008,227960,4,9,0,,46,2010-01-01,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],0,3TVXtAsR1Inumwj472S9r4,Drake
Fear,Drake,5WfBl43XUcWng7OnB8LKNW,0.334,0.783,-6.144,0,0.181,0.0615,0.0,0.109,0.308,83.944,280666,4,7,0,,48,2009-09-15,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],9,3TVXtAsR1Inumwj472S9r4,Drake
The Calm,Drake,6MlGqWzDiLkZ0vmAEsisEk,0.471,0.784,-8.25,0,0.883,0.819,1.13e-05,0.107,0.258,160.833,243723,4,8,0,,48,2009,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],11,3TVXtAsR1Inumwj472S9r4,Drake
Unstoppable (feat. Santigold & Lil Wayne),Drake,2TWSilrWcTrgVKcP8kfEfg,0.774,0.912,-2.787,0,0.347,0.165,0.0,0.745,0.821,150.083,209957,4,10,0,,48,2009,0,99,61159524,3,"['3TVXtAsR1Inumwj472S9r4', '6Jrxnp0JgqmeUX1veU591p', '55Aa2cqylxrFIXC767Z865']",2,3TVXtAsR1Inumwj472S9r4,Drake
Cece's Interlude,Drake,2G7QCDuRM7rTj0pX21e0xk,0.473,0.603,-6.875,0,0.0319,0.0549,6.25e-06,0.115,0.234,94.984,154120,4,7,0,,42,2010-01-01,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],9,3TVXtAsR1Inumwj472S9r4,Drake
Outro (feat. Chilly Gonzales),Drake,6hHKFReuQR9VQp39ev43wY,0.397,0.0906,-21.655,1,0.054,0.988,0.856,0.344,0.136,185.167,174398,4,8,0,,45,2009,0,99,50990698,2,"['3TVXtAsR1Inumwj472S9r4', '0qudezVgvl4Chd9BgNFB83']",5,3TVXtAsR1Inumwj472S9r4,Drake
HYFR (Hell Ya F***ing Right),Drake,2ZbsiYXLJKAjRWINbLOXnD,0.603,0.624,-8.792,0,0.175,0.116,0.0,0.121,0.387,140.028,206600,4,12,0,,35,2011-11-15,0,99,60586455,2,"['3TVXtAsR1Inumwj472S9r4', '55Aa2cqylxrFIXC767Z865']",7,3TVXtAsR1Inumwj472S9r4,Drake
Forever - Album Version (Edited),Eminem,2IYyacUEPlOyqHxHSIy6Ph,0.465,0.912,-2.325,0,0.353,0.217,0.0,0.3,0.503,105.352,357626,5,9,0,,33,2009-05-15,0,99,112673705,4,"['3TVXtAsR1Inumwj472S9r4', '5K4W6rqBFWDnAN6FQUkS6x', '55Aa2cqylxrFIXC767Z865', '7dGJo4pcD2V6oG8kP0tJRR']",5,3TVXtAsR1Inumwj472S9r4,Drake
Cameras / Good Ones Go Interlude,Drake,2nOyI7h0Kn1vvrjf0tg9ss,0.431,0.412,-10.269,0,0.191,0.245,2.07e-05,0.131,0.149,139.933,434960,4,17,0,,30,2011-11-15,0,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],2,3TVXtAsR1Inumwj472S9r4,Drake
Uptown (feat. Bun B & Lil Wayne),Drake,6xTROKXoqNjGhFNIjfoDO2,0.433,0.82,-3.136,1,0.329,0.00371,0.0,0.0852,0.405,87.076,382266,5,15,0,,29,2019-02-14,0,99,61169787,3,"['3TVXtAsR1Inumwj472S9r4', '45a6gCQWq61lIUDmr1tKuO', '55Aa2cqylxrFIXC767Z865']",1,3TVXtAsR1Inumwj472S9r4,Drake
Girls Love Beyoncé (feat. James Fauntleroy),Drake,5JO1YTHgSBu4vIQ5Gag3Lq,0.577,0.476,-11.265,0,0.478,0.777,0.0,0.106,0.32,126.344,225011,4,9,0,,30,2019-08-02,0,99,50844226,2,"['3TVXtAsR1Inumwj472S9r4', '5ooSG9S0glqP5ZrqqaHBvT']",11,3TVXtAsR1Inumwj472S9r4,Drake
Cover Me Up,Morgan Wallen,7Jd0VVrzeTTWipxSzJ81aC,0.525,0.437,-8.285,1,0.0272,0.236,7.03e-06,0.121,0.195,127.994,292662,3,13,0,,78,2019-04-05,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],2,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Somebody’s Problem,Morgan Wallen,0SErdEdRcVX1uJCf1eTGYH,0.657,0.54,-7.675,1,0.0287,0.662,0.0,0.123,0.625,136.97,161773,4,7,0,,74,2020-11-20,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],5,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
This Bar,Morgan Wallen,3746VOqCr3ys3lQdhmDoyH,0.545,0.884,-5.208,1,0.0817,0.115,0.000424,0.0496,0.272,110.015,185733,4,6,0,,75,2019-12-31,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],2,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
The Way I Talk,Morgan Wallen,21LRaD9rB3v7p7DDCZsW4y,0.604,0.879,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983,208280,4,10,0,,73,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],4,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Still Goin Down,Morgan Wallen,096YtKWNRXdmYKFLelSBto,0.58,0.751,-5.078,1,0.0267,0.49,0.0,0.277,0.718,148.108,186293,4,10,0,,69,2020-11-19,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],7,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Spin You Around,Morgan Wallen,1yj1ZztSGITJ5Nf4mfH92c,0.517,0.877,-3.621,1,0.0297,0.00147,0.0,0.208,0.616,150.004,212850,4,9,0,,72,2015-08-24,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],4,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Talkin' Tennessee,Morgan Wallen,7szRiHu6r91o2Po9GTPN4c,0.702,0.711,-6.697,0,0.0248,0.568,0.0,0.104,0.498,99.988,221880,4,12,0,,71,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],6,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Livin’ The Dream,Morgan Wallen,2L4YgbxxwmwafMqLIjSx8q,0.621,0.754,-5.904,0,0.0269,0.575,0.00484,0.213,0.441,127.036,239120,4,8,0,,66,2020-11-19,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],7,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
If I Know Me,Morgan Wallen,03d8S7FBY2kIzhP0E7l4rn,0.777,0.604,-5.813,1,0.12,0.765,6.79e-05,0.11,0.672,99.934,157693,4,8,0,,72,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],8,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Little Rain,Morgan Wallen,51T2SPBH4YjbrFJE94NJT6,0.491,0.835,-4.272,1,0.0464,0.184,0.0,0.119,0.711,185.956,207173,4,9,0,,68,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],1,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Not Good At Not,Morgan Wallen,5V4Sx4VKnHwyM6CjZnfce2,0.557,0.814,-3.241,1,0.0325,0.242,0.0,0.114,0.582,143.935,185066,4,7,0,,67,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],11,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Had Me By Halftime,Morgan Wallen,3xca35T5BVLg4ePuVzc7wW,0.49,0.889,-2.94,1,0.0363,0.109,0.0,0.168,0.672,144.089,172080,4,11,0,,67,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],6,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Redneck Love Song,Morgan Wallen,6mcuK40HmzARZP56q9HE40,0.75,0.835,-4.848,1,0.0312,0.399,0.0,0.0421,0.923,140.034,189973,4,7,0,,65,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],5,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Happy Hour,Morgan Wallen,2woGHWgrFfjXAgdUsitbqr,0.616,0.835,-4.277,1,0.0354,0.162,0.0,0.0977,0.8,97.96,199840,4,9,0,,65,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],7,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Whatcha Know 'Bout That,Morgan Wallen,6DWntCW0Z8ZyNgDoPojfpW,0.587,0.888,-5.062,1,0.0347,0.318,0.000134,0.0449,0.976,74.022,194720,4,10,0,,63,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],2,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Chain Smokin',Morgan Wallen,1PTQ22h4JKA2u6BTbuZ5Oc,0.384,0.834,-3.84,0,0.0353,0.152,0.0,0.125,0.266,203.888,222133,4,8,0,,63,2016-07-29,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],1,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Gone Girl,Morgan Wallen,5x7Fb9wMOtxd7eZzQ9EzVd,0.527,0.868,-2.653,1,0.0416,0.287,0.0,0.0885,0.77,172.086,163453,4,8,0,,62,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],2,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
If I Ever Get You Back,Morgan Wallen,7N3MO5mFhgoH2VRvydLxsJ,0.673,0.876,-3.338,1,0.0345,0.0138,0.0,0.211,0.962,139.951,173960,4,9,0,,61,2018-04-27,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],0,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Stand Out,Morgan Wallen,1obSAv22xGzYYrPWRcC4PD,0.461,0.879,-4.621,0,0.175,0.302,0.0,0.35,0.817,175.929,194106,4,9,0,,60,2016-07-29,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],6,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
American Nights,Morgan Wallen,6B4LAyly39cv8Cat9nHObl,0.464,0.814,-5.012,1,0.0313,0.13,0.000278,0.13,0.3,102.986,202266,4,7,0,,60,2016-07-29,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],7,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Stand Alone,Morgan Wallen,5Gy4y79aKl44KZ2BpmgY7P,0.458,0.545,-6.248,1,0.0285,0.312,2.76e-06,0.119,0.177,147.939,249754,4,12,0,,59,2015-08-24,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],5,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Sleep When We're Dead,Morgan Wallen,77Q8V48a8jGsghvaVNWMaP,0.564,0.822,-3.685,1,0.0329,0.0165,2.71e-06,0.377,0.695,149.988,261641,4,12,0,,59,2015-08-24,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],10,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Man of the South,Morgan Wallen,2S1YzIHFyLxLop7XCdYrTp,0.413,0.889,-3.924,1,0.0503,0.0047,0.0,0.348,0.602,177.973,213348,4,8,0,,58,2015-08-24,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],2,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Yin Yang Girl,Morgan Wallen,1jYHeWuwdAcaI7D97GTxF2,0.528,0.904,-4.939,1,0.0387,0.0912,0.0,0.0424,0.757,170.048,207826,4,10,0,,57,2015-08-24,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],0,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Collide - The Voice Performance,Morgan Wallen,0j7uEVfgFV1UmUoXml6dXX,0.487,0.76,-5.633,1,0.0268,0.0636,0.0,0.116,0.245,93.991,221485,4,12,0,,47,2014-01-01,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],0,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Hey Brother - The Voice Performance,Morgan Wallen,0RhNte3FBeIcXG9hC4LF2J,0.601,0.831,-6.163,0,0.0356,0.00821,0.0,0.458,0.489,125.018,189810,1,8,0,,44,2014-01-01,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],7,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Story Of My Life - The Voice Performance,Morgan Wallen,5BepBYx6CRZ2CSSmYHl1U2,0.527,0.808,-7.075,1,0.0433,0.0671,5.24e-05,0.202,0.39,120.96,223141,4,11,0,,43,2014-01-01,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],2,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Stay - The Voice Performance,Morgan Wallen,5at0cOotJvh9GbKEfIea5g,0.465,0.781,-5.858,1,0.0338,0.0683,0.0,0.255,0.488,141.971,198018,4,8,0,,43,2014-01-01,0,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],1,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen
Prisoner (feat. Dua Lipa),Miley Cyrus,5JqZ3oqF00jkT81foAFvqg,0.781,0.67,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,4,8,0,,81,2020-11-20,0,94,33988905,2,"['5YGY8feqx7naU7z4HrwZM6', '6M2wZ9GZgrQXHCFfjv46we']",3,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus
Can't Be Tamed,Miley Cyrus,2r6DdaSbkbwoPzuK6NjLPn,0.63,0.91,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98,168213,4,9,0,,66,2010-01-01,0,89,13166075,1,['5YGY8feqx7naU7z4HrwZM6'],11,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus
See You Again,Hannah Montana,0G71WvIkF2K6HViJeFvOcM,0.692,0.911,-5.098,0,0.177,0.0149,7.34e-05,0.112,0.801,138.975,190453,4,8,0,,62,2007-01-01,0,89,13166075,1,['5YGY8feqx7naU7z4HrwZM6'],9,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus
Unholy,Miley Cyrus,6vjymPak0JRQC2P84XlI9t,0.824,0.534,-4.679,0,0.0363,0.0357,3.62e-06,0.0877,0.206,141.983,130186,4,7,0,,64,2019-05-31,0,89,13166075,1,['5YGY8feqx7naU7z4HrwZM6'],4,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus
Do My Thang,Miley Cyrus,6n2GPvMJtFZ4ckoc9EWHMx,0.76,0.575,-4.06,1,0.0444,0.282,0.000383,0.0993,0.314,131.983,225493,4,13,0,,61,2013-10-04,0,89,13166075,1,['5YGY8feqx7naU7z4HrwZM6'],6,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus
FU (feat. French Montana),Miley Cyrus,6dDIOU6AqgLkrjFNPgvKY6,0.548,0.833,-3.294,1,0.0497,0.199,0.0,0.305,0.467,190.029,229693,3,13,0,,63,2013-10-04,0,89,16881168,2,"['5YGY8feqx7naU7z4HrwZM6', '6vXTefBL93Dj5IqAWq6OTv']",7,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus
