name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name,release_year
Shorty DooWop,Baby Bash,6brGEL5xDlBWnjyVW22typ,0.812,0.5660000000000001,-6.808,1,0.0733,0.37799999999999995,0.0,0.135,0.8320000000000001,99.029,198893,4,9,0,,41,2003-01-01,0,67,586345,3,"['12PSlydMSjEHzSCj9X5qv7', '6tGrFyo4sxFwuVAdOnvNKV', '76LAirrAJoyrQe2XEnrUgB']",0,12PSlydMSjEHzSCj9X5qv7,Baby Bash,2003
Tennessee River Run,Darryl Worley,1cRSoGZl1JkZBSOyohlPVq,0.521,0.961,-5.6160000000000005,1,0.0402,0.152,5.41e-06,0.309,0.922,182.12,203200,4,12,0,,31,2003-01-01,45,48,163576,1,['4zIBkSJcqRp4ADuFI94WvO'],0,4zIBkSJcqRp4ADuFI94WvO,Darryl Worley,2003
All Night Long (All Night) - Single Version,Lionel Richie,2Wb9ejnmy27DUTUe9YF5Ew,0.7390000000000001,0.5760000000000001,-12.024000000000001,1,0.0472,0.122,0.00206,0.0482,0.78,108.81,260426,4,14,0,,65,2003-01-01,0,75,1878161,1,['3gMaNLQm7D9MornNILzdSl'],1,3gMaNLQm7D9MornNILzdSl,Lionel Richie,2003
A New York Christmas,Rob Thomas,67tuiZHtgDAitP1yvBPwMA,0.545,0.812,-4.755,1,0.0402,0.0104,2.97e-06,0.10800000000000001,0.376,108.00399999999999,280333,4,13,0,,42,2003-01-01,0,67,604548,1,['3aBkeBhwadnWMWoVJ2CxJC'],11,3aBkeBhwadnWMWoVJ2CxJC,Rob Thomas,2003
Block Reincarnated,Various Artists,4SDOphRPHEreh9K8awwtJX,0.812,0.552,-5.881,0,0.321,0.0148,0.0,0.546,0.795,95.065,258746,4,14,0,,35,2003-01-01,0,63,115533,2,"['4gpDA7R5796e6zbvZxGNga', '5P2rwRBgIN450RaJxdjYdA']",6,4gpDA7R5796e6zbvZxGNga,Shawnna,2003
This I Swear,Nick Lachey,4wRY0hCaJTNUk2R9BFlbVe,0.488,0.44299999999999995,-6.9670000000000005,1,0.0276,0.0457,0.0,0.10300000000000001,0.192,146.952,273853,4,8,0,,46,2003-01-01,0,50,135545,1,['6ewMqjrF31lC8ywRsvm073'],7,6ewMqjrF31lC8ywRsvm073,Nick Lachey,2003
Don't Wanna Try,Frankie J,1XE1UGRpvvkaFEeqe1OJpw,0.655,0.433,-7.577000000000001,0,0.0348,0.444,0.0,0.221,0.19899999999999998,130.127,245293,4,10,0,,52,2003-01-01,16,64,382653,1,['3sMYEBy0CZFxedcnm9i9hf'],5,3sMYEBy0CZFxedcnm9i9hf,Frankie J,2003
A Lonely September,Plain White T's,2nRHrn77gdJDonjHGtxFfl,0.5539999999999999,0.575,-4.751,1,0.0313,0.742,0.0,0.105,0.609,122.515,266933,3,9,0,,42,2003-01-01,0,71,894109,1,['1g1yxsNVPhMUl9GrMjEb2o'],9,1g1yxsNVPhMUl9GrMjEb2o,Plain White T's,2003
Obsesion (No Es Amor) (feat. Baby Bash),Frankie J,4UC4H4vX3bJtcgtKR0ZCFJ,0.649,0.503,-8.321,1,0.047,0.0939,0.0,0.303,0.5379999999999999,75.03699999999999,225626,4,10,0,,58,2003-01-01,16,67,968547,2,"['3sMYEBy0CZFxedcnm9i9hf', '12PSlydMSjEHzSCj9X5qv7']",8,3sMYEBy0CZFxedcnm9i9hf,Frankie J,2003
You Walked In,Lonestar,0DWAnPgkLR2X4ys9OJCaZT,0.733,0.7979999999999999,-4.218,1,0.0292,0.0383,1.45e-06,0.22,0.6920000000000001,108.434,270453,4,14,0,,24,2003-01-01,130,64,917173,1,['3qbnxnvUqR14MJ9g8QwZJK'],0,3qbnxnvUqR14MJ9g8QwZJK,Lonestar,2003
Prototype,OutKast,1QJb6LWvPXZpTMiqqODqkH,0.643,0.376,-7.4239999999999995,1,0.0426,0.348,0.000335,0.111,0.193,76.002,326240,4,12,0,,58,2003-01-01,116,79,1495601,1,['1G9G7WwrXka3Z1r7aIDjI7'],9,1G9G7WwrXka3Z1r7aIDjI7,OutKast,2003
Dracula's Wedding (feat. Kelis),OutKast,2EFHXO4zJRitZLpE1ztsWO,0.7709999999999999,0.649,-6.91,0,0.0497,0.29600000000000004,0.00023799999999999998,0.147,0.6609999999999999,101.934,152413,4,7,0,,56,2003-01-01,116,79,1864878,2,"['1G9G7WwrXka3Z1r7aIDjI7', '0IF46mUS8NXjgHabxk2MCM']",10,1G9G7WwrXka3Z1r7aIDjI7,OutKast,2003
Walking in Memphis,Lonestar,3eIYlsFLjp8f9HKckKxQ5i,0.633,0.8029999999999999,-5.266,1,0.0348,0.19399999999999998,0.0,0.223,0.485,128.969,229093,4,7,0,,36,2003-01-01,130,64,917173,1,['3qbnxnvUqR14MJ9g8QwZJK'],0,3qbnxnvUqR14MJ9g8QwZJK,Lonestar,2003
Way Away,Yellowcard,63IIUzd6eJBfCGIcF8MFnJ,0.35700000000000004,0.9590000000000001,-4.081,0,0.113,6.93e-06,3.91e-05,0.0825,0.364,179.644,202093,4,7,0,,57,2003-01-01,0,67,1110608,1,['3zxKH0qp3nBCuPZCZT5Vaf'],2,3zxKH0qp3nBCuPZCZT5Vaf,Yellowcard,2003
Breathing,Yellowcard,0DxN6Ywom8nnndyQXdSBPy,0.382,0.932,-3.7260000000000004,0,0.0716,3.5e-05,0.0,0.243,0.57,179.581,218706,4,11,0,,61,2003-01-01,0,67,1110608,1,['3zxKH0qp3nBCuPZCZT5Vaf'],4,3zxKH0qp3nBCuPZCZT5Vaf,Yellowcard,2003
Only One,Yellowcard,0gZp88SA5OcujHLDGkxtI3,0.47700000000000004,0.907,-4.814,0,0.0899,8e-05,7.82e-05,0.149,0.304,81.291,257399,4,9,0,,65,2003-01-01,0,67,1110608,1,['3zxKH0qp3nBCuPZCZT5Vaf'],1,3zxKH0qp3nBCuPZCZT5Vaf,Yellowcard,2003
Hands Down,Dashboard Confessional,6yVSp9H2STyLeOs7pjy2w4,0.46299999999999997,0.8270000000000001,-4.085,1,0.0437,0.013000000000000001,2.4100000000000003e-05,0.0964,0.26,94.035,186866,4,6,0,,62,2003-01-01,0,62,449704,1,['4ERtgeBbWRkFzIz6LaFCeY'],3,4ERtgeBbWRkFzIz6LaFCeY,Dashboard Confessional,2003
GhettoMusick,OutKast,1zb9cdsTMrEEL2Ut8rmTb6,0.479,0.66,-3.688,1,0.0856,0.0010199999999999999,0.0,0.25,0.35600000000000004,66.11399999999999,236720,4,11,0,,47,2003-01-01,116,79,1495601,1,['1G9G7WwrXka3Z1r7aIDjI7'],11,1G9G7WwrXka3Z1r7aIDjI7,OutKast,2003
Go To Sleep,Various Artists,66ezChUOWvgzRQAi3Ay1wt,0.5710000000000001,0.861,-2.696,1,0.38299999999999995,0.00172,0.0,0.317,0.37200000000000005,179.815,282026,4,13,0,,63,2003-01-01,112,94,42096196,3,"['7dGJo4pcD2V6oG8kP0tJRR', '1HwM5zlC5qNWhJtM00yXzG', '2XnnxQzxFZG8qEPjakokPM']",7,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2003
Don't Take Your Love Away,Avant,5rI62NPoTQ1qxvqbgUy2sN,0.451,0.523,-5.53,1,0.0905,0.382,0.0,0.0752,0.39299999999999996,186.05599999999998,278946,3,13,0,,40,2003-01-01,61,60,937558,1,['0AunegKKH2ys98aLxq8G1A'],7,0AunegKKH2ys98aLxq8G1A,Avant,2003
Take Off Your Cool (feat. Norah Jones),OutKast,2faSzprTWJ7L1EkZNko4ww,0.47200000000000003,0.29600000000000004,-11.299000000000001,1,0.0297,0.8759999999999999,0.0201,0.13,0.22,157.599,158093,3,9,0,,49,2003-01-01,116,79,3849043,2,"['1G9G7WwrXka3Z1r7aIDjI7', '2Kx7MNY7cI1ENniW7vT30N']",0,1G9G7WwrXka3Z1r7aIDjI7,OutKast,2003
The Great Beyond,R.E.M.,7w57O4o0xCTn9YpKuaPZDd,0.32899999999999996,0.747,-6.4110000000000005,1,0.0297,0.125,2.08e-06,0.19699999999999998,0.177,109.70200000000001,307000,4,13,0,,52,2003-01-01,14,78,2710348,1,['4KWTAlx2RvbpseOGMEmROg'],10,4KWTAlx2RvbpseOGMEmROg,R.E.M.,2003
Girl's Not Grey,AFI,3fttmSWGThBQTNkuHMoCTN,0.389,0.905,-4.494,0,0.0354,0.008440000000000001,0.00016,0.124,0.672,121.836,190493,4,9,0,,59,2003-01-01,0,65,646948,1,['19I4tYiChJoxEO5EuviXpz'],8,19I4tYiChJoxEO5EuviXpz,AFI,2003
Fatty Girl,Keith Murray,7gUk6jBAXio5xONTkoYDCq,0.775,0.742,-5.659,1,0.285,0.034,0.0,0.0951,0.882,102.19,233760,4,14,0,,31,2003-01-01,2,81,3092228,3,"['1P8IfcNKwrkQP5xJWuhaOC', '3ipn9JLAPI5GUEo4y4jcoi', '2bwR166mSJEJrYJqfyust3']",6,1P8IfcNKwrkQP5xJWuhaOC,LL Cool J,2003
Poppin' Them Thangs,G-Unit,4E5IFAXCob6QqZaJMTw5YN,0.769,0.818,-1.385,0,0.192,0.263,0.0,0.0787,0.9179999999999999,88.01700000000001,240800,4,11,0,,70,2003-01-01,0,65,1333666,1,['6evKD5JWJON3qPBJtUEmtY'],6,6evKD5JWJON3qPBJtUEmtY,G-Unit,2003
Smile,G-Unit,2hzKxuc2LwqMnkoVRMkV0B,0.779,0.51,-3.6289999999999996,0,0.252,0.262,0.0,0.0865,0.591,90.025,218000,4,8,0,,57,2003-01-01,0,65,1333666,1,['6evKD5JWJON3qPBJtUEmtY'],8,6evKD5JWJON3qPBJtUEmtY,G-Unit,2003
Christmas Time Again,Ashanti,0xBnJDbPobgPwj7SUKfNbS,0.701,0.37799999999999995,-7.693,1,0.0279,0.42,0.0,0.0461,0.321,90.985,244720,4,11,0,,47,2003-01-01,95,75,1940667,1,['5rkVyNGXEgeUqKkB5ccK83'],1,5rkVyNGXEgeUqKkB5ccK83,Ashanti,2003
Bounce Back,Juvenile,43bNn20mXWprgIvDmzeISc,0.8390000000000001,0.945,-4.95,1,0.348,0.0721,3.77e-05,0.11800000000000001,0.81,167.128,253653,4,12,0,,35,2003-01-01,61,64,664062,2,"['0rG0AZBscc8S8q1ahIsasI', '7E1r06wbRiF2soZtFoc62z']",11,0rG0AZBscc8S8q1ahIsasI,Juvenile,2003
Ultimate,Various Artists,69Zl2MdeQE8twZdiMXJXxZ,0.48700000000000004,0.807,-4.745,0,0.0383,0.00391,0.0,0.445,0.493,79.524,186866,4,8,0,,54,2003-01-01,0,51,709391,1,['4vRSocKbGh7PsQrYRDVMEF'],1,4vRSocKbGh7PsQrYRDVMEF,Lindsay Lohan,2003
Angels,Jessica Simpson,0uf3tXeETdWuU3a5XSNwUA,0.301,0.604,-5.011,1,0.0358,0.233,0.0,0.125,0.235,149.326,244746,4,10,0,,36,2003-01-01,76,58,847746,1,['2tFN9ubMXEhdAQvdQxcsma'],10,2tFN9ubMXEhdAQvdQxcsma,Jessica Simpson,2003
Linda Mujer,Lil Rob,66KtKAAccVB258Aa7USGC8,0.737,0.541,-8.17,1,0.156,0.513,0.0214,0.284,0.598,147.025,268200,3,12,0,,50,2003-01-01,0,60,270929,1,['7B7TGqQe7QTVm2U6q8jzk1'],4,7B7TGqQe7QTVm2U6q8jzk1,Lil Rob,2003
Night On The Country,Chris Cagle,2PnaLj5nlDAm6uBd5YGDpK,0.486,0.81,-7.361000000000001,1,0.0424,0.11,1.55e-06,0.11599999999999999,0.726,152.047,234573,4,13,0,,30,2003-01-01,43,57,640205,1,['1zhIzONVRlTfD1VQRauHMl'],5,1zhIzONVRlTfD1VQRauHMl,Chris Cagle,2003
Transatlanticism,Death Cab for Cutie,0DoACS30GwIY6qaFjCMMUz,0.44,0.446,-9.927999999999999,1,0.031,0.39,0.569,0.179,0.201,127.37200000000001,475093,4,14,0,,60,2003-01-01,0,70,1216352,1,['0YrtvWJMgSdVrk3SfNjTbx'],9,0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,2003
Just Love Me,Chris Cagle,2onXZTp7OYgnblrt9eq08I,0.506,0.72,-6.994,1,0.0369,0.0614,0.0,0.0632,0.418,155.829,308413,4,13,0,,36,2003-01-01,43,57,640205,1,['1zhIzONVRlTfD1VQRauHMl'],6,1zhIzONVRlTfD1VQRauHMl,Chris Cagle,2003
Look At What I've Done,Chris Cagle,4WcvXkXzGJtCcYEQ53XdMW,0.619,0.317,-9.546,1,0.0333,0.787,0.0,0.10400000000000001,0.41200000000000003,147.575,295160,4,12,0,,45,2003-01-01,43,57,640205,1,['1zhIzONVRlTfD1VQRauHMl'],9,1zhIzONVRlTfD1VQRauHMl,Chris Cagle,2003
Sway,Michael Bublé,2ajUl8lBLAXOXNpG4NEPMz,0.713,0.639,-5.529,0,0.0313,0.753,0.0,0.0878,0.737,125.959,188066,4,8,0,,71,2003-01-01,0,85,4177408,1,['1GxkXlMwML1oSg5eLPiAz3'],2,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,2003
Losing My Religion,R.E.M.,6FBlNlVx0xrXPb9suicaMM,0.674,0.8440000000000001,-5.99,0,0.0288,0.0867,0.0,0.102,0.826,125.42200000000001,269000,4,13,0,,49,2003-01-01,14,78,2710348,1,['4KWTAlx2RvbpseOGMEmROg'],9,4KWTAlx2RvbpseOGMEmROg,R.E.M.,2003
Deliverance,Bubba Sparxxx,70RMVzexrIvYJiFEnuGymb,0.46299999999999997,0.813,-7.218999999999999,1,0.244,0.21600000000000003,1.31e-06,0.0649,0.695,93.331,306813,4,12,0,,55,2003-01-01,0,60,228501,1,['3RPYHNSwe3w0mtfJwKIN9P'],7,3RPYHNSwe3w0mtfJwKIN9P,Bubba Sparxxx,2003
Sleepin',B2K,3rCI75B5En4LLiVEGeD1pa,0.735,0.537,-4.774,1,0.0634,0.23199999999999998,1.17e-06,0.0847,0.23199999999999998,63.003,226719,4,11,0,,23,2002-12-10,0,58,504923,1,['51d3rUlLuMh7EW09aMe7yj'],10,51d3rUlLuMh7EW09aMe7yj,B2K,2002
Don't Mess With My Man (feat. Brian Casey & Brandon Casey),Nivea,39YovPslPCXbFYhlYjsZ2Y,0.879,0.73,-4.369,0,0.16399999999999998,0.114,0.0,0.24100000000000002,0.885,99.925,213226,4,8,0,,63,2002-12-10,0,54,464880,3,"['15Dh5PvHQj909E0RgAe0aN', '1Zgn8DDi8ema6uKufbQOdG', '6pw5ePxlLPN87ikxsFHsvZ']",11,15Dh5PvHQj909E0RgAe0aN,Nivea,2002
Everything,B2K,2mNlMOTOtNkPR6di0XMZvm,0.754,0.785,-4.968999999999999,1,0.0324,0.307,4.2999999999999995e-06,0.36,0.9640000000000001,124.759,237540,4,11,0,,32,2002-12-10,0,58,504923,1,['51d3rUlLuMh7EW09aMe7yj'],8,51d3rUlLuMh7EW09aMe7yj,B2K,2002
One Kiss,B2K,7tDDEhcKIp3kXzozvBHmJQ,0.675,0.636,-4.1739999999999995,1,0.0352,0.0469,0.0,0.0768,0.727,93.03,211580,4,11,0,,22,2002-12-10,0,58,504923,1,['51d3rUlLuMh7EW09aMe7yj'],1,51d3rUlLuMh7EW09aMe7yj,B2K,2002
The Boys Of Summer - Radio Version,DJ Sammy,710zARjDZFnODiJJ4kFPmY,0.622,0.88,-4.211,1,0.0287,0.0132,3.15e-05,0.0916,0.58,144.985,243066,4,11,0,,43,2002-12-10,0,57,56867,1,['4z4m1P0iX2nRSPDBEZ8LBT'],6,4z4m1P0iX2nRSPDBEZ8LBT,DJ Sammy,2002
On Top Of Me,Tyrese,4w23Ck9I6urmIKGsY64C7M,0.705,0.43700000000000006,-11.234000000000002,1,0.0527,0.0589,0.00475,0.0647,0.316,114.823,304360,4,13,0,,42,2002-12-01,98,61,1549840,1,['08p7B5OtcUuVblvkQIlBhJ'],9,08p7B5OtcUuVblvkQIlBhJ,Tyrese,2002
The Seed (2.0),The Roots,1a6Jt6USVGKzbjYpcKMwPB,0.758,0.9570000000000001,-2.282,1,0.0357,0.039,0.0,0.133,0.966,111.119,267933,4,12,0,,65,2002-11-26,14,66,1003767,2,"['78xUyw6FkVZrRAtziFdtdu', '3sO8muEXafy2NGwUZByrTr']",7,78xUyw6FkVZrRAtziFdtdu,The Roots,2002
Red Ragtop,Tim McGraw,5xErd5QhOvTKFU7l8dffWC,0.551,0.6709999999999999,-7.888,1,0.0286,0.191,2.49e-06,0.20199999999999999,0.561,77.066,283560,4,11,0,,53,2002-11-26,221,77,3368973,1,['6roFdX1y5BYSbp60OTJWMd'],7,6roFdX1y5BYSbp60OTJWMd,Tim McGraw,2002
I'm Glad,Jennifer Lopez,7AUfOfYTfiHhgg2Pw1aTpw,0.741,0.575,-5.416,0,0.0555,0.0398,0.127,0.0853,0.345,93.992,222040,4,8,0,,47,2002-11-19,103,81,8924708,1,['2DlGxzQSjYe5N6G9nkYghR'],10,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,2002
Getaway Car,Audioslave,3xOAzRgOEDn0zc4zPIBRsE,0.574,0.456,-5.66,1,0.0259,0.157,0.0,0.251,0.23399999999999999,62.261,298893,4,12,0,,50,2002-11-17,34,73,2993280,1,['2ziB7fzrXBoh1HUPS6sVFn'],7,2ziB7fzrXBoh1HUPS6sVFn,Audioslave,2002
What You Are,Audioslave,4Dz0U7qR4GxIZAOGGEPuTf,0.501,0.687,-4.399,1,0.0289,0.0063,0.0,0.138,0.486,89.00200000000001,249400,4,9,0,,53,2002-11-17,34,73,2993280,1,['2ziB7fzrXBoh1HUPS6sVFn'],4,2ziB7fzrXBoh1HUPS6sVFn,Audioslave,2002
Shadow on the Sun,Audioslave,2uDwRgwGPjXq0oj0hNCuFc,0.32899999999999996,0.6579999999999999,-5.57,1,0.0373,0.00108,1.56e-06,0.0805,0.28800000000000003,141.123,343400,4,11,0,,57,2002-11-17,34,73,2993280,1,['2ziB7fzrXBoh1HUPS6sVFn'],9,2ziB7fzrXBoh1HUPS6sVFn,Audioslave,2002
Gasoline,Audioslave,33AxY0QUitvte6JV6B6uLE,0.379,0.716,-4.312,1,0.0326,0.000272,0.00123,0.0786,0.239,92.721,279333,4,10,0,,60,2002-11-17,34,73,2993280,1,['2ziB7fzrXBoh1HUPS6sVFn'],4,2ziB7fzrXBoh1HUPS6sVFn,Audioslave,2002
Baby Boy (feat. Beyoncé ),Sean Paul,29LHe8kG3PraghUZOZYsw4,0.6579999999999999,0.621,-5.725,1,0.231,0.0667,2.46e-06,0.142,0.8170000000000001,91.26700000000001,246706,4,10,0,,60,2002-11-12,40,89,28286403,2,"['3Isy6kedDrgPYoTS1dazA9', '6vWDO969PvNqNYHIOW5v0m']",1,3Isy6kedDrgPYoTS1dazA9,Sean Paul,2002
Ticket To Heaven,3 Doors Down,09FofPlGG8SGxccEuUHHJ5,0.574,0.841,-4.565,1,0.0301,0.00674,0.0,0.106,0.348,107.96,207546,4,11,0,,44,2002-11-12,183,74,2949517,1,['2RTUTCvo6onsAnheUk3aL9'],7,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2002
Changes,3 Doors Down,0oNiYKgINhqhPuwE9LTlj1,0.27,0.7340000000000001,-5.795,0,0.0436,0.000551,0.0,0.0767,0.20800000000000002,160.863,236866,1,11,0,,45,2002-11-12,183,74,2949517,1,['2RTUTCvo6onsAnheUk3aL9'],2,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2002
The Road I'm On,3 Doors Down,2C1m7Lw5cUpFWUkN6Tovik,0.467,0.713,-6.349,0,0.0282,0.000271,1.4499999999999998e-05,0.149,0.34,87.96600000000001,239586,4,9,0,,48,2002-11-12,183,74,2949517,1,['2RTUTCvo6onsAnheUk3aL9'],4,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2002
I'm Still in Love with You (feat. Sasha),Sean Paul,3MhdH8PxqH1FuQp3HBptUI,0.765,0.6659999999999999,-5.3839999999999995,1,0.172,0.102,0.0,0.11599999999999999,0.7559999999999999,87.00200000000001,273360,4,11,0,,70,2002-11-12,40,83,3215700,4,"['3Isy6kedDrgPYoTS1dazA9', '3cVANA4xg8pLvSvg943xCU', '4RPAm27zZnyxkEEpdWmrd0', '110deyrdzDK0DIuHPeQgKL']",7,3Isy6kedDrgPYoTS1dazA9,Sean Paul,2002
The Watcher 2,JAY-Z,23qpfRkkOK4IrbVxIHQQIC,0.929,0.7340000000000001,-2.889,0,0.289,0.245,0.0,0.10800000000000001,0.7509999999999999,99.00200000000001,356000,4,16,0,,48,2002-11-12,103,87,11533346,4,"['3nFkdlSjzX9mRTtwJOzDYB', '6DPYiyq5kWVQS4RGwxzPC7', '3PyWEKLWI0vHPmoNrIX0QE', '0HCeK90YUyjWi0utTPYXw1']",11,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,2002
Work It,Missy Elliott,3jagJCUbdqhDSPuxP8cAqF,0.884,0.677,-5.603,1,0.28300000000000003,0.0778,0.0,0.0732,0.584,101.868,263226,4,10,0,,70,2002-11-11,0,77,1477229,1,['2wIVse2owClT7go1WT98tk'],1,2wIVse2owClT7go1WT98tk,Missy Elliott,2002
Gossip Folks (feat. Ludacris),Missy Elliott,75DjPjiIp2fvJDjtt41Jfs,0.7070000000000001,0.5379999999999999,-5.263999999999999,1,0.505,0.36200000000000004,0.0,0.317,0.439,121.73200000000001,234893,4,14,0,,56,2002-11-11,0,81,3430901,2,"['2wIVse2owClT7go1WT98tk', '3ipn9JLAPI5GUEo4y4jcoi']",0,2wIVse2owClT7go1WT98tk,Missy Elliott,2002
Echo,Trapt,0K8Hm9Q7GbyucgQB5BhC5C,0.529,0.836,-4.595,0,0.0429,0.00337,0.0,0.0665,0.39399999999999996,163.838,251733,4,12,0,,51,2002-11-05,29,64,784737,1,['1UdQqCUR7RwB9YYJONwbdM'],6,1UdQqCUR7RwB9YYJONwbdM,Trapt,2002
Get Low,Lil Jon & The East Side Boyz,0r2Bul2NuCViraT2zX1l5j,0.521,0.625,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.01899999999999,334066,4,13,0,,71,2002-10-29,14,69,1133168,2,"['44PA0rCQXikgOWbfY7Fq7m', '3ciRvbBIVz9fBoPbtSYq4x']",1,44PA0rCQXikgOWbfY7Fq7m,Ying Yang Twins,2002
Rabbit Run,Various Artists,30KKYkJ0lonfKI2eaLACnZ,0.563,0.8420000000000001,-3.639,0,0.319,0.0026,0.0,0.16,0.336,95.39200000000001,190066,4,8,0,,50,2002-10-29,112,94,39328892,1,['7dGJo4pcD2V6oG8kP0tJRR'],6,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2002
Christmas Time's a Comin',Patty Loveless,732X3PVokatrpbPVGSoOD8,0.39899999999999997,0.426,-8.735,1,0.0319,0.32,0.0,0.0636,0.675,190.80700000000002,216866,4,10,0,,32,2002-10-29,0,56,255723,1,['6SFUC6ORDCIBqPssCBpeHT'],9,6SFUC6ORDCIBqPssCBpeHT,Patty Loveless,2002
About A Girl,Nirvana,55yvzYuvJYG2RUEnMK78tr,0.409,0.932,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,166640,4,7,0,,70,2002-10-29,0,84,11565775,1,['6olE6TJLqED3rqDCT0FyPh'],11,6olE6TJLqED3rqDCT0FyPh,Nirvana,2002
Superstition - Single Version,Stevie Wonder,1h2xVEoJORqrg71HocgqXd,0.633,0.634,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,245493,4,12,0,,77,2002-10-29,0,81,4605728,1,['7guDJrEfX3qb6FEbdPA5qi'],8,7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,2002
Wastin' My Time,Various Artists,07Qksp9gp812bbOmg40Fo4,0.586,0.51,-5.071000000000001,1,0.032,0.691,0.00172,0.10400000000000001,0.355,147.139,217933,4,11,0,,25,2002-10-29,0,28,3298,1,['77lZwVn1U7L3e85XOdx7JQ'],5,77lZwVn1U7L3e85XOdx7JQ,Boomkat,2002
Let It Be Christmas,Alan Jackson,70OrTBlb0RLKNfxWE6fZZM,0.632,0.32799999999999996,-9.552,1,0.0268,0.809,0.0,0.152,0.396,97.62700000000001,251240,3,12,0,,55,2002-10-22,161,76,1380600,1,['4mxWe1mtYIYfP040G38yvS'],7,4mxWe1mtYIYfP040G38yvS,Alan Jackson,2002
Cut Loose,Field Mob,0oHy0D2rfvoQi2xrcyPNPM,0.6829999999999999,0.9129999999999999,-4.75,0,0.29100000000000004,0.0409,0.0,0.0722,0.547,117.66799999999999,297494,4,12,0,,26,2002-10-22,0,50,153540,1,['0Uo6kyjrbQoZBlcXsMb8Vm'],5,0Uo6kyjrbQoZBlcXsMb8Vm,Field Mob,2002
All I Know,Field Mob,6nzjm7WW1zMxTYQpVCrtwj,0.511,0.7170000000000001,-4.776,1,0.18899999999999997,0.0151,0.0,0.115,0.222,129.845,234600,5,9,0,,28,2002-10-22,0,69,612411,4,"['0Uo6kyjrbQoZBlcXsMb8Vm', '6BYIe2nXvgfokN9auQDsdk', '3q83BMJ3Mx2NSrEcqWA3A1', '5nLYd9ST4Cnwy6NHaCxbj8']",7,0Uo6kyjrbQoZBlcXsMb8Vm,Field Mob,2002
The Last Song,The All-American Rejects,2vLgTJ8YADmKDvrfkrUCaJ,0.322,0.879,-3.2969999999999997,1,0.0661,0.0316,0.081,0.267,0.22699999999999998,179.91099999999997,300386,4,10,0,,46,2002-10-15,0,72,1956740,1,['3vAaWhdBR38Q02ohXqaNHT'],1,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,2002
My Paper Heart,The All-American Rejects,5mSVJjVzZEoVrg6amF8udl,0.496,0.8490000000000001,-4.975,1,0.0368,0.000333,9.16e-06,0.354,0.828,171.965,228866,4,8,0,,51,2002-10-15,0,72,1956740,1,['3vAaWhdBR38Q02ohXqaNHT'],0,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,2002
All I Have,LL Cool J,1RQE33QW6K4YFKGPLHjbcC,0.7070000000000001,0.655,-5.704,1,0.10300000000000001,0.264,0.0,0.126,0.415,83.087,254373,4,13,0,,49,2002-10-08,2,81,9931762,2,"['1P8IfcNKwrkQP5xJWuhaOC', '2DlGxzQSjYe5N6G9nkYghR']",1,1P8IfcNKwrkQP5xJWuhaOC,LL Cool J,2002
My Bloody Valentine,Good Charlotte,3tAVOTf1AqN3vBpkocy7MA,0.418,0.843,-4.658,1,0.05,0.00784,0.0,0.293,0.47600000000000003,89.164,234506,4,6,0,,47,2002-10-04,43,71,1879026,1,['5aYyPjAsLj7UzANzdupwnS'],9,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,2002
Riot Girl,Good Charlotte,2KMDfsg8GNxW5Y6CJ4KLBL,0.515,0.9470000000000001,-3.985,1,0.136,0.00206,0.0,0.16699999999999998,0.716,88.07600000000001,135333,4,6,0,,48,2002-10-04,43,71,1879026,1,['5aYyPjAsLj7UzANzdupwnS'],3,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,2002
The Young & the Hopeless,Good Charlotte,2vfo7RvInNxLISPDif4mC2,0.486,0.88,-4.192,1,0.07400000000000001,0.000143,0.0,0.107,0.48200000000000004,90.803,212426,4,6,0,,48,2002-10-04,43,71,1879026,1,['5aYyPjAsLj7UzANzdupwnS'],3,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,2002
Wondering,Good Charlotte,2dnncNWW2qbUiFRcc9an9p,0.625,0.7659999999999999,-4.776,1,0.0307,0.00066,0.0,0.254,0.825,113.31200000000001,212200,4,10,0,,49,2002-10-04,43,71,1879026,1,['5aYyPjAsLj7UzANzdupwnS'],11,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,2002
