name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name,release_year
Granddaddy's Gun,Blake Shelton,15NGPktDl1wh3kY4rMS9TH,0.583,0.568,-7.1160000000000005,1,0.0335,0.555,0.0,0.0953,0.22699999999999998,75.955,214813,4,7,0,,42,2013-03-26,329,79,5403398,1,['1UTPBmNbXNTittyMJrNkvw'],8,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,2013
Do You Remember,Blake Shelton,5VJRSXqHca3yAsCEISymlc,0.505,0.5329999999999999,-6.452000000000001,1,0.0297,0.396,0.0,0.11800000000000001,0.10400000000000001,142.135,209200,4,10,0,,41,2013-03-26,329,79,5403398,1,['1UTPBmNbXNTittyMJrNkvw'],11,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,2013
Come on Get Happy,Hit Co. Masters,2KzLFuHyvg4DEV1Sn8XavV,0.735,0.748,-9.652000000000001,1,0.0823,0.21100000000000002,0.0,0.132,0.862,142.10399999999998,125965,4,7,0,,9,2013-03-26,0,22,244,1,['47chVSWV06QRjDI6c3UgZK'],5,47chVSWV06QRjDI6c3UgZK,Hit Co. Masters,2013
Lay Low,Blake Shelton,3Q9YjVy5ql7BDL4OoEAE78,0.6990000000000001,0.648,-6.803999999999999,1,0.0262,0.177,0.000146,0.244,0.6559999999999999,106.977,193826,4,10,0,,40,2013-03-26,329,79,5403398,1,['1UTPBmNbXNTittyMJrNkvw'],0,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,2013
Hail Holy Queen,Hit Co. Masters,6Zz486Njp8mSou7vIyDcYR,0.341,0.43799999999999994,-11.015,1,0.0527,0.805,0.0,0.285,0.385,75.434,199514,4,5,0,,23,2013-03-26,0,22,244,1,['47chVSWV06QRjDI6c3UgZK'],11,47chVSWV06QRjDI6c3UgZK,Hit Co. Masters,2013
Country on the Radio,Blake Shelton,1fmuowoQBIIthGEokf4I9l,0.596,0.727,-5.865,1,0.0396,0.132,0.0,0.0867,0.846,149.882,232333,4,9,0,,40,2013-03-26,329,79,5403398,1,['1UTPBmNbXNTittyMJrNkvw'],4,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,2013
Sing Loud,Alpha Rev,6pOFkf24NgrPlf3YV1ESfq,0.508,0.669,-8.617,1,0.0377,0.0534,4.07e-05,0.0836,0.298,139.989,278360,4,13,0,,31,2013-03-19,1,27,7305,1,['5fhX5cgW9CIJ363zTqAP3a'],7,5fhX5cgW9CIJ363zTqAP3a,Alpha Rev,2013
Strawberry Bubblegum,Justin Timberlake,7z0JDE4w67HXt5lEWsU2Hj,0.7979999999999999,0.465,-10.412,0,0.0981,0.41100000000000003,0.22399999999999998,0.32299999999999995,0.348,104.96,479746,4,15,0,,52,2013-03-15,214,84,9895411,1,['31TPClRtHm23RisEBtV3X7'],9,31TPClRtHm23RisEBtV3X7,Justin Timberlake,2013
That Girl,Justin Timberlake,4CfYxSs4Dr8KWORCmN3hom,0.728,0.354,-9.626,1,0.221,0.76,0.0,0.132,0.636,132.762,287946,4,10,0,,55,2013-03-15,214,84,9895411,1,['31TPClRtHm23RisEBtV3X7'],1,31TPClRtHm23RisEBtV3X7,Justin Timberlake,2013
Tunnel Vision,Justin Timberlake,79MOydAvZYm8nyyzd6fiVi,0.5720000000000001,0.7709999999999999,-5.54,0,0.0611,0.275,0.0,0.473,0.573,141.88,406640,4,16,0,,53,2013-03-15,214,84,9895411,1,['31TPClRtHm23RisEBtV3X7'],4,31TPClRtHm23RisEBtV3X7,Justin Timberlake,2013
Don't Hold the Wall,Justin Timberlake,7I7EnQnVJH1uSJ0cSQKPuu,0.7020000000000001,0.621,-8.302999999999999,1,0.0988,0.262,0.23800000000000002,0.53,0.332,118.352,430626,4,13,0,,50,2013-03-15,214,84,9895411,1,['31TPClRtHm23RisEBtV3X7'],1,31TPClRtHm23RisEBtV3X7,Justin Timberlake,2013
Let the Groove Get In,Justin Timberlake,2AobDJxjDp5TbxGdR3JGen,0.785,0.841,-5.962000000000001,0,0.064,0.204,0.00235,0.29,0.43700000000000006,116.921,431613,4,16,0,,50,2013-03-15,214,84,9895411,1,['31TPClRtHm23RisEBtV3X7'],4,31TPClRtHm23RisEBtV3X7,Justin Timberlake,2013
You Are My Sunshine,Nick Lachey,4aaF40gaX301ZwdPekuSU7,0.47600000000000003,0.0826,-19.608,1,0.03,0.898,1.0800000000000002e-05,0.1,0.22,83.735,280013,4,14,0,,41,2013-03-12,0,50,135545,1,['6ewMqjrF31lC8ywRsvm073'],4,6ewMqjrF31lC8ywRsvm073,Nick Lachey,2013
Slow Loud & Bangin,Chamillionaire,3EcmNKUi5OOWXUGOsxlCca,0.643,0.73,-7.437,0,0.313,0.127,0.0,0.217,0.276,131.895,254653,4,11,0,,53,2013-02-13,51,65,549775,1,['6vdMPayKk8YJxxeNP5oMCb'],11,6vdMPayKk8YJxxeNP5oMCb,Chamillionaire,2013
Mirrors - Radio Edit,Justin Timberlake,6ToFxXRBtl5TJFEyIoYK3f,0.578,0.6,-5.7,1,0.0455,0.14400000000000002,0.0,0.426,0.6459999999999999,76.999,277306,4,11,0,,65,2013-02-11,88,84,9895411,1,['31TPClRtHm23RisEBtV3X7'],8,31TPClRtHm23RisEBtV3X7,Justin Timberlake,2013
NBA (feat. Wiz Khalifa and French Montana),Joe Budden,1swz00efhQ1pIIbIRxauHu,0.753,0.71,-5.9239999999999995,0,0.11,0.0183,0.00673,0.19,0.42700000000000005,132.003,305786,4,15,0,,38,2013-02-05,19,88,13537495,3,"['1SAugjIcuwNPKS4urSB7A6', '6vXTefBL93Dj5IqAWq6OTv', '137W8MRPWKqSmrBGDBFSop']",0,1SAugjIcuwNPKS4urSB7A6,Joe Budden,2013
Somebody out There,A Rocket To The Moon,2mUCD9Bx2IOFFrVtEH3tyg,0.405,0.409,-7.149,1,0.0305,0.34299999999999997,0.0,0.19699999999999998,0.233,119.954,209226,3,10,0,,62,2013-01-29,0,59,337597,1,['1NU9Em6e8dDo36Js6nEo3t'],7,1NU9Em6e8dDo36Js6nEo3t,A Rocket To The Moon,2013
Me And Tennessee - from the motion picture Country Strong,Tim McGraw,67AOYVNOgMC7kJHCxwkGWN,0.391,0.753,-5.25,1,0.0341,0.0385,1.1599999999999999e-05,0.17,0.294,155.983,283973,4,9,0,,43,2013-01-22,527,77,3381071,2,"['6roFdX1y5BYSbp60OTJWMd', '4njFVSUWyxD84ur7w8Oy7h']",5,6roFdX1y5BYSbp60OTJWMd,Tim McGraw,2013
First Love Never Die,Soko,6nZ4804Y0PLxOLzeCfuoaX,0.39,0.364,-12.562999999999999,1,0.0327,0.465,0.209,0.10800000000000001,0.231,140.059,262226,4,13,0,,40,2013-01-22,0,54,211390,1,['4Q3f2YYH4gQxWFS3WY5G3j'],5,4Q3f2YYH4gQxWFS3WY5G3j,Soko,2013
House of Gold,Twenty One Pilots,36tghkPg1AO4HsAzo6YpPp,0.68,0.693,-7.234,1,0.0435,0.445,0.0,0.20800000000000002,0.851,114.948,163880,4,5,0,,70,2013-01-08,0,86,18800564,1,['3YQKmKGau1PzlVlkL1iodx'],0,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,2013
Migraine,Twenty One Pilots,4rfaoyaZvNa60cj3OKSQV9,0.69,0.6779999999999999,-6.52,1,0.154,0.11,0.0,0.24600000000000002,0.409,173.995,239014,4,10,0,,69,2013-01-08,0,86,18800564,1,['3YQKmKGau1PzlVlkL1iodx'],0,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,2013
Car Radio,Twenty One Pilots,5cbpoIu3YjoOwbBDGUEp3P,0.7659999999999999,0.519,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,129.972,267720,4,11,0,,73,2013-01-08,0,86,18800564,1,['3YQKmKGau1PzlVlkL1iodx'],9,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,2013
Holding on to You,Twenty One Pilots,3C3cr2JQwXIhqAHqOardVO,0.608,0.7759999999999999,-3.635,1,0.0511,0.24100000000000002,0.0,0.0713,0.8140000000000001,89.99600000000001,263733,4,9,0,,67,2013-01-08,0,86,18800564,1,['3YQKmKGau1PzlVlkL1iodx'],11,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,2013
Daydreamin',Ariana Grande,7c86ULTZD9eNdAbJDQLRaC,0.675,0.643,-6.004,1,0.0315,0.233,0.0,0.561,0.325,114.051,211293,3,9,0,,50,2013-01-01,14,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
We Own The Night - Dannic Extended,The Wanted,3Xhx4aoy6oXDF0K0pOsdKk,0.547,0.904,-4.47,0,0.11,0.00199,0.317,0.068,0.141,127.995,309773,4,13,0,,8,2013-01-01,54,69,2119306,2,"['2NhdGz9EDv2FeUw6udu2g1', '7gHVHQE5KhOqom69aITyAn']",8,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
When The Darkness Comes,Various Artists,3wVVIeC1tLfBxXtISoBZaA,0.341,0.282,-10.821,1,0.031,0.772,1.4999999999999999e-05,0.0976,0.133,155.83100000000002,256346,3,15,0,,49,2013-01-01,128,75,1981152,1,['6aZyMrc4doVtZyKNilOmwu'],2,6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,2013
Paper Hearts,Tori Kelly,4X8jImpljCdt2eDge8OzoQ,0.41600000000000004,0.233,-10.988,1,0.0347,0.882,0.0,0.0934,0.242,68.85300000000001,199584,4,8,0,,67,2013-01-01,0,75,1823232,1,['1vSN1fsvrzpbttOYGsliDr'],3,1vSN1fsvrzpbttOYGsliDr,Tori Kelly,2013
You’ll Never Know,Ariana Grande,4PqIj0WOfPAq4QAvisjgpd,0.764,0.8420000000000001,-3.835,1,0.059000000000000004,0.0546,0.0,0.0351,0.8690000000000001,105.01799999999999,214280,4,10,0,,48,2013-01-01,14,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],6,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
We Own The Night - The Chainsmokers Instrumental,The Wanted,2UgznAN1ydEe9dhBsOvW3U,0.579,0.9109999999999999,-5.521,0,0.0327,0.0144,0.818,0.0711,0.35700000000000004,126.014,259226,4,14,0,,8,2013-01-01,54,87,19096609,2,"['2NhdGz9EDv2FeUw6udu2g1', '69GGBxA162lTqCwzJG5jLp']",8,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
We Own The Night - Dannic Radio Edit,The Wanted,7b1PjPllWjaa0gz8gQq62j,0.49,0.835,-5.7,0,0.0894,0.000254,0.00976,0.385,0.33,128.031,178533,4,9,0,,11,2013-01-01,54,69,2119306,2,"['2NhdGz9EDv2FeUw6udu2g1', '7gHVHQE5KhOqom69aITyAn']",8,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
We Own The Night - Ivan Gomez & Nacho Chapado Extended,The Wanted,50SzlED0KO5up2mzAf0ZAD,0.767,0.884,-5.683,0,0.0556,0.000276,0.000575,0.0551,0.191,125.008,411240,4,15,0,,7,2013-01-01,54,69,2122233,3,"['2NhdGz9EDv2FeUw6udu2g1', '75Npu8c9MYb94u6LqZn5mv', '6MZ5NxnWBbicm0IsbeDV6f']",6,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Everybody Knows,The Wanted,3crK3zIcPQiZgTcSmeTHad,0.5820000000000001,0.693,-3.73,1,0.0345,0.0404,0.0,0.257,0.258,149.015,217373,4,9,0,,35,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],2,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
We Own The Night - Ivan Gomez & Nacho Chapado Radio Edit,The Wanted,4Cy1rEGsVG2kpKydYcqX7g,0.565,0.875,-4.643,1,0.275,0.0141,0.0,0.235,0.441,124.964,217520,4,12,0,,5,2013-01-01,54,69,2122233,3,"['2NhdGz9EDv2FeUw6udu2g1', '75Npu8c9MYb94u6LqZn5mv', '6MZ5NxnWBbicm0IsbeDV6f']",11,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
We Own The Night - Ivan Gomez & Nacho Chapado Instrumental,The Wanted,5RDq0aEyENcKpzSSGEDA0O,0.723,0.889,-7.222,0,0.0412,8.7e-05,0.8240000000000001,0.0552,0.23,124.99,413226,4,12,0,,2,2013-01-01,54,69,2122233,3,"['2NhdGz9EDv2FeUw6udu2g1', '75Npu8c9MYb94u6LqZn5mv', '6MZ5NxnWBbicm0IsbeDV6f']",10,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Show Me Love (America),The Wanted,4Luw14qhOSKA0KvMTimXl7,0.47200000000000003,0.76,-4.239,1,0.0379,0.00689,0.0,0.366,0.39799999999999996,77.342,206453,3,8,0,,31,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],0,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
We Own The Night - Dannic Instrumental,The Wanted,65QUN6ht3Ka1XwFDV34D4j,0.557,0.893,-4.958,0,0.16,0.0008089999999999999,0.8859999999999999,0.0513,0.0948,128.013,309786,4,14,0,,2,2013-01-01,54,69,2119306,2,"['2NhdGz9EDv2FeUw6udu2g1', '7gHVHQE5KhOqom69aITyAn']",8,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
We Own The Night - The Chainsmokers Edit,The Wanted,6h9xi8i9zVOXk5FqGqcBNH,0.602,0.8390000000000001,-3.5610000000000004,0,0.0389,0.0141,0.0083,0.0897,0.402,126.001,228986,4,9,0,,39,2013-01-01,54,87,19096609,2,"['2NhdGz9EDv2FeUw6udu2g1', '69GGBxA162lTqCwzJG5jLp']",8,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Lovin' It,Ariana Grande,7EpKfPAURnG9OCVer0S30N,0.624,0.821,-3.844,0,0.0422,0.11199999999999999,0.0,0.276,0.449,93.984,180693,4,7,0,,46,2013-01-01,14,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
Could This Be Love,The Wanted,2Hq4DyvVuAGNvlLcxhETYb,0.332,0.777,-4.493,1,0.0534,0.155,0.0,0.179,0.294,98.76100000000001,187360,4,9,0,,49,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],4,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
We Were Us,Keith Urban,5Net7uzpcqkJtOwR22onye,0.578,0.937,-5.685,1,0.0481,0.0294,0.0,0.122,0.479,102.98299999999999,191746,4,5,0,,54,2013-01-01,468,78,6462956,2,"['0u2FHSq3ln94y5Q57xazwf', '66lH4jAE7pqPlOlzUKbwA0']",2,0u2FHSq3ln94y5Q57xazwf,Keith Urban,2013
Better Left Unsaid,Ariana Grande,5Pnny78GESkBSLnxFmhRYZ,0.585,0.831,-4.024,1,0.0334,0.0391,0.000144,0.10400000000000001,0.28,130.059,211226,4,10,0,,44,2013-01-01,14,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],9,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
Heartbreak Story,The Wanted,2Rj1Pt2TBkT9y8focbob5K,0.5920000000000001,0.355,-6.957999999999999,1,0.0333,0.809,0.0,0.131,0.201,129.504,178826,4,7,0,,39,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],11,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Wanderlust,The Weeknd,6V9TlCdwLeQes4FX5zxz3f,0.637,0.652,-5.237,0,0.0435,0.0668,0.175,0.0714,0.0725,115.92399999999999,306773,4,10,0,,53,2013-01-01,1,96,25865695,1,['1Xyo4u8uXC1ZmMpatF05PJ'],1,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2013
In Case,Demi Lovato,5Q0LOi7lmEVjpSp0nNGwX6,0.37799999999999995,0.28600000000000003,-9.198,1,0.0616,0.892,0.0,0.22399999999999998,0.594,177.497,214666,4,10,0,,53,2013-01-01,91,87,18412343,1,['6S2OmqARrzebs0tKUEyXyp'],8,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,2013
Walks Like Rihanna,The Wanted,65xj2tRI9FUdK5cKdUI0Ct,0.5579999999999999,0.826,-3.3760000000000003,1,0.0574,0.007670000000000001,0.0,0.0858,0.406,126.086,201893,4,9,0,,43,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],5,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Dear No One,Tori Kelly,2wWboDFZJPWXVNlHUbdSVQ,0.627,0.5920000000000001,-5.977,1,0.314,0.126,0.0,0.111,0.462,167.882,197846,4,9,0,,69,2013-01-01,0,75,1823232,1,['1vSN1fsvrzpbttOYGsliDr'],6,1vSN1fsvrzpbttOYGsliDr,Tori Kelly,2013
Nightingale,Demi Lovato,2eLxEzMVfiQih0cJIWIowm,0.486,0.605,-5.574,1,0.0365,0.139,0.0,0.105,0.33,141.319,216400,4,7,0,,57,2013-01-01,91,87,18412343,1,['6S2OmqARrzebs0tKUEyXyp'],9,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,2013
Love Is Everything,Ariana Grande,25tkPPlBrYCXkSIAASibtL,0.563,0.9309999999999999,-3.468,1,0.0909,0.0904,0.0,0.258,0.81,180.035,212786,4,10,0,,56,2013-01-01,14,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],11,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
Show Me Love (America),The Wanted,1VyggIM8oBBsNVID6Nn3sg,0.47200000000000003,0.76,-4.239,1,0.0379,0.00689,0.0,0.366,0.39799999999999996,77.342,206453,3,8,0,,24,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],0,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Forget To Forget You,Scotty McCreery,4M3EQoDaaF5j6Q9hZubfgz,0.623,0.738,-5.97,1,0.0303,0.39399999999999996,0.0,0.284,0.452,143.991,238093,4,10,0,,46,2013-01-01,33,65,660077,1,['6ZV6lGY0prbqpTD0Md8i29'],10,6ZV6lGY0prbqpTD0Md8i29,Scotty McCreery,2013
Snow In California,Ariana Grande,6Uc4EHr3ktYmLfLDY7LifJ,0.631,0.5329999999999999,-5.965,1,0.0518,0.257,0.0,0.35100000000000003,0.428,135.002,206373,4,12,0,,63,2013-01-01,14,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
The Town,The Weeknd,7jGr8wzgwOVLuktY66qM5f,0.625,0.524,-8.227,0,0.0369,0.361,2.67e-06,0.0826,0.191,139.968,307346,4,12,0,,52,2013-01-01,1,96,25865695,1,['1Xyo4u8uXC1ZmMpatF05PJ'],1,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2013
Bring It,Trapt,5BInskLvwqz56ClUpfqdI4,0.498,0.975,-4.372,1,0.07400000000000001,0.000223,2.28e-06,0.0999,0.336,100.014,219720,4,8,0,,49,2013-01-01,29,64,784737,1,['1UdQqCUR7RwB9YYJONwbdM'],6,1UdQqCUR7RwB9YYJONwbdM,Trapt,2013
If We're Alright,The Wanted,3rHQb7gv1cOFij5WYqwyBM,0.609,0.773,-3.741,1,0.0346,0.128,0.0,0.0796,0.486,140.02700000000002,219826,4,10,0,,23,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],8,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
We Both Know,Various Artists,0X7ZI8N6agO4VJREPgXlAY,0.462,0.479,-7.406000000000001,1,0.0306,0.315,0.0,0.159,0.314,141.33,230266,4,10,0,,42,2013-01-01,128,75,3045495,2,"['6aZyMrc4doVtZyKNilOmwu', '5DYAABs8rkY9VhwtENoQCz']",3,6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,2013
Alive,Empire of the Sun,5WBnKCEsPwsvWHUZmLjS3s,0.524,0.885,-3.0789999999999997,1,0.037000000000000005,0.0997,0.0,0.0708,0.395,119.954,204591,4,12,0,,62,2013-01-01,0,73,991964,1,['67hb7towEyKvt5Z8Bx306c'],5,67hb7towEyKvt5Z8Bx306c,Empire of the Sun,2013
Belong To The World,The Weeknd,3D7izPzeEcz7lBhcCZJccl,0.501,0.858,-6.27,0,0.0578,0.00392,0.0,0.11900000000000001,0.361,121.01799999999999,307173,4,12,0,,51,2013-01-01,1,96,25865695,1,['1Xyo4u8uXC1ZmMpatF05PJ'],5,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2013
All The Time,Jeremih,0USZx50eApN045zIIyjePN,0.675,0.44,-9.298,0,0.349,0.545,6.24e-06,0.19699999999999998,0.0338,109.823,264200,4,14,0,,72,2013-01-01,40,91,14429076,3,"['3KV3p5EY4AvKxOlhGHORLg', '55Aa2cqylxrFIXC767Z865', '1fYdgyGBrMIEML5cuo5FpZ']",9,3KV3p5EY4AvKxOlhGHORLg,Jeremih,2013
Young Volcanoes,Fall Out Boy,3nSiB5WCF2pmRQrYSsteHv,0.599,0.853,-3.878,0,0.0365,0.00123,0.000504,0.37,0.6759999999999999,94.99700000000001,204506,4,8,0,,55,2013-01-01,165,84,8337616,1,['4UXqAaa6dQYAk18Lv7PEgX'],11,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,2013
We Own The Night - The Chainsmokers Extended,The Wanted,3CDXyGRH5n2zKCOgPq3Ymc,0.645,0.8270000000000001,-3.7430000000000003,0,0.0352,0.0235,0.0186,0.0717,0.467,125.96600000000001,259399,4,11,0,,27,2013-01-01,54,87,19096609,2,"['2NhdGz9EDv2FeUw6udu2g1', '69GGBxA162lTqCwzJG5jLp']",8,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Tattooed Heart,Ariana Grande,5yxghrFKJbU7pcaUFEv1Sg,0.536,0.521,-4.128,1,0.0274,0.41,0.0,0.142,0.314,72.06,194706,4,7,0,,59,2013-01-01,14,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],7,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
Devil May Cry - From “The Hunger Games: Catching Fire” Soundtrack,Various Artists,50YZQsqoTXoPHd1YmZyBID,0.496,0.53,-7.847,0,0.0268,0.258,3.64e-05,0.11900000000000001,0.188,97.913,323760,4,15,0,,44,2013-01-01,1,96,25865695,1,['1Xyo4u8uXC1ZmMpatF05PJ'],3,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2013
Just One Yesterday,Fall Out Boy,0l2p5mDOP3czJ2FpD6zWie,0.508,0.907,-3.443,0,0.0565,0.0423,6.829999999999999e-05,0.221,0.5870000000000001,104.99700000000001,244720,4,10,0,,55,2013-01-01,165,84,8607893,2,"['4UXqAaa6dQYAk18Lv7PEgX', '7qRll6DYV06u2VuRPAVqug']",6,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,2013
Drunk On Love,The Wanted,6345vFrcMJHvnnh1aa8Rbc,0.643,0.9079999999999999,-3.995,1,0.0827,0.28300000000000003,0.0,0.33399999999999996,0.46,128.025,202386,4,9,0,,22,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],11,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Demons,The Wanted,0FwhKLG0Ob5lx9S6y038F6,0.484,0.8809999999999999,-4.331,0,0.0547,0.00857,0.0,0.253,0.833,165.93,192026,4,11,0,,21,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],8,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Piano,Ariana Grande,1FSfCzJd8aSQ0nqTSbN4PO,0.738,0.804,-4.2860000000000005,0,0.0815,0.16399999999999998,0.0,0.826,0.725,120.01700000000001,234426,4,8,0,,62,2013-01-01,14,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],1,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
In The Middle,The Wanted,1XMH0iJVL75w59aeEMrWbf,0.597,0.76,-6.513999999999999,1,0.0391,0.3,0.0,0.129,0.182,138.02700000000002,193480,4,9,0,,27,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],0,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Love Sewn,The Wanted,5CQq1xpt6i2qPmOoqzJ2B9,0.512,0.701,-2.9219999999999997,1,0.0287,0.0124,0.0,0.138,0.305,96.00200000000001,262546,4,11,0,,20,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],7,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Glow In The Dark,The Wanted,1iqWiDo0QSdvEUHiXH98gK,0.73,0.804,-4.293,0,0.0548,0.0273,2.87e-06,0.114,0.40399999999999997,125.93299999999999,214186,4,9,0,,20,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],0,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Warrior,Demi Lovato,7nCBOm2WiTUPAx3TeG2rZA,0.415,0.39899999999999997,-6.165,0,0.0423,0.868,0.0,0.114,0.196,146.485,231173,4,10,0,,63,2013-01-01,91,87,18412343,1,['6S2OmqARrzebs0tKUEyXyp'],9,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,2013
Summer Alive,The Wanted,1rpqTFdg26DvfpwHIxxA1f,0.674,0.7859999999999999,-5.501,0,0.0402,0.24600000000000002,7.81e-06,0.0771,0.502,123.949,184080,4,9,0,,19,2013-01-01,54,69,2119305,1,['2NhdGz9EDv2FeUw6udu2g1'],10,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Party Rock Anthem - Radio Edit,Various Artists,0OoEAN7MtFPQTVyJdCH1kH,0.701,0.6829999999999999,-5.782,0,0.15,0.0296,0.0,0.248,0.379,130.063,235626,4,11,0,,37,2013-01-01,90,71,3571191,3,"['3sgFRtyBnxXD5ESfmbK4dl', '2jLE4BoXHriQ96JagEtiDP', '53sIBaVjXQhfH89Vu6nEGh']",5,3sgFRtyBnxXD5ESfmbK4dl,LMFAO,2013
Chasing The Sun - Hardwell Extended,Various Artists,3F7dSMu6OXkWRsAcQzWFDq,0.695,0.8390000000000001,-4.766,0,0.132,0.00502,0.0247,0.10400000000000001,0.42100000000000004,127.95100000000001,315906,4,13,0,,18,2013-01-01,54,73,5441981,2,"['2NhdGz9EDv2FeUw6udu2g1', '6BrvowZBreEkXzJQMpL174']",7,2NhdGz9EDv2FeUw6udu2g1,The Wanted,2013
Future Days,Pearl Jam,22sDLvlzAJzH0BHiMSOfRP,0.5379999999999999,0.266,-12.464,1,0.0277,0.41,0.0,0.0639,0.174,106.95200000000001,262893,4,12,0,,59,2013-01-01,63,80,6181209,1,['1w5Kfo2jwwIPruYS2UWh56'],1,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,2013
The Illest,Far East Movement,625SmNWs5ggrNdqqaQNp7p,0.6659999999999999,0.716,-4.332,1,0.0678,0.0105,1.7e-05,0.122,0.544,142.066,219866,3,8,0,,48,2013-01-01,0,70,991127,2,"['698hF4vcwHwPy8ltmXermq', '28wN4JzoH2AaqxEFwL9lSI']",6,698hF4vcwHwPy8ltmXermq,Far East Movement,2013
Honeymoon Avenue,Ariana Grande,2ofOe2OaXFpZF5ETbsc7Qu,0.6920000000000001,0.608,-5.233,0,0.040999999999999995,0.218,0.0,0.348,0.449,125.012,339733,4,11,0,,60,2013-01-01,14,100,53062576,1,['66CXWjxzNUsdJxJ2JdwvnR'],8,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2013
