name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name,release_year,chart_year
Knock You Down,Keri Hilson,58FUwmyGUqkt53YPUcm7cJ,0.588,0.877,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165,326186,4,19,1,2009-04-11,65,2009-01-01,23,92,19638148,3,"['63wjoROpeh5f11Qm93UiJ1', '5K4W6rqBFWDnAN6FQUkS6x', '21E3waRsmPlU7jZsS13rcj']",8,63wjoROpeh5f11Qm93UiJ1,Keri Hilson,2009,2009
Pursuit Of Happiness (Nightmare),Kid Cudi,5iSEsR6NKjlC9SrIJkyL3k,0.63,0.605,-8.951,1,0.0414,0.484,9.290000000000001e-05,0.298,0.266,115.277,295293,4,13,1,2009-10-03,72,2009-09-15,41,84,6620367,3,"['0fA0VVWsXO9YnASrzqfmYu', '0SwO7SWeDHJijQ3XNS7xEE', '57dN52uHvrHOxijzpIgu3E']",0,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,2009,2009
I Keep On Lovin' You,Reba McEntire,3e4ZaMM2t6Pv25W05KfZTP,0.5379999999999999,0.461,-5.676,1,0.0279,0.353,0.0,0.11800000000000001,0.299,127.10700000000001,193893,4,7,1,2010-05-08,38,2009-01-01,53,68,1246833,1,['02rd0anEWfMtF7iMku9uor'],10,02rd0anEWfMtF7iMku9uor,Reba McEntire,2009,2010
Ignorance,Paramore,47No93LxERvV6MtOAmQzHS,0.522,0.9640000000000001,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.94400000000005,218626,4,11,1,2009-07-25,67,2009-09-28,78,81,5509772,1,['74XFHRwlV6OrjEM0A2NCMF'],11,74XFHRwlV6OrjEM0A2NCMF,Paramore,2009,2009
Down,Jay Sean,7LP4Es66zdY7CyjepqmvAg,0.657,0.695,-4.493,1,0.0321,0.0108,0.0,0.0822,0.6829999999999999,65.997,212106,4,8,1,2009-07-18,79,2009-01-01,0,92,10919323,2,"['4pADjHPWyrlAF0FA7joK2H', '55Aa2cqylxrFIXC767Z865']",2,4pADjHPWyrlAF0FA7joK2H,Jay Sean,2009,2009
Hot Mess,Cobra Starship,18eoNBn1L1li2TvPa2DupB,0.642,0.87,-4.096,1,0.11,0.00205,0.0,0.129,0.73,119.98700000000001,172293,4,4,1,2009-08-29,50,2009-07-07,11,63,408684,1,['2aYJ5LAta2ScCdfLhKgZOY'],7,2aYJ5LAta2ScCdfLhKgZOY,Cobra Starship,2009,2009
Still,Tim McGraw,6xZ3fQFc5MtlUofBqtsUgA,0.413,0.612,-6.625,1,0.0276,0.261,0.000875,0.132,0.23,173.412,224146,4,11,1,2010-05-08,25,2009-10-20,460,77,3353725,1,['6roFdX1y5BYSbp60OTJWMd'],1,6roFdX1y5BYSbp60OTJWMd,Tim McGraw,2009,2010
Temporary Home,Carrie Underwood,0d0tJF80562KcMndcBcSfM,0.41600000000000004,0.354,-6.357,1,0.0263,0.731,1e-06,0.0925,0.18100000000000002,80.767,268560,4,13,1,2009-11-07,53,2009-01-01,225,75,4220760,1,['4xFUf1FHVy696Q1JQZMTRj'],0,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,2009,2009
ROCKSTAR 101,Rihanna,5rXDTihGQ3TkYE3pmraAmH,0.34299999999999997,0.65,-4.624,1,0.0909,0.0299,0.0,0.6459999999999999,0.315,170.697,238893,5,12,1,2010-08-14,50,2009-11-20,331,92,41755090,2,"['5pKCCKE2ajJHZ9KAiaK11H', '4Cqia9vrAbm7ANXbJGXsTE']",1,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2009,2010
Gimmie That Girl,Joe Nichols,7xoBJ4hih949Jeu5ZfzBai,0.5,0.9,-3.577,1,0.11699999999999999,0.205,0.000251,0.6940000000000001,0.675,162.249,185453,4,9,1,2010-03-13,55,2009-01-01,111,62,540978,1,['4aJTB79uwT4sP0Nb8QGWHc'],2,4aJTB79uwT4sP0Nb8QGWHc,Joe Nichols,2009,2010
Only You Can Love Me This Way,Keith Urban,1ddEJFVOCOjNqh19FTQAsX,0.5660000000000001,0.429,-9.478,1,0.0286,0.457,3.3799999999999995e-05,0.17300000000000001,0.325,147.957,247680,4,11,1,2009-04-11,52,2009-01-01,322,78,3939242,1,['0u2FHSq3ln94y5Q57xazwf'],2,0u2FHSq3ln94y5Q57xazwf,Keith Urban,2009,2009
I Invented Sex (feat. Drake),Trey Songz,1Ug1mV9h5qVSs4rvvnQWux,0.69,0.76,-4.7780000000000005,1,0.0587,0.0678,0.0,0.184,0.46799999999999997,89.958,247933,4,10,1,2009-11-07,58,2009-08-31,60,100,55972059,2,"['2iojnBLj0qIMiKPvVhLnsH', '3TVXtAsR1Inumwj472S9r4']",0,2iojnBLj0qIMiKPvVhLnsH,Trey Songz,2009,2009
I Wanna Know You,Hannah Montana,6ftcAmQPmGbk7Gkr5MJe4T,0.684,0.741,-3.892,1,0.0276,0.127,0.0,0.348,0.821,83.999,166893,4,7,1,2009-07-25,55,2009-01-01,30,69,3047490,1,['7nU4hB040gTmHm45YYMvqc'],5,7nU4hB040gTmHm45YYMvqc,Hannah Montana,2009,2009
This Is War,Thirty Seconds To Mars,2D52zjCyqEIQa221lhw6uk,0.402,0.723,-5.26,1,0.0579,0.0663,2e-06,0.233,0.22399999999999998,160.047,326983,4,11,1,2009-12-26,67,2009-01-01,2,73,2757133,1,['0RqtSIYZmd4fiBKVFqyIqD'],6,0RqtSIYZmd4fiBKVFqyIqD,Thirty Seconds To Mars,2009,2009
Vogue,Madonna,27QvYgBk0CHOVHthWnkuWt,0.737,0.88,-6.449,1,0.0433,0.00379,0.00351,0.41700000000000004,0.32899999999999996,115.99799999999999,316813,4,14,0,,67,2009-09-18,139,81,4551754,1,['6tbjWDEIzxoDsBA1FuhfPW'],6,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2009,
Spaceship,Puddle Of Mudd,2Ydd3GRqW0vqcSKtUaP155,0.504,0.975,-2.612,1,0.0678,4.7e-05,1.4400000000000001e-05,0.28,0.521,135.951,196480,4,8,0,,40,2009-01-01,118,67,1288541,1,['3dXaa6jwM7B52GZpaJEIr5'],1,3dXaa6jwM7B52GZpaJEIr5,Puddle Of Mudd,2009,
Fight for Love,Elliott Yamin,5jSyITYVIfLOZxCPyJrKxh,0.682,0.544,-6.707000000000001,1,0.23,0.0402,0.0,0.364,0.546,145.918,221786,4,11,0,,30,2009-05-05,0,53,88922,1,['4am1I89OWXUzFh4ctRLkdd'],0,4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,2009,
War - New Album Version,Sean Kingston,1Lk0eJwjBC8xuD80xeylGb,0.65,0.925,-2.589,1,0.172,0.293,0.0,0.40399999999999997,0.385,140.128,179520,4,8,0,,35,2009-09-07,89,75,1919177,1,['6S0dmVVn4udvppDhZIWxCr'],2,6S0dmVVn4udvppDhZIWxCr,Sean Kingston,2009,
Stuck With Each Other - Main,Shontelle,2I4CARuYmTvb5c3z0txXMZ,0.654,0.5870000000000001,-9.142999999999999,1,0.0786,0.259,0.0,0.233,0.332,87.984,200800,4,7,0,,30,2009-01-01,0,83,2954469,2,"['4M6Z1wubeKtwPqbjJygTOc', '0z4gvV4rjIZ9wHck67ucSV']",10,4M6Z1wubeKtwPqbjJygTOc,Shontelle,2009,
Brand New,Drake,4XTXamS1g4g93jPxyuFJJ6,0.39899999999999997,0.491,-8.992,1,0.0714,0.631,0.0,0.171,0.35600000000000004,94.542,213492,3,9,0,,58,2009-01-01,11,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4,Drake,2009,
Crazy for You,Madonna,6B4oVElDIKRNcNUary0WG7,0.662,0.7190000000000001,-6.606,1,0.0298,0.107,0.0,0.102,0.511,95.001,224320,4,12,0,,65,2009-09-18,139,81,4551754,1,['6tbjWDEIzxoDsBA1FuhfPW'],9,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2009,
Congratulations,Drake,3SnXwQUrvSacFziUYXTNKY,0.33299999999999996,0.8590000000000001,-2.286,1,0.14800000000000002,0.0185,0.0,0.22,0.125,86.882,332529,5,12,0,,49,2009-01-01,11,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4,Drake,2009,
Something To Believe In,Spectacular! Cast,61qE29qWuGTyGuk2DQF9he,0.32799999999999996,0.8809999999999999,-3.216,1,0.0821,0.145,0.0,0.294,0.376,134.79,275493,4,12,0,,28,2009-02-03,0,28,28554,1,['6LXsctaxlamY9VuhxWlFH1'],0,6LXsctaxlamY9VuhxWlFH1,Spectacular! Cast,2009,
Must Be The Ganja,Eminem,5PVv4YALJruehQKyAlwjfE,0.728,0.8009999999999999,0.161,1,0.297,0.322,0.0,0.244,0.794,82.65700000000001,242906,4,10,0,,55,2009-05-15,280,94,39328892,1,['7dGJo4pcD2V6oG8kP0tJRR'],1,7dGJo4pcD2V6oG8kP0tJRR,Eminem,2009,
Why Don't You Love Me,Beyoncé,4qwT6ISA0clmfsFSTjd9Hb,0.6920000000000001,0.727,-4.562,1,0.0868,0.0451,1.94e-06,0.0568,0.745,136.87,217280,4,9,0,,43,2009-11-20,1,89,25080367,1,['6vWDO969PvNqNYHIOW5v0m'],6,6vWDO969PvNqNYHIOW5v0m,Beyoncé,2009,
Don't Think I Can't Love You,Jake Owen,1SoP2zC2ttcI2zjuRsQ5xx,0.435,0.5579999999999999,-5.422999999999999,1,0.0342,0.26,0.0,0.245,0.203,115.742,185106,3,9,0,,48,2009-02-24,16,70,1475820,1,['1n2pb9Tsfe4SwAjmUac6YT'],10,1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,2009,
The Dedication (Ay DJ),Jibbs,73kBlgxKUqaBW8o6EfCW2f,0.5720000000000001,0.815,-5.3420000000000005,0,0.16,0.127,0.0,0.107,0.6,146.17700000000002,208053,4,11,0,,19,2009-01-01,0,69,1562564,2,"['4USNIVeRwXIAdbVSTqelbh', '1Xfmvd48oOhEWkscWyEbh9']",0,4USNIVeRwXIAdbVSTqelbh,Jibbs,2009,
Tears,Jason Michael Carroll,53YG6yCSGNxRA1KVK5urOq,0.48,0.589,-5.858,1,0.0296,0.0818,0.0,0.18899999999999997,0.254,137.32,271640,4,9,0,,33,2009-04-28,40,50,233507,1,['6vgqbvuLEUcrg7SB1kRTYE'],10,6vgqbvuLEUcrg7SB1kRTYE,Jason Michael Carroll,2009,
Man On The Moon,Kid Cudi,78T9DulqSBWqkaxczcGBfk,0.649,0.659,-8.924,1,0.066,0.638,2.71e-05,0.359,0.49700000000000005,90.991,210893,4,8,0,,59,2009-01-01,21,84,4163685,1,['0fA0VVWsXO9YnASrzqfmYu'],0,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,2009,
Lust For Life,Drake,1v24T2ug4TlssYZvI3aL4O,0.462,0.42200000000000004,-10.380999999999998,1,0.175,0.9390000000000001,0.0327,0.10800000000000001,0.0853,87.36399999999999,176179,4,7,0,,58,2009-01-01,11,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],6,3TVXtAsR1Inumwj472S9r4,Drake,2009,
Borderline,Madonna,4FMNpPI7mkhdeFCCk6fZiE,0.807,0.764,-5.186,1,0.0312,0.08199999999999999,3.87e-05,0.115,0.371,119.867,238360,4,10,0,,56,2009-09-18,139,81,4551754,1,['6tbjWDEIzxoDsBA1FuhfPW'],2,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2009,
Where the Story Ends,The Fray,4oldUCHLnfpmb5LYVFfC8U,0.371,0.6,-7.393,1,0.0338,0.0207,0.0,0.102,0.214,139.265,237226,4,9,0,,45,2009-02-02,143,75,3104315,1,['0zOcE3mg9nS6l3yxt1Y0bK'],1,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,2009,
She's A Genius,Jet,2rXfsWB0xfTHTOa9btjmUc,0.498,0.943,-2.394,1,0.13699999999999998,0.0218,7.69e-06,0.11199999999999999,0.569,152.216,178840,4,8,0,,53,2009-08-21,45,67,434034,1,['5ypxebeHEIXjMtJb17uJlI'],9,5ypxebeHEIXjMtJb17uJlI,Jet,2009,
Lose Control (Featuring JoJo),Timbaland,2nIfbCNzrRmUlMaEwLe9Ua,0.552,0.639,-7.985,0,0.287,0.0422,0.0,0.35100000000000003,0.425,180.115,267800,4,13,0,,45,2009-01-01,114,80,3486775,2,"['5Y5TRrQiqgUO4S36tzjIRZ', '5xuNBZoM7z1Vv8IQ6uM0p6']",1,5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,2009,
Addiction - Main,Ryan Leslie,5XKjIoMKCH6pzkdW581DZY,0.546,0.585,-7.435,0,0.13,0.105,5.03e-05,0.098,0.7,123.74600000000001,240053,5,11,0,,46,2009-01-01,0,74,2799576,3,"['3aTMDZLtkFlYQfQL7bzccp', '27FGXRNruFoOdf1vP8dqcH', '0YWxKQj2Go9CGHCp77UOyy']",4,3aTMDZLtkFlYQfQL7bzccp,Ryan Leslie,2009,
Open Your Heart,Madonna,3kme5Qos8h04yrKxsgur79,0.6559999999999999,0.899,-5.039,1,0.0565,0.0261,0.0,0.0936,0.865,113.23899999999999,229280,4,11,0,,54,2009-09-18,139,81,4551754,1,['6tbjWDEIzxoDsBA1FuhfPW'],5,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2009,
Slow Dance,Keri Hilson,2kwS2pjv6m2MbAI5CIOWKi,0.685,0.597,-6.7010000000000005,0,0.20600000000000002,0.0102,0.000221,0.203,0.486,133.092,262520,4,12,0,,40,2009-01-01,9,70,1351175,1,['63wjoROpeh5f11Qm93UiJ1'],7,63wjoROpeh5f11Qm93UiJ1,Keri Hilson,2009,
Yo Body,Twista,6aBwnnVbYvuBffwyneW7Cl,0.695,0.7070000000000001,-7.811,1,0.0499,0.425,4.91e-06,0.16899999999999998,0.469,146.012,227986,4,11,0,,38,2009-01-01,1,71,897643,3,"['6vbY3hOaCAhC7VjucswgdS', '0u6b6Qa5VJEvr3SgzzeVOB', '2RdXF6BnaZAz1G44yNKJcj']",4,6vbY3hOaCAhC7VjucswgdS,Twista,2009,
Good to Be Me (feat. Kid Rock) - South River Road Version [South River Road Version],Uncle Kracker,7d1i567adnYsgg7XOVrRxt,0.797,0.899,-2.5380000000000003,1,0.034,0.111,0.0,0.3,0.9329999999999999,114.012,241640,4,11,0,,50,2009-09-15,88,68,441225,1,['2DnqqkzzDKm3vAoyHtn8So'],8,2DnqqkzzDKm3vAoyHtn8So,Uncle Kracker,2009,
I Don't Miss You At All,Selena Gomez & The Scene,02lScBUaiKOyU15rLZBzCu,0.461,0.935,-2.927,1,0.14400000000000002,0.0307,0.0,0.35200000000000004,0.32799999999999996,183.963,220413,4,10,0,,41,2009-01-01,0,71,5979600,1,['6dJeKm76NjfXBNTpHmOhfO'],7,6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,2009,
Manos Al Aire,Nelly Furtado,6x3QIoNigqF82XJAFxTsya,0.773,0.762,-3.815,1,0.0859,0.0159,0.00018600000000000002,0.0998,0.894,125.007,209093,4,5,0,,55,2009-01-01,105,78,2239495,1,['2jw70GZXlAI8QzWeY2bgRc'],2,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,2009,
Loba,Shakira,1fPCGREltHJuV3axEPydLp,0.853,0.706,-7.598,1,0.045,0.40299999999999997,0.0467,0.0751,0.778,121.99,189200,4,10,0,,59,2009-01-01,85,86,20089053,1,['0EmeFodog0BfCgMzAIvKQp'],7,0EmeFodog0BfCgMzAIvKQp,Shakira,2009,
White Blank Page,Mumford & Sons,06YV4yr9sdJqSNj4HjZk2s,0.23,0.406,-9.984,0,0.0351,0.2,1.6800000000000002e-05,0.555,0.303,80.082,254160,4,8,0,,57,2009-10-02,0,79,5865201,1,['3gd8FJtBJtkRxdfbTu19U2'],6,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,2009,
Rockin' That Shit,The-Dream,3RBGG1be9aBaSvjnw6ABkh,0.672,0.62,-4.865,1,0.0422,0.12300000000000001,0.0,0.36200000000000004,0.627,78.005,221920,4,9,0,,61,2009-01-01,59,69,858223,1,['1W3FSF1BLpY3hlVIgvenLz'],8,1W3FSF1BLpY3hlVIgvenLz,The-Dream,2009,
You'll Always Find Your Way Back Home,Various Artists,12wSL3tGk3MtbDEhfG7xy3,0.5770000000000001,0.9059999999999999,-3.673,1,0.0583,0.0304,0.0,0.18899999999999997,0.6920000000000001,152.946,224186,4,10,0,,64,2009-01-01,30,69,3067382,1,['7nU4hB040gTmHm45YYMvqc'],8,7nU4hB040gTmHm45YYMvqc,Hannah Montana,2009,
Future Love,Kristinia DeBarge,0F7lWRoI4vXUlaX7rxRDTV,0.731,0.7190000000000001,-3.6310000000000002,1,0.0435,0.204,0.0,0.23399999999999999,0.175,99.99,203453,4,11,0,,34,2009-01-01,0,40,71988,1,['5Z22vlK4DCgDrQgBEqfc8w'],2,5Z22vlK4DCgDrQgBEqfc8w,Kristinia DeBarge,2009,
Say When,The Fray,3lqrCvTI9YRt62FR5JSTom,0.47,0.6759999999999999,-6.449,0,0.0334,0.153,1.06e-05,0.111,0.298,153.091,301640,4,12,0,,48,2009-02-02,143,75,3104315,1,['0zOcE3mg9nS6l3yxt1Y0bK'],6,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,2009,
Awake My Soul,Mumford & Sons,3khbaRkdMXpwxd6Ege88gj,0.35100000000000003,0.465,-10.312999999999999,1,0.0365,0.0481,0.0188,0.0912,0.22399999999999998,123.75,255826,4,12,0,,59,2009-10-02,0,79,5865201,1,['3gd8FJtBJtkRxdfbTu19U2'],2,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,2009,
Everyone Falls In Love,Tanto Metro & Devonte,6JWl0oNzxELeuecBhvAYib,0.726,0.8290000000000001,-4.57,0,0.0353,0.0124,0.0,0.254,0.703,96.00200000000001,229106,4,12,0,,42,2009-05-25,0,46,35942,1,['4mVpYIVAOE8sEdYuL8HDpd'],6,4mVpYIVAOE8sEdYuL8HDpd,Tanto Metro & Devonte,2009,
Can't Keep on Loving You (From a Distance),Elliott Yamin,5skLCr363pw26MFEZghFDq,0.552,0.528,-7.9510000000000005,1,0.0302,0.319,0.0,0.099,0.643,86.005,194480,4,6,0,,32,2009-05-05,0,53,88922,1,['4am1I89OWXUzFh4ctRLkdd'],11,4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,2009,
La Isla Bonita,Madonna,2Iib2MV3ECFJAourgP9dlY,0.708,0.8320000000000001,-4.736000000000001,0,0.0362,0.392,1.33e-06,0.0561,0.968,99.95299999999999,242946,4,11,0,,65,2009-09-18,139,81,4551754,1,['6tbjWDEIzxoDsBA1FuhfPW'],1,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2009,
Cowgirls Don't Cry - Featuring Reba McEntire,Brooks & Dunn,54007AqKIiRCG69C3ySu0b,0.648,0.75,-4.147,1,0.0307,0.0801,4.23e-06,0.0863,0.639,114.988,214853,4,12,0,,52,2009-09-08,0,75,1646999,1,['0XKOBt59crntr7HQXXO8Yz'],9,0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,2009,
Holiday,Madonna,4k6ktr10Hczmh55NY3LfJy,0.8540000000000001,0.7959999999999999,-5.567,0,0.0399,0.0542,0.0018399999999999998,0.151,0.946,115.625,368280,4,15,0,,62,2009-09-18,139,81,4551754,1,['6tbjWDEIzxoDsBA1FuhfPW'],11,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2009,
My Hero,Foo Fighters,7u5dBtASrtOuBTTZjJrvuJ,0.364,0.925,-4.224,1,0.0659,6.01e-05,0.000251,0.0603,0.301,153.981,258973,4,10,0,,59,2009-11-03,125,82,8129481,1,['7jy3rLJdDQY21OgRLCZ9sD'],4,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,2009,
In God We Still Trust,Diamond Rio,5Zx9QxolfuwBPWWV1h77ns,0.508,0.716,-5.132000000000001,1,0.0371,0.42200000000000004,0.0,0.136,0.473,145.985,202920,4,9,0,,33,2009-09-22,53,60,578014,1,['0svyIX7Xu3DVMkrOtB88i6'],11,0svyIX7Xu3DVMkrOtB88i6,Diamond Rio,2009,
Headboard,Hurricane Chris,67icOKI4mrLduc9ddfmY51,0.645,0.682,-5.875,0,0.268,0.0501,0.0,0.732,0.44299999999999995,82.074,237080,4,10,0,,33,2009-12-18,26,71,3442273,3,"['1fQ46lgoUCz8FVXdTVNk0a', '20s0P9QLxGqKuCsGwFsp7w', '3jksrX4oBklxR78ft8gv3j']",11,1fQ46lgoUCz8FVXdTVNk0a,Hurricane Chris,2009,
Before The Storm - featuring Miley Cyrus,Jonas Brothers,531muHgVZoRgYXK5Qb59Pz,0.401,0.715,-5.402,1,0.0379,0.0058200000000000005,0.0,0.11699999999999999,0.327,149.411,266466,4,10,0,,52,2009-01-01,93,89,17850229,2,"['7gOdHgIoIKoe4i9Tta6qdD', '5YGY8feqx7naU7z4HrwZM6']",2,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,2009,
Yes,LMFAO,0Rdfu7NQubmGmYz90usRCU,0.73,0.9,-3.339,0,0.052000000000000005,0.0761,0.0,0.23800000000000002,0.8959999999999999,128.083,183693,4,6,0,,56,2009-01-01,3,71,3565239,1,['3sgFRtyBnxXD5ESfmbK4dl'],7,3sgFRtyBnxXD5ESfmbK4dl,LMFAO,2009,
All the Pretty Girls,fun.,1TQyRzRnGJflBhUHAwtk1x,0.6459999999999999,0.787,-4.654,1,0.0602,0.258,0.0,0.19899999999999998,0.773,131.036,202893,4,9,0,,47,2009-01-01,0,73,3423654,1,['5nCi3BB41mBaMH9gfr6Su0'],0,5nCi3BB41mBaMH9gfr6Su0,fun.,2009,
Ain't Back Yet,Kenny Chesney,5jjoS9t9LgIsSGbVrtoKR7,0.602,0.9440000000000001,-4.238,1,0.0427,0.0308,0.00256,0.436,0.797,106.958,239813,4,10,0,,42,2009-05-19,455,77,3210991,1,['3grHWM9bx2E9vwJCdlRv9O'],10,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,2009,
Makin' Plans,Miranda Lambert,4SgbELGcdmMdVtSbpkSG6x,0.441,0.46299999999999997,-8.041,1,0.0283,0.0697,0.00264,0.107,0.34299999999999997,79.608,230000,3,11,0,,56,2009-09-24,89,73,2506603,1,['66lH4jAE7pqPlOlzUKbwA0'],10,66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert,2009,
Haven't Met You Yet,Michael Bublé,4fIWvT19w9PR0VVBuPYpWA,0.615,0.733,-4.808,1,0.0335,0.152,0.0,0.109,0.7959999999999999,122.58,244586,4,14,0,,73,2009-10-06,0,85,4177408,1,['1GxkXlMwML1oSg5eLPiAz3'],8,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,2009,
It's the Most Wonderful Time of the Year,Various Artists,2cYRS293yoUntnfqyzsUrf,0.625,0.607,-9.889,0,0.0467,0.428,0.0,0.32,0.7290000000000001,91.90700000000001,160386,3,8,0,,27,2009-01-01,0,49,87007,4,"['33wbkdcxtduHKY53LnI1Hf', '2baibcPB54ZviMVMj8w25N', '7zMwSfJMdl84Ai26VJr8VK', '3VR3ZcAA45yBP6dWY145bB']",7,33wbkdcxtduHKY53LnI1Hf,Huey,2009,
Te Amo Tanto,Flex,1W1yGPrWMcvi8faumIAfCW,0.649,0.8,-4.979,1,0.10400000000000001,0.132,0.000139,0.175,0.507,182.021,208560,4,10,0,,49,2009-01-01,0,57,151970,1,['13VwGEitoK8J0qjNjbgeTN'],6,13VwGEitoK8J0qjNjbgeTN,Flex,2009,
Walk That Walk,Dorrough Music,64NSFd2XEFuRKYJznb41Z8,0.8859999999999999,0.6829999999999999,-9.603,0,0.261,0.136,0.0,0.207,0.773,160.031,229586,4,16,0,,39,2009-08-04,0,52,43797,1,['5MAp6rMiUJjRLXMWtArXRS'],10,5MAp6rMiUJjRLXMWtArXRS,Dorrough Music,2009,
On To The Next One,JAY-Z,4ljDnzzqwnRIynr1g55um4,0.546,0.9079999999999999,-1.655,0,0.41700000000000004,0.215,9.47e-06,0.107,0.59,116.885,256133,5,16,0,,58,2009-09-08,205,87,6006946,2,"['3nFkdlSjzX9mRTtwJOzDYB', '2cADQgiLMjNhbsfeN52Bf3']",10,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,2009,
A Night Off (feat. Lloyd),Drake,3lkkkYc1wBj5l3FVlpqvP6,0.611,0.508,-5.5729999999999995,0,0.0741,0.374,3.87e-06,0.168,0.368,103.61200000000001,193962,4,9,0,,49,2009-01-01,11,99,52333661,2,"['3TVXtAsR1Inumwj472S9r4', '1Xfmvd48oOhEWkscWyEbh9']",11,3TVXtAsR1Inumwj472S9r4,Drake,2009,
Fear,Drake,5WfBl43XUcWng7OnB8LKNW,0.33399999999999996,0.7829999999999999,-6.144,0,0.18100000000000002,0.0615,0.0,0.109,0.308,83.944,280666,4,7,0,,48,2009-09-15,11,99,50830850,1,['3TVXtAsR1Inumwj472S9r4'],9,3TVXtAsR1Inumwj472S9r4,Drake,2009,
Catch All the Fish,Brad Paisley,12FaKWnF6BbXwNeLRlvhvk,0.307,0.971,-4.8580000000000005,1,0.051,0.0384,3.15e-05,0.375,0.672,135.743,248146,4,7,0,,36,2009-06-30,377,71,1899172,1,['13YmWQJFwgZrd4bf5IjMY4'],4,13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,2009,
Let's Do This,Hannah Montana,0PFV7UhCBbt1DePHgIdBUR,0.589,0.94,-2.248,1,0.0733,0.00262,0.02,0.33,0.773,140.988,212866,4,12,0,,39,2009-01-01,30,69,3067382,1,['7nU4hB040gTmHm45YYMvqc'],9,7nU4hB040gTmHm45YYMvqc,Hannah Montana,2009,
Rollin' (The Ballad of Big & Rich) - 2009 Remaster,Big & Rich,4eLgNUHbH32XfUX3Oa1umC,0.494,0.935,-3.366,1,0.14,0.0835,0.0,0.11,0.6679999999999999,187.981,291893,4,13,0,,37,2009-09-25,0,62,846976,1,['0oBEeN6BCxEgMogzThqrPf'],0,0oBEeN6BCxEgMogzThqrPf,Big & Rich,2009,
Creepin' (Solo),Chamillionaire,0t7pYUlYKPoZISoaZp2jqm,0.856,0.6629999999999999,-6.886,0,0.228,0.0044399999999999995,0.0,0.214,0.465,136.011,273093,4,11,0,,45,2009-01-01,51,81,2503447,2,"['6vdMPayKk8YJxxeNP5oMCb', '3ipn9JLAPI5GUEo4y4jcoi']",6,6vdMPayKk8YJxxeNP5oMCb,Chamillionaire,2009,
Like a Prayer,Madonna,1z3ugFmUKoCzGsI6jdY4Ci,0.624,0.8420000000000001,-5.285,1,0.0376,0.264,2.11e-05,0.18100000000000002,0.257,111.037,342680,4,15,0,,72,2009-09-18,139,81,4551754,1,['6tbjWDEIzxoDsBA1FuhfPW'],5,6tbjWDEIzxoDsBA1FuhfPW,Madonna,2009,
Someday When I Stop Loving You,Carrie Underwood,0FvYbfE2siVMEoXM8j0p5u,0.545,0.401,-5.606,1,0.0275,0.745,1.74e-06,0.107,0.19699999999999998,127.79,242573,4,11,0,,46,2009-01-01,219,76,4241149,1,['4xFUf1FHVy696Q1JQZMTRj'],0,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,2009,
Flashback,Calvin Harris,541lUjNUJ8NIQiduDf4Ue9,0.265,0.948,-5.6610000000000005,0,0.0494,0.00216,0.0011300000000000001,0.0832,0.198,128.0,229200,4,10,0,,48,2009-08-18,0,88,20859979,1,['7CajNmpbOovFoOoasH2HaY'],9,7CajNmpbOovFoOoasH2HaY,Calvin Harris,2009,
